GEO_ID_2,GEO_ID,MSA,POP_M_15_19,PER_M_15_19_MAR,PER_M_15_19_WID,PER_M_15_19_DIV,PER_M_15_19_SEP,PER_M_15_19_UNMAR,POP_M_20_34,PER_M_20_34_MAR,PER_M_20_34_WID,PER_M_20_34_DIV,PER_M_20_34_SEP,PER_M_20_34_UNMAR,POP_M_35_44,PER_M_35_44_MAR,PER_M_35_44_WID,PER_M_35_44_DIV,PER_M_35_44_SEP,PER_M_35_44_UNMAR,POP_M_45_54,PER_M_45_54_MAR,PER_M_45_54_WID,PER_M_45_54_DIV,PER_M_45_54_SEP,PER_M_45_54_UNMAR,POP_M_55_64,PER_M_55_64_MAR,PER_M_55_64_WID,PER_M_55_64_DIV,PER_M_55_64_SEP,PER_M_55_64_UNMAR,POP_M_65_OVER,PER_M_65_OVER_MAR,PER_M_65_OVER_WID,PER_M_65_OVER_DIV,PER_M_65_OVER_SEP,PER_M_65_OVER_UNMAR,POP_F_15_19,PER_F_15_19_MAR,PER_F_15_19_WID,PER_F_15_19_DIV,PER_F_15_19_SEP,PER_F_15_19_UNMAR,POP_F_20_34,PER_F_20_34_MAR,PER_F_20_34_WID,PER_F_20_34_DIV,PER_F_20_34_SEP,PER_F_20_34_UNMAR,POP_F_35_44,PER_F_35_44_MAR,PER_F_35_44_WID,PER_F_35_44_DIV,PER_F_35_44_SEP,PER_F_35_44_UNMAR,POP_F_45_54,PER_F_45_54_MAR,PER_F_45_54_WID,PER_F_45_54_DIV,PER_F_45_54_SEP,PER_F_45_54_UNMAR,POP_F_55_64,PER_F_55_64_MAR,PER_F_55_64_WID,PER_F_55_64_DIV,PER_F_55_64_SEP,PER_F_55_64_UNMAR,POP_F_65_OVER,PER_F_65_OVER_MAR,PER_F_65_OVER_WID,PER_F_65_OVER_DIV,PER_F_65_OVER_SEP,PER_F_65_OVER_UNMAR
10180,310M100US10180,"Abilene, TX Metro Area",6358,1.4,0,0,0.4,98.2,20134,36.6,0.3,4.6,2,56.6,10339,64.3,0.4,16.1,3.1,16.1,11152,65.9,1.5,19.6,3.1,9.9,8194,71.9,3.8,17,2.7,4.6,9278,74.9,14,8.3,0.9,1.9,6758,0.6,0,0,0,99.4,16682,46.6,0.1,7,2.4,44,9411,66.6,1.6,16.5,4.5,10.8,11084,62.3,4.4,21.9,3.7,7.7,8660,63.5,11.8,18.4,1.2,5,12704,40.8,44.7,11.8,0.7,2
10420,310M100US10420,"Akron, OH Metro Area",26574,0.3,0.5,0.1,0,99,65811,29.7,0.1,3.1,0.8,66.3,46234,64.4,0.2,13.3,1.7,20.4,53330,66.7,1.1,16.9,1.9,13.4,41296,72.9,2.3,16.3,1.5,7,40687,71.9,14.8,8.5,0.7,4,25969,0.2,0.2,0,0,99.6,67251,35.7,0.3,4.4,1.7,57.7,48196,64.8,0.9,15.7,2.8,15.8,56040,65.4,3.2,18.4,2.5,10.5,44198,62.2,7.7,21.8,1.4,7,56554,41.4,43,11,0.5,4.1
10500,310M100US10500,"Albany, GA Metro Area",6480,0.4,0,0.1,0,99.5,15270,27,0,5,2.1,65.8,9383,55.5,0.2,15.5,4.5,24.2,10380,59.8,1.9,17.3,5,16,8356,63.2,4.2,21.6,2.6,8.4,7479,68.9,16.6,6.9,2.8,4.9,6419,0.8,0,0.5,0,98.8,16631,30.1,0,5.9,3.3,60.6,10738,53.8,1.5,16.6,5.9,22.1,11619,55.1,5.3,20.7,4.3,14.5,9252,56.1,13.7,16.9,4.2,9.3,11039,34.7,48.9,9.6,1.5,5.2
10580,310M100US10580,"Albany-Schenectady-Troy, NY Metro Area",33720,1,0,0,0.2,98.7,83518,25.3,0.1,1.9,1.1,71.6,58862,63.3,0.6,9.2,2.8,24.1,65583,64.9,0.7,12.9,3.8,17.8,51743,71,2,14,2.9,10.1,50008,68.6,15.6,8.1,1.4,6.3,31605,0.4,0.1,0.1,0,99.4,83404,32.8,0.1,3.5,2.5,61.1,60944,65.1,1,12.2,3.9,17.8,68309,62.6,2.5,17.8,4.5,12.7,54616,62.7,7.6,18.1,2.6,8.9,69695,38.6,43.5,9.3,0.9,7.8
10740,310M100US10740,"Albuquerque, NM Metro Area",31174,0.7,0,0,0.1,99.2,90607,31.2,0.3,4.5,1.2,62.8,57197,59,0.6,12.8,2.7,24.9,61306,60.8,1.1,18.6,2.3,17.2,48302,68.5,2.6,17.6,1.6,9.6,44853,70.5,12.7,12.1,0.9,3.9,30032,1.8,0.1,0,0.2,98,89300,37.7,0.4,5.8,1.9,54.2,57644,59.5,1,17.1,3.2,19.1,64864,60.2,2.5,23.7,2.4,11.2,52339,58.4,7.9,24,1.6,8.2,58030,41.3,37.6,15.6,1,4.6
10780,310M100US10780,"Alexandria, LA Metro Area",5855,1,0,0,0,99,14735,33.9,0.1,5.5,1.6,59,9966,57.9,0.2,14.1,5.4,22.4,10813,62.9,1.1,18.8,3.9,13.3,8366,70,3.1,17.2,1.4,8.2,8526,69.4,15.3,7.5,1.5,6.3,5392,2.6,0,0,0.1,97.3,14511,39.2,0.7,6.7,4.4,49,10046,57.6,1.5,20,6,14.9,11245,58,3.9,20.7,5.5,11.8,9080,59.7,10.4,18.3,2.6,8.9,11563,38.3,44.7,11.8,1.2,4.1
10900,310M100US10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",30179,0.5,0,0.1,0.1,99.3,69815,30.8,0.1,2.3,1.4,65.4,56422,67.8,0.2,10.1,2.5,19.5,62991,70.3,0.9,14.2,2.6,12,47357,75.8,2.2,12.2,2.1,7.7,50806,71.7,14.7,7.7,1.1,4.7,28132,0.6,0.1,0,0.1,99.2,69642,37.3,0.2,4.5,3.2,54.8,58477,67.4,0.9,11.9,4.8,15,64869,68.6,3.1,15.2,3.3,9.9,50073,67.6,7.1,17,2.4,5.9,70715,40.4,44,9.2,0.9,5.5
11020,310M100US11020,"Altoona, PA Metro Area",4857,0.4,0.1,0.4,0,99.2,10832,33.2,0.1,3.4,1.8,61.5,7941,62.7,0.8,11.8,5.1,19.7,9537,63.4,0.3,18.1,2.6,15.6,7913,72.9,3.1,12.2,2.1,9.6,9053,70.5,14.9,8.7,0.8,5.1,4315,0.7,0,0,0.1,99.1,10776,40.1,0.2,3.9,2.3,53.5,8167,65.3,0.5,13.9,4.1,16.2,9712,62.6,4.4,17.8,4.2,11,8486,66.6,10.2,15,2.9,5.3,13215,40.2,47,7.3,0.7,4.8
11100,310M100US11100,"Amarillo, TX Metro Area",9215,0.5,0.4,0,0.3,98.8,26628,38.6,0.1,4.2,2.4,54.7,16385,62.3,0.5,16.5,4,16.7,17522,68.5,0.9,17,2.6,10.9,12483,71.9,3.3,15.8,2.8,6.2,12421,72.5,15,8.7,0.7,3.1,8810,3.3,0,0,0.5,96.2,26010,41.7,0.5,8.6,4.5,44.8,15371,62.6,1.6,18,6.5,11.3,16915,62.7,5.2,20.6,3.9,7.7,12789,62,8.6,22.5,2.5,4.3,16702,45.3,40.9,11.5,0.7,1.6
11180,310M100US11180,"Ames, IA Metro Area",4996,0.7,0.2,0.1,0,98.9,17306,20.5,0.1,1.9,0.2,77.4,4297,71.9,0,10.3,2.2,15.7,4703,76.8,0.9,10.2,1.2,11,3703,78.9,1.6,12.9,0.4,6.3,3687,81.5,11.1,5.1,0.1,2.3,4437,1.3,0,0.3,0,98.4,13853,30.1,0,2.7,0.6,66.6,4092,72.1,0.3,13.6,1.7,12.3,4855,73,2.2,17.4,1.6,5.8,3795,76,3.9,15.3,0.9,3.8,4988,53.4,36.3,6,0.4,3.8
11260,310M100US11260,"Anchorage, AK Metro Area",14618,1,0.1,0,0,98.9,42512,36,0.1,4.5,1.1,58.4,26206,66.7,0.2,11.4,2.3,19.5,29646,65.5,0.7,17.8,2.4,13.6,20500,70.9,2.3,17,2.5,7.3,12124,68.4,11.2,14.2,1.8,4.4,13785,2.5,0,0,0,97.5,39313,46.4,0.3,6.9,2,44.3,26057,67.2,0.7,15.5,3.7,12.9,29143,64.2,2.7,21.6,3.2,8.3,19284,63.5,7.2,22.1,1.6,5.6,13868,41.3,37.6,17.8,0.8,2.4
11300,310M100US11300,"Anderson, IN Metro Area",4693,1.3,0.2,0,0.4,98.2,12844,31.9,0.1,8.8,1.8,57.5,9355,52.4,0.7,23.2,2.9,20.8,9511,58.5,1,25.1,2.3,13,7792,70.9,1.8,22,0.8,4.4,8341,72,14.5,9.8,1.1,2.7,4397,1.6,0,0,0,98.4,11645,38.1,0.6,7.8,1.3,52.2,8718,59.7,2.6,20.3,3.5,13.8,9261,61.1,3.6,22.8,2.5,10,8351,65.4,7,20.8,1.9,4.9,11477,41.2,42.7,13.5,0.8,1.8
11340,310M100US11340,"Anderson, SC Metro Area",6338,1.3,0,0,0,98.7,15371,38.9,0.1,4.3,3.4,53.3,12424,69.6,0.3,12,3.9,14.2,13092,67.8,1.4,16.6,4.7,9.4,11090,75.7,3.5,12.7,3.4,4.6,11467,77.4,10.8,7.7,1,3.1,6126,1.6,0,0.1,0.4,97.8,16649,44,0.6,4.4,4.1,46.9,12895,64.4,0.9,14.8,7.9,12,13818,64.4,4.7,16.7,5.6,8.7,12042,65.9,9.6,15.2,3.1,6.2,15497,44.4,43.7,8.2,0.9,2.7
11460,310M100US11460,"Ann Arbor, MI Metro Area",17648,0.1,0.1,0,0.1,99.8,43861,24.6,0.2,2.4,0.5,72.3,22835,66.1,0.4,9.9,0.7,22.9,23008,69.2,0.7,14.8,1.3,14.1,17698,74.3,2.3,14.8,0.5,8.1,14078,73.1,11.9,9.4,0.5,5,17001,0.4,0,0,0,99.6,42764,29.2,0.1,2.9,1,66.8,22945,66.8,1.3,11.6,2.4,17.9,24239,65.7,1.9,17.9,1.4,13,18929,62.4,6.7,21.7,1,8.2,18765,45.3,36.6,13.5,0.7,3.9
11500,310M100US11500,"Anniston-Oxford, AL Metro Area",4208,1.9,0,0,0,98.1,11615,35.8,0,7.9,1.7,54.7,7353,62.4,0.2,15,3.4,18.9,8189,62.9,1.3,20.2,2,13.7,6823,73.9,4.1,15.7,2.1,4.1,6735,72.7,14.4,10.7,1.2,1.1,4154,3.7,0,0,0,96.3,11968,39,1.4,8,5.5,46,7741,58.6,2.4,20.7,7.4,10.9,8760,58.2,5.4,22.7,4.6,9.1,7518,61.7,14.3,17.2,3.1,3.8,9762,39.4,47.7,9.3,0.5,3.1
11540,310M100US11540,"Appleton, WI Metro Area",8298,0.4,0,0,0,99.6,21663,38.5,0.2,3.8,0.5,57,16494,72.9,0.1,12.2,0.9,13.8,17716,75.6,0.7,13.7,0.8,9.3,11600,78.5,1.8,13.6,0.7,5.4,10904,78.1,11.2,5.6,0.2,4.9,7562,1.2,0,0,0,98.8,20726,50.1,0.1,4.1,1.1,44.6,16426,76.3,0.2,12.2,1.7,9.6,17414,76,2.4,13.5,1.6,6.4,11694,72.6,7.6,14.4,0.4,5,14555,48.4,40.2,8,0.2,3.2
11700,310M100US11700,"Asheville, NC Metro Area",13115,1.4,0.1,0.1,0,98.4,36272,39,0,5.3,2,53.7,27323,65.8,0.1,13.6,3.7,16.9,29379,66.9,1.3,16.8,3.5,11.5,26597,75.7,2.8,14.4,1.6,5.5,31885,74.4,12.5,9.3,1,2.9,11700,3.2,0,0.1,0.1,96.7,37003,44.4,0.3,6.6,3.6,45,27699,66.9,1.3,17.2,3.9,10.7,31575,64.7,3.7,18.5,3.9,9.2,30448,64.6,7.9,20.6,2,4.9,42797,45.2,40,10.5,0.6,3.6
12020,310M100US12020,"Athens-Clarke County, GA Metro Area",9466,0.3,0.2,0,0,99.6,26370,22.5,0,2.2,1.2,74.1,11231,64.5,0.3,12.5,2.7,20.1,11008,64.2,1.8,13.9,4.2,15.8,8534,75.9,4.1,9.9,1.6,8.4,7585,76.2,10.4,9.7,0.7,3,11288,1,0,0,0.3,98.7,27775,24.9,0.2,3.9,2,68.9,11368,60.6,0.9,14.9,3.4,20.1,11399,61.3,2.9,20.6,3.4,11.8,9154,62.9,5.7,21.6,2.2,7.7,10666,40.8,40.5,12.9,1.1,4.7
12060,310M100US12060,"Atlanta-Sandy Springs-Marietta, GA Metro Area",188281,0.8,0.1,0,0,99,537082,34.6,0.2,3.4,1.3,60.5,409643,65.6,0.3,10.8,2.7,20.6,358589,69,0.9,15.1,2.5,12.6,240653,73.5,2.7,14.8,2.1,6.9,182305,73.3,12.4,9.4,1.5,3.3,179263,1.6,0.1,0,0.1,98.1,553966,40.5,0.3,4.9,2.5,51.8,427853,62.5,0.9,14.5,3.7,18.4,381085,62.4,2.9,19.3,3.5,11.9,270611,58.8,9.2,22.1,2.8,7.1,253757,38.8,42.5,13.6,1.4,3.6
12100,310M100US12100,"Atlantic City-Hammonton, NJ Metro Area",10092,0.4,0,0.1,0,99.5,23960,27.7,0.2,1.5,2,68.6,18695,59.3,0.3,10.1,3.3,26.9,21301,65.8,1,14.3,2.1,16.7,15536,69.7,3.7,15,3.3,8.4,15980,66.9,13.9,9.8,2.4,7,10373,0.9,0.2,0.2,0.6,98.2,23851,33.7,0.4,3.5,1.5,60.7,19908,60.3,1.5,11.6,5.5,21.1,22269,57.3,3.3,19.4,4.7,15.3,16773,60.3,10.1,18.6,2.1,8.9,21783,37.7,42.9,10.9,1.9,6.7
12220,310M100US12220,"Auburn-Opelika, AL Metro Area",6470,1.2,0,0,0.1,98.7,19942,26.2,0.1,4.1,0.8,68.7,8359,66.5,0.3,15.3,3.1,14.8,7922,68.5,1.6,13.9,4.5,11.5,5928,75.8,2.8,13.7,2.3,5.4,5109,76.7,12.5,7.3,1.1,2.3,6353,0.8,0,0,0,99.2,19378,32.4,0.1,4.4,1.2,61.8,8663,63.2,2,18,5,11.8,8423,63.2,4.4,18,6.2,8.2,6351,65.2,7.7,20.2,3.7,3.2,6796,47.6,40.6,7,1.6,3.1
12260,310M100US12260,"Augusta-Richmond County, GA-SC Metro Area",21055,1.1,0,0,0.5,98.4,54295,32.6,0.1,4.8,2.1,60.5,34963,60.9,0.6,14.8,3.2,20.5,38617,64.3,1,16.8,4,14,30045,72.6,2.3,15.1,3,7,28012,70.6,14.4,9.7,1.2,4.1,19957,3.2,0.2,0.1,0.2,96.3,54074,36.5,0.4,5.6,3,54.4,37154,57.4,1.3,16.2,6,19.1,42314,57.7,3.4,21.4,4.3,13.2,33185,60.8,11.9,17.5,3.2,6.5,38002,38.3,44.3,10.8,1.8,4.9
12420,310M100US12420,"Austin-Round Rock-San Marcos, TX Metro Area",58522,1,0.1,0.1,0.1,98.7,215655,33.4,0.2,3.1,1.4,61.9,128604,66.1,0.3,10.4,1.9,21.3,108626,68.1,1.2,15.2,1.8,13.6,72233,72.1,2,16.2,1.5,8.2,55105,75.6,10.4,10,1.1,3.1,56063,2.1,0.1,0.2,0.1,97.4,206085,39.6,0.2,4.8,2.3,53.1,122498,66.3,1.1,15.4,3,14.2,108356,62.1,2.7,21.4,3,10.8,75426,62.9,6.7,22.1,2.3,6,71741,42.5,38.8,14.9,0.9,2.9
12540,310M100US12540,"Bakersfield-Delano, CA Metro Area",36851,0.9,0.1,0.2,0.2,98.6,98819,34.8,0.1,3.7,2,59.3,57799,60.4,0.5,12.8,3.4,22.8,54589,65.2,1.4,15.7,3.4,14.2,35498,69.8,3.1,16.8,2.9,7.5,32525,70.7,13.8,10.4,1.9,3.2,33567,3.3,0,0.1,0.2,96.4,81752,44.8,0.4,5.3,2.9,46.6,51627,63.7,1.7,13.8,5.5,15.3,50817,62.8,5,18.5,5.2,8.6,36097,62.3,10.9,18.2,3.9,4.7,39877,40.3,42.8,11.2,1.8,4
12580,310M100US12580,"Baltimore-Towson, MD Metro Area",97949,0.7,0,0,0.1,99.2,262702,28.5,0.1,2.7,1.4,67.3,183527,62.3,0.5,10,3.6,23.6,200053,64.3,1.1,13.5,3.8,17.3,148211,70,2.5,14.5,3.2,9.7,137401,67.3,15.9,9.7,2.2,4.9,93948,1.2,0.1,0,0.2,98.5,273386,33.2,0.3,3.2,2.6,60.9,198722,60.8,0.8,11.3,5.1,22,216428,59.5,3.5,16.9,4.7,15.5,163632,58.2,9,19.4,3.4,10,193432,36.5,44.8,11,1.5,6.2
12620,310M100US12620,"Bangor, ME Metro Area",6212,0.9,0,0,0,99.1,15801,29,0.2,4.8,1.1,64.8,9929,64.5,0.5,15.7,1.3,18,11685,69.2,1,17.9,1.1,10.9,9481,72.5,3.3,18,0.8,5.4,9271,71.4,13.4,10.1,0.6,4.5,5839,0.8,0,0,0,99.2,15155,35.5,0.2,8,1.1,55.2,10279,63.9,0.6,18.8,2,14.7,12365,66.2,2.9,21.9,2.4,6.6,9583,67.1,6,20.1,1.2,5.6,12141,41.2,43.2,12.1,0.5,2.9
12700,310M100US12700,"Barnstable Town, MA Metro Area",6922,0.4,0,0,0,99.6,13656,29.7,0.1,4.1,1.2,64.9,12065,63,0.3,7.7,1.6,27.3,16571,65.1,0.3,13.9,1.9,18.8,15998,71.8,2.2,16,1,9,22612,79.1,10.8,6.6,0.3,3.3,5751,1,0,0,0,99,12895,40.3,0.6,3.6,0.2,55.3,13364,66.3,0.2,12.4,4.8,16.3,18088,64.5,2.7,19.3,2.1,11.3,18713,65.4,6.2,18.8,1.6,8,29838,49.7,34.7,10.4,0.3,4.9
12940,310M100US12940,"Baton Rouge, LA Metro Area",30870,0.5,0,0,0,99.5,89686,30,0.2,3.8,1.5,64.5,51885,59.9,0.6,14,2.5,23,54537,62.7,1.3,16.7,2.6,16.6,40934,70.1,3.5,17.3,2,7,35011,70.2,14.1,9.3,1.7,4.7,29910,0.9,0,0,0.1,99,89406,34,0.5,5.6,2.6,57.3,53238,59.8,1.5,15.8,5.1,17.9,57048,57.9,4.2,21.3,4.2,12.4,44579,59,10.5,21.1,2.8,6.6,47682,37.9,46.5,10.4,1,4.2
12980,310M100US12980,"Battle Creek, MI Metro Area",5499,0.6,0,0.2,0,99.2,12049,33.7,0.2,4.8,1.6,59.7,8848,59.6,0.2,18.3,4.4,17.5,10027,63,0.5,23,1.5,12,8209,69.6,2.4,19,1.7,7.3,8319,71.7,15.4,9.8,0.3,2.8,4930,1.9,0,0,0,98.1,12511,37.8,0.5,8.6,3,50.1,9095,57.9,0.6,22.8,3.4,15.3,10224,62.7,3.2,21.9,3.3,8.9,8560,60.6,8.8,22.2,1.9,6.6,11386,44.7,40,12,0.2,3
13020,310M100US13020,"Bay City, MI Metro Area",3918,0.1,0,0,0,99.9,9223,30.8,0,4.3,0.8,64,7065,64.9,0.3,14,0.4,20.3,8415,67.5,1,17.3,1.6,12.6,6911,70.9,5,15.4,1.5,7.1,7128,77.7,12.1,6.3,0.1,3.7,3496,1.5,0,0,0,98.5,9319,39.8,0.2,6.2,1.7,52.1,6898,65.1,1.3,17,3,13.6,8674,67.9,1.8,21.4,1.3,7.6,7215,68.7,8,17.8,1.6,3.9,9983,42.4,46,7.5,0.5,3.7
13140,310M100US13140,"Beaumont-Port Arthur, TX Metro Area",14381,0.9,0,0.1,0.2,98.8,40884,32.8,0.2,5.6,2.5,58.9,26618,60.2,0.3,14.7,4.2,20.5,29506,63.4,1.2,19.2,4.1,12.1,21203,69.3,3.2,18.7,2.2,6.6,21480,67.9,16.6,10.5,1,4.1,13516,3,0.1,0,0.3,96.6,36261,41.1,0.6,8.3,3.1,47,24152,61.9,1,17.5,6.3,13.2,28422,64.1,3.1,21.9,4.9,6,21438,62.3,11.9,18.7,2.9,4.2,28780,40.4,46.5,10.3,0.8,2
13380,310M100US13380,"Bellingham, WA Metro Area",7914,1.6,0,0,0,98.4,22938,28.7,0.1,2.7,0.9,67.6,12091,66.2,0,9.9,4.1,19.8,13384,69.9,0.9,14.3,2.1,12.8,11930,77,0.7,12.9,1.4,8,11378,74.6,9.8,12.9,0.9,1.9,8084,2.1,0,0,0,97.9,22080,34.1,0,5.3,1.4,59.1,12145,68.4,1.3,15.2,3.5,11.6,13989,65.5,2.5,19.1,3.1,9.8,12412,66.1,6,20.2,1,6.7,13586,49.5,36.2,11.8,0.2,2.2
13460,310M100US13460,"Bend, OR Metro Area",4928,0.5,0,0,0.3,99.2,14466,40.3,0.7,4.2,1.1,53.7,10507,71.2,1.6,10.6,0.7,16,11100,73.4,1.2,13.8,2.5,9,10109,79.2,2.5,14,0.3,4,10131,77.1,11,10.3,0.4,1.1,4703,2.7,0,0,0,97.3,13841,49,0.3,6.7,2.3,41.7,10769,74.7,0.5,12.4,2.6,9.8,11921,69.5,2.4,19.4,2.9,5.8,10801,70.8,4.8,20.4,1.4,2.6,11461,51.9,34.8,11.8,0.2,1.4
13740,310M100US13740,"Billings, MT Metro Area",5026,0.1,0,0.3,0,99.6,14724,37.6,0,5.6,1.1,55.7,9675,66.1,0.3,14.6,1.1,17.9,11765,66.6,0.1,19,2.1,12.3,9407,74.7,1.3,15.6,0.8,7.6,9389,72.8,12.3,10.7,0.3,3.8,5104,1,0.1,0,0.9,98,14960,44.2,0.2,7.1,1.9,46.6,9914,69.7,1.4,15.6,1.9,11.4,12090,69.4,1.9,20,1.5,7.3,9534,69.3,7,19.9,0.3,3.6,12384,44,39,13.7,0.8,2.4
13780,310M100US13780,"Binghamton, NY Metro Area",10344,0.7,0.2,0,0,99.1,24241,25.3,0.2,2.1,1.5,70.9,15422,60.3,0.5,12.9,3.4,22.8,19598,65,0.9,14,4,16.1,14774,69.1,3.2,16.6,3.4,7.7,16827,71,13.4,8.8,1.6,5.2,9662,1.3,0,0,0.5,98.2,23211,34.7,0.4,3.7,2.3,59,15591,60,1.2,15,6.8,17,19828,63.8,2.4,19.3,4.8,9.6,15671,64.4,7.8,19.1,1.9,6.8,23434,40.4,44.6,10.5,0.4,4
13820,310M100US13820,"Birmingham-Hoover, AL Metro Area",39509,1,0.1,0.1,0,98.7,109982,35.3,0.1,5.2,1.7,57.7,76125,64.8,0.4,13.7,3.3,17.8,79215,65.6,1.3,18.3,2.4,12.4,61501,72.6,2.6,15.4,2.9,6.6,58075,72.5,14.7,8.6,1,3.2,36590,2.5,0.1,0.3,0.2,97,115541,39.7,0.3,7,3.1,49.9,78485,62.1,1.4,16.6,4.7,15.1,85612,61.4,4.1,20.3,3.7,10.5,68703,59.7,10.9,21.1,3,5.4,83853,37.7,47,11.2,0.8,3.4
13900,310M100US13900,"Bismarck, ND Metro Area",3802,0.7,0,0,0,99.3,11017,35.8,0,3.8,0.3,60,6808,66.2,0.2,10.9,3.8,18.9,8052,74.2,0.2,13.1,1,11.5,6321,75.4,1.4,17.3,0.6,5.4,6043,78.2,10.6,7.9,0.7,2.7,3660,2.1,0,0,0,97.9,10352,45.9,0.1,3.7,0.9,49.5,6545,72.4,0.7,13,1.9,11.9,8332,74.7,2.2,18.1,0.4,4.7,6273,76.4,7.6,9.5,0.3,6.2,8301,43.4,41.8,9.5,0,5.3
13980,310M100US13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",10806,0.8,0,0,0,99.2,23862,21.8,0.2,3.3,1.3,73.5,9402,66.7,0.6,11.4,2.4,18.9,9286,68.5,1,16.1,3.4,11,8215,78.1,3.2,10.5,1.6,6.6,8105,73,13.8,10.1,1,2.1,10106,1.7,0,0,0.1,98.2,19998,31,0.5,4.5,2.4,61.6,9127,67,0.3,15.7,4.4,12.6,9580,66.9,6.5,17,3.1,6.6,8649,65.1,10.5,19.8,1.2,3.4,11008,42.4,42.9,10.5,0.7,3.4
14020,310M100US14020,"Bloomington, IN Metro Area",9356,1,0,0,0.6,98.5,28813,21.3,0,3.3,0.8,74.5,10593,65.7,0.8,14.4,1.1,18.1,11572,64.4,0.5,22.4,1.6,11.1,9383,74.9,1.7,17.1,0.9,5.4,9311,72,12.9,11.4,0.5,3.2,9610,0.7,0.1,0,0,99.2,26729,27.9,0.1,4.6,0.7,66.7,10872,64.7,0.9,21.5,3.1,9.8,11698,61.9,2.6,24.4,1.5,9.7,9803,70.1,7.6,18.4,0.6,3.3,12281,45.6,39.9,12.2,0.1,2.2
14060,310M100US14060,"Bloomington-Normal, IL Metro Area",6739,1.1,0.2,0,0,98.8,21657,28.3,0.2,2.8,0.5,68.2,10471,71.3,0.1,13.2,1.4,14,10902,72.8,0.2,18.1,1.4,7.4,7631,77.7,2.4,12.3,1.5,6.2,7211,76,13.9,7.2,0.5,2.4,8008,0.1,0,0,0,99.8,22107,31.6,0,6.3,1.2,60.8,10762,68.7,0.4,13.3,2.7,14.9,11420,69.8,2.6,16.8,2.5,8.4,8161,64.9,6.8,21.5,1.2,5.6,9833,43,39.6,12,0.3,5.2
14260,310M100US14260,"Boise City-Nampa, ID Metro Area",22003,0.7,0,0,0,99.3,64034,43.5,0.2,6,1.8,48.5,42683,69.5,0.5,13.7,1.8,14.5,40403,69.5,0.9,18.1,1.9,9.7,30392,75.5,2.2,15.6,1.2,5.4,27585,78.1,9.2,9.8,0.7,2.2,20802,2.3,0,0,0.2,97.5,61489,53.8,0.3,7,2.4,36.5,41110,69.7,0.8,17.3,2.6,9.6,40712,70.1,1.5,20.5,2.4,5.5,31241,69.2,5.8,21,0.7,3.3,34701,46.8,38,12.7,0.3,2.2
14460,310M100US14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",159547,0.6,0,0.1,0.1,99.2,459257,25.3,0.1,1.7,0.7,72.2,321737,65.7,0.2,7.7,1.9,24.5,335698,67.8,0.7,12.5,2.2,16.8,245329,72.8,2.3,12.2,2,10.7,238065,69.1,13.8,8.4,1.3,7.4,158847,0.6,0,0,0.1,99.3,466831,31.5,0.1,2.7,1.4,64.3,336616,65.8,0.7,10.5,3.3,19.7,352730,63.9,2.4,15.9,3.4,14.4,268276,60.9,7.1,18.5,2.6,10.9,337697,37.9,41.6,11,1.3,8.2
14500,310M100US14500,"Boulder, CO Metro Area",11970,0.9,0,0,0,99.1,36389,25.3,0,1.8,0.5,72.4,20971,67.7,0.3,9.2,1.2,21.5,22008,69.8,1.1,15,0.9,13.3,16126,69.7,1.6,19.3,0.7,8.6,11833,76.4,9.5,9.9,0.9,3.3,11673,1.2,0,0.1,0,98.7,32192,35,0.3,3.9,1.8,59,20832,71.5,0.2,10.7,1.9,15.7,22700,67.4,1.6,20,1.8,9.3,16349,60.1,5.1,25.1,1.3,8.4,15467,45.8,34.3,16.9,0.6,2.4
14540,310M100US14540,"Bowling Green, KY Metro Area",5398,0.7,0,0.1,0,99.2,14955,30,0,3.9,1.4,64.7,7704,70.8,1.2,12.9,3.4,11.7,7980,70.4,2.3,18.2,1.7,7.4,6296,75.6,2.7,13.6,3,5.2,5713,74.2,12.7,8.9,0.2,4,5258,0.8,0,0,0.2,99,14964,37,0.4,5.1,2.9,54.5,7824,64,3,18,3,12,8501,67.4,1.9,18.9,5.8,5.9,6530,65.6,8.5,18.2,1.3,6.3,7862,42.8,42.9,12,0.3,1.9
14740,310M100US14740,"Bremerton-Silverdale, WA Metro Area",9255,1.5,0,0,0,98.5,26676,37.4,0.1,4.8,1.1,56.6,16137,64.1,0.1,15.3,2.4,18.1,19154,69.7,0.9,17.2,1.7,10.6,16166,73.9,1.8,15.6,2.6,6.1,14097,73.4,9.4,13.2,0.9,3.1,8625,4.4,0,0.2,0,95.4,21253,49.9,0.1,7.9,2.6,39.6,16114,69.6,1.2,17.1,2.7,9.4,19851,69.6,2.3,19.9,2.2,6,16908,68.2,5.5,21.2,1.4,3.7,17055,45.9,38.6,13.8,0.2,1.5
