GEO_ID_2,GEO_ID,MSA,POP_M_15_19,PER_M_15_19_MAR,PER_M_15_19_WID,PER_M_15_19_DIV,PER_M_15_19_SEP,PER_M_15_19_UNMAR,POP_M_20_34,PER_M_20_34_MAR,PER_M_20_34_WID,PER_M_20_34_DIV,PER_M_20_34_SEP,PER_M_20_34_UNMAR,POP_M_35_44,PER_M_35_44_MAR,PER_M_35_44_WID,PER_M_35_44_DIV,PER_M_35_44_SEP,PER_M_35_44_UNMAR,POP_M_45_54,PER_M_45_54_MAR,PER_M_45_54_WID,PER_M_45_54_DIV,PER_M_45_54_SEP,PER_M_45_54_UNMAR,POP_M_55_64,PER_M_55_64_MAR,PER_M_55_64_WID,PER_M_55_64_DIV,PER_M_55_64_SEP,PER_M_55_64_UNMAR,POP_M_65_OVER,PER_M_65_OVER_MAR,PER_M_65_OVER_WID,PER_M_65_OVER_DIV,PER_M_65_OVER_SEP,PER_M_65_OVER_UNMAR,POP_F_15_19,PER_F_15_19_MAR,PER_F_15_19_WID,PER_F_15_19_DIV,PER_F_15_19_SEP,PER_F_15_19_UNMAR,POP_F_20_34,PER_F_20_34_MAR,PER_F_20_34_WID,PER_F_20_34_DIV,PER_F_20_34_SEP,PER_F_20_34_UNMAR,POP_F_35_44,PER_F_35_44_MAR,PER_F_35_44_WID,PER_F_35_44_DIV,PER_F_35_44_SEP,PER_F_35_44_UNMAR,POP_F_45_54,PER_F_45_54_MAR,PER_F_45_54_WID,PER_F_45_54_DIV,PER_F_45_54_SEP,PER_F_45_54_UNMAR,POP_F_55_64,PER_F_55_64_MAR,PER_F_55_64_WID,PER_F_55_64_DIV,PER_F_55_64_SEP,PER_F_55_64_UNMAR,POP_F_65_OVER,PER_F_65_OVER_MAR,PER_F_65_OVER_WID,PER_F_65_OVER_DIV,PER_F_65_OVER_SEP,PER_F_65_OVER_UNMAR
14860,310M100US14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",31936,0.4,0.1,0,0.1,99.4,76278,31.5,0.1,2.1,1.1,65.3,66452,71,0.4,7.7,1.3,19.6,70341,73.3,0.7,10.3,1.7,13.9,48683,75.8,2,12.1,1.2,9,50124,70.8,14.4,7.6,1.2,5.9,30193,1.2,0,0.2,0.4,98.2,75337,38.7,0.2,3,1.5,56.6,71089,70.8,0.5,9.8,2.1,16.8,74453,68.1,1.9,15.6,2.7,11.8,52913,64.8,7.2,18.1,1.8,8.1,70413,39.3,41.3,11.7,1.2,6.6
15180,310M100US15180,"Brownsville-Harlingen, TX Metro Area",17813,2,0.1,0.1,0,97.8,37266,41.3,0.1,3.7,2.4,52.6,22792,71.8,0.7,9.2,4.5,13.8,20701,77.4,0.7,9.7,2.9,9.3,16174,77.1,2.6,11,3.2,6.1,18692,76.3,12.6,5.6,2.4,3.3,16758,6.1,0,0.2,0.2,93.5,40394,46.1,0.4,4.7,6.6,42.2,26774,63.7,1.8,11.6,7.8,15,23860,63.8,5.5,13.7,8.7,8.3,18641,60.9,12.8,13.5,5.3,7.4,24216,43.3,39.1,8.5,3,6.2
15260,310M100US15260,"Brunswick, GA Metro Area",3957,0.6,0,0,0,99.4,9236,31.8,0.2,6.6,2.1,59.3,7130,64.1,1.3,18.7,1.9,13.9,7586,68.9,1,18.6,1.9,9.6,6637,77.3,2.6,15,1.6,3.6,6900,74.2,13.6,8.3,1.1,2.9,3831,0.4,0,0,0,99.6,9846,38.8,0.2,4.2,3.9,53,7411,54.7,1.1,23.7,9.9,10.6,8455,63.6,4.1,21.5,4.2,6.6,7500,64.8,8.9,20.8,3.5,1.9,8743,43.4,42.3,11,0.7,2.7
15380,310M100US15380,"Buffalo-Niagara Falls, NY Metro Area",42509,0.5,0.1,0,0,99.4,104460,23.8,0.1,2,0.8,73.4,72942,59.7,0.3,10.9,2.2,26.9,86511,63.5,0.9,15.1,2.6,17.9,66042,70.2,2.4,15.2,2.2,10.1,71980,67.3,16,8.6,1.4,6.7,40623,0.5,0,0,0,99.5,104337,30.2,0.1,3.4,1.9,64.4,75955,61.6,1.1,12.5,5,19.8,91306,61.6,3.2,17,3.8,14.4,71448,60.2,9.1,18.8,2.2,9.6,105610,37.1,45.3,9.7,1.1,6.8
15500,310M100US15500,"Burlington, NC Metro Area",5272,1,0.2,0,0.2,98.7,12902,37.5,0,4.2,2.8,55.4,10333,68.8,0.2,11.1,3.9,16,10359,66.5,0.5,17.5,2.4,13.1,7807,78,2.5,11.8,2.7,5.1,8700,73,13.6,9,1.3,3.1,5397,1.4,0.2,0,0,98.3,14428,37.6,0.1,6.3,5,51,10765,61.3,0.8,14,6,17.9,10757,62.9,3,17.7,6.5,9.8,8987,62.8,8.7,19.8,4,4.7,12538,39,46,10.7,0.9,3.4
15540,310M100US15540,"Burlington-South Burlington, VT Metro Area",8674,0.4,0,0.1,0,99.5,22484,25.2,0,3,0.5,71.3,14482,65.8,0.1,11.6,2.5,20,16339,69.4,0.5,15.1,0.9,14.1,11815,74.9,2.3,15.3,0.4,7.1,9932,72.2,12.5,9.4,1.2,4.7,8672,0.2,0,0,0.4,99.5,22681,30.5,0.1,5.3,1,63,15033,67.7,1,15.1,2.2,14.1,16838,67.7,1.4,18.4,1.8,10.7,12140,67.6,5.5,17.9,1.3,7.8,13651,42.2,41.5,10.5,0.5,5.4
15940,310M100US15940,"Canton-Massillon, OH Metro Area",14942,0.4,0,0,0,99.6,33418,32.9,0.1,4.9,1.4,60.7,26073,61.8,0.6,16.8,2.4,18.3,30581,68.3,0.9,17.5,2.2,11.2,25182,74.4,2.7,16.2,1.3,5.4,26929,71.2,15.3,9.3,0.8,3.4,13891,0.6,0,0.1,0.1,99.2,34402,39.8,0.1,6.1,2.1,51.8,26706,66.1,1.1,16.5,3.4,13,32174,65.8,2.4,19.4,2.7,9.8,26913,64.8,8.4,19.1,1.2,6.5,37263,41.5,43,10.9,0.5,4.1
15980,310M100US15980,"Cape Coral-Fort Myers, FL Metro Area",17903,1.1,0.1,0.1,0.3,98.4,50261,31.4,0.2,4.6,1.1,62.7,37129,60.7,0.4,14.8,3.3,20.9,38508,67.7,1,18.9,1.9,10.5,38940,73.7,2.5,17.3,1.5,5,64464,77.5,11.2,8.5,0.8,2,16880,2.1,0.8,0,0.8,96.2,48087,39.1,0.1,6.8,2.9,51.1,36078,65,0.8,16.7,3.7,13.8,41352,63.6,3.2,21.4,3,8.8,45004,69.4,7.2,17.5,1.4,4.4,71777,54.5,34.2,8.5,0.6,2.1
16020,310M100US16020,"Cape Girardeau-Jackson, MO-IL Metro Area",3672,0.3,0,0,0,99.7,9857,31.8,0,5.9,1.2,61.1,5867,62.9,0.4,18.4,3.5,14.8,6685,71.2,2,14.6,1.8,10.4,5473,77.4,3.7,12.5,0.8,5.6,5872,76,11.4,6.6,1.3,4.6,3888,2.4,0,0,0.2,97.4,9964,39,0.2,7.1,2.4,51.3,5833,65.2,1.5,15.9,3.3,14.2,6878,70.6,4.7,15.4,3,6.5,5528,70.6,7.9,16.6,1.2,3.7,8081,41.3,47.2,8.1,0.5,2.9
16180,310M100US16180,"Carson City, NV Metro Area",1780,0.5,0,0,0,99.5,5506,25.5,0,9.5,3.6,61.4,4078,61.4,1.3,17.8,4.8,14.7,4273,53.8,1.2,26.7,0.3,18,3611,65.3,2.4,21.4,3.4,7.6,3986,69,12.4,15.8,0.5,2.3,1662,0,0,0,0,100,4451,32.1,0,10.1,11.3,46.5,3290,57.9,1.2,23,6.1,11.8,3961,67,3.7,16.2,5.7,7.4,3677,56.8,9.3,27.2,0.7,6.1,4882,38.8,41.3,18,0,2
16220,310M100US16220,"Casper, WY Metro Area",2703,0.4,0,0,0.7,98.9,7691,43,0,4.7,1.7,50.7,4741,65.8,0.4,16,1.2,16.6,5873,68.6,0,20.4,0.9,10.1,4429,65.2,3.2,25.3,0.7,5.6,3933,69.6,14.5,9.7,1.2,5,2385,0.3,0,1,0.5,98.3,7480,51,0.6,9.6,1.8,36.9,4345,65.8,0.9,23.1,2.6,7.7,5771,66.3,3.7,22,1.4,6.5,4213,65.2,7.9,21.3,0.9,4.8,5226,42.1,44.5,12.3,0.1,1
16300,310M100US16300,"Cedar Rapids, IA Metro Area",9251,0.4,0,0,0,99.6,25183,35.2,0,3.6,1.5,59.7,17727,63.8,0.1,13.8,2.9,19.3,18891,70,0.5,16.9,1.1,11.4,14080,72.3,1.7,17.6,1.3,7.1,14422,77.4,12,5.5,0.2,4.9,8928,0.7,0,0.2,0.1,99,24369,45.4,0.3,5.7,1.8,46.8,17348,68.7,0.8,15.9,1.8,12.8,18473,69.7,2.2,20.1,1.6,6.4,14534,69.3,5.9,19.1,1,4.7,19453,44.7,40.9,9.8,0.5,4.2
16580,310M100US16580,"Champaign-Urbana, IL Metro Area",12316,0.4,0,0,0.1,99.5,35161,23.6,0,2.1,0.6,73.6,12744,65,0.5,10.8,3.1,20.6,13649,68.2,0.9,17.3,1.4,12.2,10550,77.9,1.5,12.9,0.7,7,10466,76.5,11.9,7.6,0.5,3.5,11836,1.1,0,0.2,0,98.7,31240,30.7,0.1,3.5,0.8,64.9,12876,63.8,0.6,14.7,3.3,17.6,14486,66.7,2.4,20.3,2.4,8,11088,65.7,7.5,18.1,1.5,7.2,14375,44.7,41.2,10.3,0.1,3.6
16620,310M100US16620,"Charleston, WV Metro Area",9292,1.6,0,0,0,98.4,26058,35.9,0,7.1,1,56,19899,63.6,1,13.8,2.1,19.5,23520,65.4,0.9,17.4,2.9,13.4,20288,72.7,2,18.3,1.1,5.9,20236,71.8,15.6,8.4,0.4,3.8,9092,1.8,0.2,0,0,98.1,27098,46.3,0.6,8.3,3,41.8,20279,66,1.6,17.1,3,12.3,24601,65.1,3.9,20.5,1.6,8.8,21433,65,9.7,16.8,2.1,6.4,27807,39.5,46.5,9.6,0.7,3.8
16700,310M100US16700,"Charleston-North Charleston-Summerville, SC Metro Area",23670,1.3,0,0,0.1,98.6,73709,31.1,0,3.4,1.8,63.6,44070,62.5,0.5,11.3,4.5,21.2,43615,64.5,1.1,15.6,4.2,14.5,34455,70.4,2.4,16.8,3.2,7.3,30550,71.3,12,9.9,2,4.7,22377,1.3,0,0,0.1,98.5,72780,35.9,0.3,4.8,3,56,44992,60.9,1.2,15.6,5.4,16.9,46956,59,3.8,19.6,5.6,12.1,38554,62.1,9.6,17.5,4.4,6.4,40864,39.8,43.6,11.3,1.3,4.1
16740,310M100US16740,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area",58989,0.8,0.1,0,0.1,99.1,173432,35.2,0.1,3.4,1.5,59.8,133922,67.6,0.2,10,4.1,18.2,116667,68.9,1,15.6,3.4,11.1,80798,73.9,2.3,14.2,2.9,6.7,68306,74.8,12.3,8.8,1.6,2.5,57072,1.6,0.1,0,0.1,98.2,181482,40.6,0.2,4.6,2.7,51.8,138417,64.1,1,12.4,5.6,17,122734,63.8,3.3,17.6,4.7,10.6,89976,62.2,9.4,19.1,3.3,6,97465,42.1,42.4,10.9,1.2,3.4
16820,310M100US16820,"Charlottesville, VA Metro Area",8221,0.3,0,0,0,99.7,21541,25.9,0.3,2.5,1.3,69.9,12130,66.4,0.4,10.2,3,19.9,13165,68.8,0.7,13.9,4.1,12.6,10760,76.4,3.1,13.2,1.5,5.7,11267,75,12,6.4,1.1,5.5,8363,0.5,0,0.4,0.2,98.9,22810,29.1,0.1,3.6,2.3,64.9,13250,63.9,1,12.2,3.9,19,14594,63.8,3.2,19.6,2.6,10.8,12209,65.6,7.5,17.4,2.3,7.2,14854,46.8,36.6,13.4,0.3,2.9
16860,310M100US16860,"Chattanooga, TN-GA Metro Area",18038,1,0.1,0.1,0,98.9,49278,36.8,0.1,5.6,1.7,55.9,34685,66.2,0.3,14,3,16.5,37169,67.1,1.4,17.9,2,11.6,31048,73.4,2.8,16.5,1.2,6.2,30708,73.6,12.3,10.5,1.1,2.4,18163,2.4,0.1,0,0.3,97.2,49729,43.2,0.2,8,3.7,44.9,35769,64.6,1.2,16.9,4.3,13,39666,62.9,3.6,21.3,3.2,9,34019,63.2,10.7,19.9,2.5,3.6,43586,40.5,44.8,10.5,0.6,3.7
16940,310M100US16940,"Cheyenne, WY Metro Area",3044,1.9,0,0.1,0,98,9453,37.6,0,8.7,2.1,51.6,6060,64.5,0,18,1.7,15.8,6522,69,1.3,15.2,3.6,11,5355,71.3,2.5,18.6,0.3,7.3,4776,72.3,14.8,9.9,0.2,2.8,2957,4.4,0,0,1.6,94,8869,43.3,0,12.3,4,40.5,5552,69.7,1,19.7,2.3,7.3,6819,65.8,2.6,21.5,2.2,7.9,5519,69.6,6.1,19.2,0.1,5,6003,45.3,38.1,14.2,0.5,1.9
16980,310M100US16980,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area",350916,0.7,0.1,0.1,0.1,99.1,991406,30.4,0.1,2.3,1.1,66.1,669325,65.3,0.4,8.5,2,23.8,664848,67.7,0.8,12.7,2.2,16.6,472137,72.1,2.5,13.4,2,9.9,433304,68.6,14.8,8.8,1.5,6.3,329972,1.2,0.1,0,0.1,98.6,987650,36.7,0.1,3.5,1.9,57.8,685240,64.9,0.9,11,2.9,20.2,697923,63.6,2.9,16.1,3.2,14.2,515527,60.1,9.1,18.8,2.5,9.6,614874,36.7,44.4,11.6,1.1,6.2
17020,310M100US17020,"Chico, CA Metro Area",9256,0.6,0,0,0.1,99.2,25572,26.2,0,2.7,2.1,69,12036,59.6,0.5,14,4.2,21.6,14456,61.9,1.2,19.6,4.3,13,13185,67.7,3.7,16.6,2.6,9.3,14324,72.6,13.4,9.8,1.1,3.1,8936,1.4,0.1,0,0,98.4,23155,33.4,0.7,5.3,1.3,59.3,12003,64.3,1.5,17.9,3.6,12.7,15102,60,3.7,21.3,4.5,10.6,14017,59.1,8,25.6,2.1,5.3,18751,43.7,38.5,14.5,1.4,2
17140,310M100US17140,"Cincinnati-Middletown, OH-KY-IN Metro Area",78805,0.5,0.1,0,0,99.4,204243,32.7,0.1,3.8,1.2,62.1,146590,66.8,0.4,12.6,2.5,17.7,157681,66.5,0.9,16.9,2.4,13.3,113119,73.2,2.2,15.4,2,7.2,105509,72.2,14.7,8.1,1,4.1,74686,1,0,0,0.1,98.9,207239,39.2,0.3,5.6,2.6,52.4,149627,65,0.8,15.1,3.8,15.3,163658,64.8,2.8,18.8,3.1,10.5,121312,63.9,8,19.6,2,6.5,148079,40.6,42.9,10.7,0.6,5.1
17300,310M100US17300,"Clarksville, TN-KY Metro Area",9827,2.5,0,0.1,0.3,97.1,34388,46.3,0,5,2.8,45.9,17590,70.9,0.5,14.2,2.4,12.1,15439,68.8,1.3,18.3,3,8.6,11368,75.3,1.9,16,1.8,5,10875,72.7,13.8,9.3,1.3,2.9,8881,4.4,0,0.1,0.2,95.3,32040,57.7,0.4,8,3.6,30.3,17940,69,0.9,18.1,4.1,7.9,16971,64.8,3.7,20.3,3.9,7.3,12453,63.6,11.1,19,2.4,3.9,14184,42.1,44.1,10.4,0.6,2.8
17420,310M100US17420,"Cleveland, TN Metro Area",3868,1.7,0,0,0,98.3,11089,41.9,0,6.2,2.4,49.4,7945,66.4,0,15.8,2.3,15.5,7829,67.2,0.7,21.2,1.9,9,6707,79.8,2.3,14.2,0.4,3.3,6933,79.8,10.8,7.7,0.1,1.6,3989,3.8,0,0.1,0.2,95.9,10717,47.5,0.2,10.8,3.8,37.7,8309,66.9,1.3,19.7,3.8,8.3,8203,71.9,3.3,20.1,2.1,2.6,7279,70.7,13.9,12.7,0.5,2.3,9063,45.5,41.3,10.7,0.3,2.2
17460,310M100US17460,"Cleveland-Elyria-Mentor, OH Metro Area",75577,0.6,0.1,0,0,99.3,177071,28.4,0,3,0.9,67.6,137277,60,0.2,12.6,2.3,24.9,159453,62.3,0.9,16.5,2.2,18,121639,67.8,2.4,17,2,10.7,126945,67.6,15.4,10,1.3,5.8,72243,0.9,0.1,0,0.1,98.9,183652,33,0.2,4.8,2,60,145278,59.8,0.9,14.5,3.6,21.2,169299,60,2.9,19.2,2.9,14.9,133622,59.5,9,20.2,1.9,9.3,183792,37.1,44.1,12.3,0.8,5.6
17660,310M100US17660,"Coeur d'Alene, ID Metro Area",5087,0.2,0,0,0.2,99.6,11807,43,0,5.9,1.5,49.7,8853,70.2,0.2,16.6,2.3,10.7,9510,71,0.6,20.4,1.9,6.2,8305,76.5,1.2,16,2,4.4,8690,77.3,12.1,9,0.2,1.3,4639,2,0,1,0,96.9,12087,49.6,0.2,10.5,2.4,37.3,8848,67.4,0.6,21.7,1.3,9.1,10254,71.6,2.6,20,1.3,4.5,8892,72.4,5.7,18.6,1,2.3,10185,46.3,33.5,16.8,0.6,2.9
17780,310M100US17780,"College Station-Bryan, TX Metro Area",12643,0.8,0,0,0.2,99.1,39602,22.4,0,1.8,0.4,75.3,11297,68.4,0.5,9.4,2.2,19.4,10758,73.7,0.4,13.4,3.1,9.4,8201,77.4,2.1,14.3,1.4,4.7,8215,75.4,13.5,8.3,0.3,2.6,12607,0.5,0.1,0,0,99.5,34942,27.2,0.3,4.1,2.7,65.8,11638,64.7,0.8,16.1,5.1,13.2,11231,63.4,4.6,19.4,5.5,7.1,8617,68,8.6,14.8,3.2,5.5,10652,45.3,40.5,10.8,1.2,2.2
17820,310M100US17820,"Colorado Springs, CO Metro Area",24788,0.8,0.1,0.1,0.2,98.8,68646,39.7,0,4.9,1.7,53.6,42876,65.7,0.5,13.7,2.6,17.5,46670,69,1.3,15.8,2.9,10.9,32025,74.5,1.6,16.6,1.2,6.1,26376,75.9,12.1,9.6,0.3,2.1,22006,2.4,0.1,0,0.2,97.3,63385,48.3,0.4,6.9,2.7,41.7,43735,70.3,0.9,15.9,2.8,10.1,48938,68,2.5,20.6,2.5,6.4,34284,66.5,6.7,21.5,1.5,3.8,34359,46.3,36.4,14.5,0.5,2.3
17860,310M100US17860,"Columbia, MO Metro Area",7679,0.2,0,0,0,99.8,24437,26.5,0.2,3.8,0.9,68.7,9879,68.4,0.1,11.9,1.3,18.4,10068,70.9,0.3,15.4,2.4,11.1,7565,72.8,1.6,17.9,1.1,6.6,6844,80,9.9,6.6,0.3,3.2,8254,0.6,0,0.1,0.1,99.2,24991,32.3,0.1,2.7,1.6,63.2,10441,65.6,0.9,12.8,3.6,17,10843,66,2.4,18.6,2.8,10.2,8368,64.7,6.4,19.4,2.8,6.7,9183,44.7,40,11.2,0.5,3.6
17900,310M100US17900,"Columbia, SC Metro Area",30111,1.2,0.2,0.1,0.1,98.6,81655,29.8,0.1,3.1,1.7,65.3,49741,62.8,0.4,11,4.7,21.3,51360,65.7,0.7,13.8,5.3,14.5,40202,71.7,2.8,14.3,3.4,7.8,34790,72.4,13.7,7.7,2,4.2,28158,1.4,0,0,0,98.5,81208,34.4,0.3,4.2,3.6,57.4,53125,59.7,1.1,14.2,5.7,19.3,55748,61.3,3.6,17.9,5.5,11.7,44360,60.9,9.5,19.5,2.9,7.2,47876,39.3,45.7,9.9,1.3,3.7
17980,310M100US17980,"Columbus, GA-AL Metro Area",13127,1.1,0.5,0,0.3,98,31952,32.4,0,5.7,2.2,59.7,18179,56.7,0.6,15.1,3.5,24.1,19215,60.7,1.6,17.6,5,15.1,14427,67.2,3.7,17.1,3.6,8.5,13309,69.9,15.3,8.5,2.2,4.1,10545,3,0,0,0.5,96.5,30403,39,0.4,8.2,3,49.3,19750,53.5,2.5,18.2,6.2,19.7,21007,55.5,4.8,24.8,5.2,9.7,16378,56.3,11.4,23,3.9,5.4,20654,33.3,48.1,13.2,2,3.3
18020,310M100US18020,"Columbus, IN Metro Area",2745,0.4,0,0,0,99.6,6945,43.7,0,6.6,1,48.7,5691,69,0.2,17.5,1.8,11.6,5221,74.4,2.2,17,1,5.3,4350,78.5,2,16.9,0,2.6,4325,79.5,10.7,7.7,0,2.2,2511,2.1,0,0,1.4,96.5,6668,49.1,0.4,10.3,3.5,36.7,5228,68.1,0.2,18.5,4.2,8.9,5590,68.5,0.4,21.3,2.2,7.6,4662,69.9,6.3,18.5,1.5,3.7,5905,45.1,40.8,11.7,0,2.4
18140,310M100US18140,"Columbus, OH Metro Area",65146,0.7,0,0.1,0.2,99.1,200181,32.2,0.1,4,1.4,62.4,131604,64.9,0.4,12.5,3,19.2,127209,66.6,1.3,16.3,2.6,13.2,89509,72,2.3,16.9,1.6,7.2,78031,72.1,13.5,9.5,0.9,3.9,61645,0.9,0,0.1,0,98.9,201261,38.5,0.2,4.8,2.2,54.3,130988,63.7,1.1,15.5,3.6,16.1,132299,63.1,2.6,20.1,3,11.2,98252,61,8.1,21.9,2,7,108499,39.5,41.2,14.7,0.6,4.1
18580,310M100US18580,"Corpus Christi, TX Metro Area",16357,0.7,0,0,0,99.3,42608,29.1,0.1,6.1,2.2,62.5,26119,61.4,0.5,16.2,3.4,18.5,30023,64.3,1.5,16.5,3.3,14.4,23436,68.9,3.3,17.5,3.5,6.8,22796,70.9,13.3,10.9,1.4,3.5,15424,2.8,0,0,0.1,97,42788,35.2,0.4,8,4.8,51.6,27078,58.9,1.2,19.8,6,14.2,31053,63.4,3.9,19.6,4.6,8.5,24251,63.1,10.6,19.3,2.9,4.1,29743,43.2,42,10.6,1.1,3.1
18700,310M100US18700,"Corvallis, OR Metro Area",4210,0.2,0,0,0,99.8,12760,18.1,0.2,1.6,1,79.1,4422,68.5,0,9.3,3.7,18.5,5327,72.6,0.9,14,1.7,10.8,4875,77,1.8,14.1,1.3,5.8,4311,75.3,10.9,8.6,0.7,4.6,4428,0.5,0,0,0,99.5,11020,26.1,0.4,3.7,0.6,69.2,4440,68.5,1.3,12,3.4,14.7,5791,69.3,2.9,18.7,0.6,8.5,4829,70.6,4.2,17.5,0.4,7.4,5406,54,31.3,13.4,0.1,1.1
18880,310M100US18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area",6561,1.9,0,0,0,98.1,20972,37.7,0,4.1,1.3,56.9,11861,63.3,0,16,4.1,16.6,14164,68,1.3,19.6,2.8,8.3,9918,71.4,2.7,19.4,2.2,4.3,10827,77.6,11.4,7.7,1.9,1.4,5805,3.2,0,0,0,96.8,18050,50.9,0.1,7.3,2.4,39.3,11879,63.7,2.1,19.8,4.5,10,14027,63.3,4.1,21.9,4.2,6.5,10681,68.3,8.4,18.3,2.5,2.5,13447,48.4,40.8,8.9,0.6,1.3
19060,310M100US19060,"Cumberland, MD-WV Metro Area",4114,0,0,0,0,100,10862,25.3,0,6.2,2.9,65.5,7231,54.3,0.4,15.9,4.1,25.3,7501,59.9,1.1,18.7,3.4,17,6315,72.2,2,15.5,2.9,7.3,7768,69.6,16.2,7.8,0.6,5.7,4092,2.1,0,0,0,97.9,8464,37.1,0.4,9.9,2.3,50.4,6168,62.7,2.6,16.6,4.4,13.8,7072,67.3,5.1,16.7,2.7,8.2,6647,66,10.4,15.7,2.7,5.2,10314,40.4,45.4,8.5,0.5,5.2
19100,310M100US19100,"Dallas-Fort Worth-Arlington, TX Metro Area",228254,1.1,0,0,0.1,98.8,671813,38.2,0.1,3.8,1.8,56.1,473635,68.5,0.3,10.7,2.7,17.7,429104,69.1,1,15.5,2.8,11.6,277453,74.8,2.3,14.7,2.2,6.1,221600,73.1,12.8,9.6,1.2,3.3,216507,2.5,0.1,0.1,0.1,97.3,677555,45.6,0.3,5.8,3.4,45,477937,66,1,14.6,4.6,13.7,436376,63.9,3.2,19.5,4.1,9.3,301182,61.5,8.9,21.5,2.6,5.5,300694,39.6,42.1,14.6,1,2.9
19140,310M100US19140,"Dalton, GA Metro Area",5464,1.2,0.1,0,0,98.7,14335,41.4,0.5,6.7,1.5,49.9,10335,63.9,0.5,17.2,3.6,14.7,9293,65.1,1.1,22.4,3.9,7.5,6919,76.8,3.9,15.8,0.8,2.7,6304,77,11.3,8.7,1.1,1.9,4748,3.8,0,0.3,0,95.9,13886,51.3,0.9,9.3,4.9,33.6,10172,69.6,0.5,19.2,2.4,8.3,9440,64.2,3.3,20.7,3.3,8.5,7333,66.2,10.9,16.8,3.3,2.9,8291,39.3,46.3,11.9,0,2.5
19180,310M100US19180,"Danville, IL Metro Area",3130,0.1,0,0,0,99.9,7470,31.5,0,4.2,1.8,62.5,4827,54.4,0.4,21.7,3.4,20.2,5819,63.8,1,19.2,2.4,13.6,4989,75.2,3.8,14.2,0.6,6.1,5603,70,15.1,10.9,0.6,3.3,2905,2.7,0,0,0,97.3,7061,35,0.2,8.3,2.3,54.2,4884,57.7,1.5,19.9,2.8,18,6049,61.2,2.8,21.1,3.4,11.4,5165,66.4,8,19.7,0.8,5,7512,39,46,12.1,0.3,2.6
19260,310M100US19260,"Danville, VA Metro Area",3520,1.2,0,0,0,98.8,8328,32,0,4.2,6.1,57.7,6621,62.1,1,11,5.3,20.6,8183,62.8,1.2,17,5.4,13.6,7139,73.1,4.1,13.6,4.5,4.7,7612,70,13.5,8.8,3.1,4.6,3449,0.3,0,0,0,99.7,8682,40.8,0.3,5.3,5,48.5,6997,56.3,1.2,15,8.5,19,8692,60.6,4.2,17,7.5,10.6,7697,63.4,10.6,14.9,3.9,7.2,11125,38.6,46.6,9,1.7,4.1
19340,310M100US19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",13308,0.2,0,0,0,99.8,34817,34.2,0,5.2,0.9,59.7,23899,61.5,0.2,15.1,1.9,21.3,28208,63.5,1,19.1,2,14.4,23013,75.1,1.9,14.9,1.3,6.8,23617,73.7,14.3,7.2,0.8,4.1,12544,1.2,0,0,0,98.8,34864,39.5,0.5,7.6,2.7,49.7,24034,66.2,0.9,17,2.3,13.7,28686,68.1,3.3,18.8,1.7,8.1,23860,67.8,7.5,17.8,1.3,5.6,31953,43.2,43.1,9.8,0.3,3.6
19380,310M100US19380,"Dayton, OH Metro Area",31342,0.7,0,0.1,0.1,99.1,80117,32.3,0.1,4.9,1.9,60.8,53186,61.6,0.6,14.8,3,20,61038,65.7,0.9,18.8,2.2,12.4,48896,71.6,2.8,15.9,1.6,8,51277,71.2,15,9.2,0.9,3.7,30281,1,0,0,0.1,98.9,81898,36.8,0.2,5.6,2.8,54.6,55136,61.7,1,17.4,4.3,15.5,64821,61.9,3.1,21.6,2.9,10.5,53852,62.5,9.1,20.1,1.8,6.5,70842,40,42.3,13.1,0.5,4
19460,310M100US19460,"Decatur, AL Metro Area",5299,0.3,0.2,0,0,99.4,14162,42,0.2,4.8,2.2,50.8,10771,68.1,0.2,15.5,2.4,13.9,11309,72.7,1,16.1,2.1,8.1,8838,77.1,2.8,12.9,2.4,4.8,8898,76.4,11.4,9.8,0.8,1.7,5088,2,0.3,0,0.1,97.7,13420,49.7,0.1,10.7,2.7,36.8,11049,69.1,0.5,17,4.3,9,11371,72.6,4,14.5,3.4,5.4,9757,68.2,9.8,16.7,1.7,3.6,11940,43,44.3,11.1,0.2,1.4
19500,310M100US19500,"Decatur, IL Metro Area",3926,0.7,0,0,0,99.3,9625,34.9,0.7,4.7,1.2,58.5,6372,62.6,0.4,14.7,1.2,21.1,8252,65.5,1.1,20.1,2.3,10.9,6897,73.6,2.1,15,0.7,8.6,7461,70.4,16.3,8.9,1.3,3.1,4030,1.2,0,0.3,0,98.5,10222,37.3,0.8,7.3,1.7,52.9,6809,59.5,0.5,14.5,3,22.4,8598,62.9,3.7,20.9,2.3,10.2,7284,66.1,6.2,19,1.2,7.4,10405,45.7,40.7,8.8,1.9,2.9
