GEO_ID_2,GEO_ID,MSA,HH_TOT,HH_INC1,HH_INC2,HH_INC3,HH_INC4,HH_INC5,HH_INC6,HH_INC7,HH_INC8,HH_INC9,HH_INC10,HH_INC11,HH_INC12,HH_INC13,HH_INC14,HH_INC15,HH_INC16
28700,310M100US28700,"Kingsport-Bristol-Bristol, TN-VA Metro Area",130522,13253,10909,10058,9348,8530,8192,7813,6865,6161,11007,12571,12037,6074,2980,2428,2296
28740,310M100US28740,"Kingston, NY Metro Area",70691,3600,3331,3748,3483,3318,3320,2872,3761,3065,6302,7764,9771,6452,3845,3423,2636
28940,310M100US28940,"Knoxville, TN Metro Area",283776,25147,16324,17368,17143,17331,16396,15332,13558,14096,24772,28604,32407,18279,9701,8570,8748
29020,310M100US29020,"Kokomo, IN Metro Area",40981,2949,2439,2305,2634,2770,2564,2123,2269,1843,3790,4084,5412,2867,1340,901,691
29100,310M100US29100,"La Crosse, WI-MN Metro Area",53271,3373,3585,3344,3309,2684,2610,2625,2958,2363,5217,5887,7284,4004,1486,1414,1128
29140,310M100US29140,"Lafayette, IN Metro Area",75684,7715,4527,5269,5175,4208,4330,3677,4160,3220,6064,7776,8939,4821,2168,2174,1461
29180,310M100US29180,"Lafayette, LA Metro Area",102741,10008,6219,6522,6249,5459,5955,5098,4786,4307,7913,9976,11149,7676,3639,3958,3827
29340,310M100US29340,"Lake Charles, LA Metro Area",74264,6676,4660,5355,4641,4679,4427,3957,3098,2904,5947,7420,8690,5308,2532,1930,2040
29420,310M100US29420,"Lake Havasu City-Kingman, AZ Metro Area",80361,5986,5748,5278,5737,6350,5672,5627,5269,4167,7339,7989,7486,3408,1616,1314,1375
29460,310M100US29460,"Lakeland-Winter Haven, FL Metro Area",223689,15815,13675,14857,15193,14241,13873,13980,12889,11088,20360,24500,26499,12389,5969,4220,4141
29540,310M100US29540,"Lancaster, PA Metro Area",191474,9265,9279,9256,9044,9499,10379,9891,10099,9457,19146,23929,27087,15679,7788,6185,5491
29620,310M100US29620,"Lansing-East Lansing, MI Metro Area",180402,16409,9493,8738,9772,8859,9272,9395,9126,8471,16053,20313,23019,13860,7624,5830,4168
29700,310M100US29700,"Laredo, TX Metro Area",64714,7288,5677,5369,4206,4167,4180,3865,3210,3011,4708,5425,6192,3067,1891,1401,1057
29740,310M100US29740,"Las Cruces, NM Metro Area",71748,7426,6468,6286,5782,4311,4438,3738,3373,3326,5219,6362,6594,3891,1945,1522,1067
29820,310M100US29820,"Las Vegas-Paradise, NV Metro Area",695701,38844,25515,29554,34483,36074,37613,34844,36577,31314,64876,82602,96473,57665,33650,31186,24431
29940,310M100US29940,"Lawrence, KS Metro Area",42943,4588,2525,2608,2696,2130,2331,2171,2069,1947,3298,4247,4890,3009,1549,1582,1303
30020,310M100US30020,"Lawton, OK Metro Area",43757,3975,2572,2741,2874,2508,2742,2669,2275,1972,4522,5206,5001,2216,1025,866,593
30140,310M100US30140,"Lebanon, PA Metro Area",51543,2618,2777,2374,2785,2959,2721,2596,3152,2438,5369,5869,7560,3977,1923,1362,1063
30300,310M100US30300,"Lewiston, ID-WA Metro Area",25140,1826,1601,1878,1638,1604,1700,1469,1304,1139,2405,2874,2974,1271,612,371,474
30340,310M100US30340,"Lewiston-Auburn, ME Metro Area",44040,3315,2932,2958,2799,2706,2770,2360,2365,2340,3600,5423,5324,2678,1028,856,586
30460,310M100US30460,"Lexington-Fayette, KY Metro Area",188309,16316,11540,10758,10553,10709,10099,8786,9634,7980,15665,19035,22584,14217,7768,6742,5923
30620,310M100US30620,"Lima, OH Metro Area",40719,3520,2718,2843,2614,2225,2722,2172,2164,1818,3654,4734,4457,2627,1101,805,545
30700,310M100US30700,"Lincoln, NE Metro Area",118327,8252,6386,6060,6849,6782,6932,5761,5203,5531,11194,13225,16078,9028,4638,3445,2963
30780,310M100US30780,"Little Rock-North Little Rock-Conway, AR Metro Area",270040,21756,16047,15516,15907,15229,16292,15135,14362,12890,22785,28767,32272,17931,9535,8308,7308
30860,310M100US30860,"Logan, UT-ID Metro Area",37900,1889,1712,2530,2394,2576,2423,2311,2248,2284,3373,4531,4653,2263,1130,823,760
30980,310M100US30980,"Longview, TX Metro Area",77643,6197,5555,4570,4893,4874,4197,4609,4573,3547,6494,8382,8764,4884,2577,1658,1869
31020,310M100US31020,"Longview, WA Metro Area",39441,2782,2933,2409,2016,2317,2512,2146,2236,2131,3550,4123,4776,2519,1506,968,517
31100,310M100US31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",4202392,238032,218284,203606,204510,196773,192276,182636,186242,163714,318450,420193,520026,374548,237341,261555,284206
31140,310M100US31140,"Louisville/Jefferson County, KY-IN Metro Area",501115,38928,29402,26628,30151,28538,28472,27830,28284,22351,42772,53691,60723,35698,18560,15213,13874
31180,310M100US31180,"Lubbock, TX Metro Area",104314,10394,7120,7111,6199,6067,6568,5748,5911,4903,8697,9575,11084,6082,3253,2618,2984
31340,310M100US31340,"Lynchburg, VA Metro Area",98494,8809,5889,6073,6292,5851,5784,5642,5363,4461,8417,11326,11302,6082,3066,2110,2027
31420,310M100US31420,"Macon, GA Metro Area",84407,9633,5764,6121,6199,4705,5023,4243,3673,3270,7065,7587,8652,5495,2739,2162,2076
31460,310M100US31460,"Madera-Chowchilla, CA Metro Area",42089,2250,2925,2291,2712,2770,2750,2567,2393,1877,3829,4125,4252,3352,1685,1057,1254
31540,310M100US31540,"Madison, WI Metro Area",229033,13877,8179,9341,10840,10421,11892,10460,10136,9451,20527,25972,35206,21822,11411,10451,9047
31700,310M100US31700,"Manchester-Nashua, NH Metro Area",153120,6232,5335,6141,5747,5846,5857,6341,5998,6327,12122,16945,24096,16638,10815,10735,7945
31740,310M100US31740,"Manhattan, KS Metro Area",43981,4826,2332,2677,2534,2583,2583,2845,2366,2162,4070,4895,4586,2376,1276,1082,788
31860,310M100US31860,"Mankato-North Mankato, MN Metro Area",36039,2433,2035,1798,1782,1808,2049,1825,2147,1744,3328,4630,5091,2583,1166,942,678
31900,310M100US31900,"Mansfield, OH Metro Area",48557,3172,2728,3115,3742,3190,3392,3097,3018,2077,4336,5273,5729,3110,1266,805,507
32580,310M100US32580,"McAllen-Edinburg-Mission, TX Metro Area",205971,31283,20311,17093,15130,13622,13088,11499,9552,8200,14562,15365,16522,8538,4106,3856,3244
32780,310M100US32780,"Medford, OR Metro Area",83333,6349,5364,5030,5497,5795,4897,5052,4427,3790,7341,8831,10149,4322,2701,1966,1822
32820,310M100US32820,"Memphis, TN-MS-AR Metro Area",476388,42959,29858,28850,26906,27135,27921,25178,24279,20466,38076,48101,53657,32895,17739,16730,15638
32900,310M100US32900,"Merced, CA Metro Area",73586,5570,5514,5135,5393,4713,4206,3402,3587,3560,6356,7476,7966,4775,2201,1946,1786
33100,310M100US33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",2019604,161437,118409,115985,117700,111754,112300,102383,103574,86292,161753,197111,224532,144949,84250,82854,94321
33140,310M100US33140,"Michigan City-La Porte, IN Metro Area",42090,2747,2299,2757,2705,2679,2708,2333,2391,1968,3579,5162,5100,2703,1263,1044,652
33260,310M100US33260,"Midland, TX Metro Area",49122,3069,2437,2443,2477,2857,2655,2223,2124,2131,3897,5604,5585,3835,2232,2292,3261
33340,310M100US33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",615847,39731,33387,33400,32859,32393,32607,30006,29273,26983,50932,64429,81291,53046,29000,24332,22178
33460,310M100US33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",1264311,63673,47711,48430,48844,52319,54157,52673,58115,50479,104132,142124,191844,131999,75927,74607,67277
33540,310M100US33540,"Missoula, MT Metro Area",44172,4714,3149,2763,2818,2594,2537,2130,2466,1764,3883,4110,4778,2864,1470,1123,1009
33660,310M100US33660,"Mobile, AL Metro Area",153302,17971,11183,10280,8965,9294,9230,8064,7624,7102,13576,14347,16139,8515,4229,3409,3374
33700,310M100US33700,"Modesto, CA Metro Area",163841,9373,10013,9954,9895,8790,8129,8281,7868,7829,14513,17206,20872,12845,7642,6116,4515
33740,310M100US33740,"Monroe, LA Metro Area",64501,8152,5330,4063,3671,4143,3778,3276,3327,2732,5307,5506,6175,3897,1988,1767,1389
33780,310M100US33780,"Monroe, MI Metro Area",58298,3235,2609,2816,2923,2977,3141,2940,3005,2379,5311,6676,8973,5391,2993,1878,1051
33860,310M100US33860,"Montgomery, AL Metro Area",140457,12024,9643,7681,8193,8012,7846,7615,7484,5966,11484,13627,17749,9820,5336,4611,3366
34060,310M100US34060,"Morgantown, WV Metro Area",47923,6701,3425,3406,3047,2535,2704,2246,2161,2074,3727,4352,5379,2500,1313,1141,1212
34100,310M100US34100,"Morristown, TN Metro Area",52671,5503,4485,4095,3875,3321,3579,2792,2942,2548,4581,5432,4739,2325,899,731,824
34580,310M100US34580,"Mount Vernon-Anacortes, WA Metro Area",45253,2614,2118,1971,2331,2358,2754,2005,2241,1817,4860,5579,6427,3579,1980,1466,1153
34620,310M100US34620,"Muncie, IN Metro Area",46212,4937,3780,3142,3166,3100,3322,2698,2488,1877,4085,4566,4243,2300,1109,714,685
34740,310M100US34740,"Muskegon-Norton Shores, MI Metro Area",65778,5802,4977,4613,4415,4067,4464,4012,3689,3211,6119,6709,7250,3344,1347,1121,638
34820,310M100US34820,"Myrtle Beach-North Myrtle Beach-Conway, SC Metro Area",112057,8097,7333,7478,7403,7488,7865,6295,6586,6124,9367,11808,12394,5519,3336,2563,2401
34900,310M100US34900,"Napa, CA Metro Area",49179,1861,2285,2018,1942,1727,2179,2453,2083,1620,3409,5237,6429,5349,2980,3641,3966
34940,310M100US34940,"Naples-Marco Island, FL Metro Area",119517,6165,4664,4743,6114,5884,6794,5472,6202,5783,9613,12212,14983,9364,5930,5914,9680
34980,310M100US34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",597128,41673,30931,29252,30130,31436,34181,30643,32022,28758,52022,66251,74981,44610,23687,22654,23897
35300,310M100US35300,"New Haven-Milford, CT Metro Area",330785,21509,15608,15512,15614,15187,14578,13237,14545,11845,25048,32864,43808,32990,20865,19837,17738
35380,310M100US35380,"New Orleans-Metairie-Kenner, LA Metro Area",416300,35596,25780,24669,23742,23659,22091,20849,20601,19188,32052,40697,48437,30543,17625,15307,15464
35620,310M100US35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",6809482,504574,318996,300136,293719,278467,283217,260218,269660,237581,479086,627784,835516,635787,414610,487176,582955
35660,310M100US35660,"Niles-Benton Harbor, MI Metro Area",62612,5835,4129,4377,4257,3900,3779,3441,3298,2654,5299,5879,6988,3498,2023,1804,1451
35840,310M100US35840,"North Port-Bradenton-Sarasota, FL Metro Area",300209,16982,17739,16732,17833,18474,17725,16912,16688,14785,26231,30584,34755,21257,10626,10854,12032
35980,310M100US35980,"Norwich-New London, CT Metro Area",106590,4198,4031,3911,3978,3804,4746,4836,5603,4404,9155,12060,15698,10883,7160,6681,5442
36100,310M100US36100,"Ocala, FL Metro Area",133966,10258,9685,8607,9772,9629,9616,8855,8155,7481,12411,13662,12664,6003,2382,2250,2536
36140,310M100US36140,"Ocean City, NJ Metro Area",45420,2568,2278,2031,2392,2500,2338,2067,2235,2068,3971,4389,6424,3789,2389,2249,1732
36220,310M100US36220,"Odessa, TX Metro Area",47653,3983,3264,3368,2569,3044,2371,2335,2511,2045,4247,5272,5403,3104,1560,1179,1398
36260,310M100US36260,"Ogden-Clearfield, UT Metro Area",170977,7773,5339,5900,6678,7056,7737,9024,8948,8213,17451,22604,26935,16120,9279,7222,4698
36420,310M100US36420,"Oklahoma City, OK Metro Area",471209,36161,26411,28265,29413,27498,28279,26120,24848,21438,41303,49205,52983,32646,17558,15140,13941
36500,310M100US36500,"Olympia, WA Metro Area",98491,5626,3817,4230,4123,4255,4781,5182,4032,4141,8132,12349,15004,9550,5908,4564,2797
36540,310M100US36540,"Omaha-Council Bluffs, NE-IA Metro Area",327950,18985,16125,14630,17242,17303,17356,16247,16084,14343,27717,37940,46017,29361,15197,12702,10701
36740,310M100US36740,"Orlando-Kissimmee-Sanford, FL Metro Area",768754,44748,37710,39137,44482,45743,46620,43255,42596,35247,70837,84930,91959,56208,30571,28703,26008
36780,310M100US36780,"Oshkosh-Neenah, WI Metro Area",66694,3359,3486,3798,4092,3691,3876,3588,3746,3004,6254,8465,9204,4679,2160,1683,1609
36980,310M100US36980,"Owensboro, KY Metro Area",44614,4017,3130,2958,3127,2733,2468,2508,2381,2454,4130,4527,5261,2151,1288,910,571
37100,310M100US37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",264305,9002,9452,9353,9960,9740,9669,9078,11200,8774,19162,26130,37267,30705,19782,22779,22252
37340,310M100US37340,"Palm Bay-Melbourne-Titusville, FL Metro Area",220871,13333,11596,12296,13342,13002,12123,12427,12570,10694,19838,22984,27490,16490,8522,7527,6637
37380,310M100US37380,"Palm Coast, FL Metro Area",36182,2091,1586,2148,2295,2183,2043,2377,2148,1994,3664,4327,4523,2268,1002,707,826
37460,310M100US37460,"Panama City-Lynn Haven-Panama City Beach, FL Metro Area",68807,4141,3801,4197,3525,4071,4650,3869,3949,3602,6395,8188,8206,4578,2398,1831,1406
37620,310M100US37620,"Parkersburg-Marietta-Vienna, WV-OH Metro Area",66550,6283,4977,4540,4534,3939,4016,3826,3242,3209,6450,7019,6886,3837,1593,1150,1049
37700,310M100US37700,"Pascagoula, MS Metro Area",56995,4660,3400,3171,3277,2988,3684,2949,3050,2410,5646,6444,7052,3935,1737,1565,1027
37860,310M100US37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",168173,12859,9414,10183,10033,9873,9646,9731,8412,8495,14543,18087,21679,10690,5467,4804,4257
37900,310M100US37900,"Peoria, IL Metro Area",150501,9467,7189,8045,8449,8066,8025,7538,7694,7078,12974,17192,20652,12275,6067,5003,4787
37980,310M100US37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",2216763,160046,104999,99997,97530,97949,100183,91642,95540,84610,171759,216452,292151,208730,129913,137845,127417
38060,310M100US38060,"Phoenix-Mesa-Glendale, AZ Metro Area",1500828,91540,65774,68726,77335,77085,79885,77382,78565,67743,127568,166626,196673,126390,72667,65389,61480
38220,310M100US38220,"Pine Bluff, AR Metro Area",35414,4484,3244,2717,2195,2392,2227,2172,1869,1507,2502,2982,3473,1833,935,540,342
38300,310M100US38300,"Pittsburgh, PA Metro Area",985385,73896,62915,62790,61652,55913,55459,49561,48612,43275,82540,102631,116876,69407,36662,32780,30416
38340,310M100US38340,"Pittsfield, MA Metro Area",55623,4291,3857,3241,3157,2787,3272,2587,2995,2144,4617,6249,6886,3950,1969,1928,1693
38540,310M100US38540,"Pocatello, ID Metro Area",32458,2246,2274,2071,2181,1994,2241,1718,1706,1508,3089,3684,3970,1914,814,522,526
38860,310M100US38860,"Portland-South Portland-Biddeford, ME Metro Area",211636,12527,10568,9866,10891,10098,10045,10596,10087,10078,18933,25387,30350,17113,9788,8591,6718
38900,310M100US38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",850849,50312,39170,38827,41561,41754,43223,40674,41612,39258,74020,95285,115417,74321,42215,38961,34239
38940,310M100US38940,"Port St. Lucie, FL Metro Area",162306,9908,7973,9257,9602,9744,11042,9896,9638,7949,13703,17002,18162,11151,6136,5348,5795
39100,310M100US39100,"Poughkeepsie-Newburgh-Middletown, NY Metro Area",231331,10311,9261,8225,9108,9401,9454,8699,8677,8005,18391,24359,34738,26690,17219,16826,11967
39140,310M100US39140,"Prescott, AZ Metro Area",89109,6616,5733,5166,5862,5745,5656,5622,6090,4579,7750,8926,9497,5153,2417,2190,2107
39300,310M100US39300,"Providence-New Bedford-Fall River, RI-MA Metro Area",621094,46688,38168,32672,31484,27014,29428,26719,27725,24048,49416,61412,84450,55890,32955,30072,22953
39340,310M100US39340,"Provo-Orem, UT Metro Area",138665,6084,5606,5977,6529,6447,7322,7369,7636,6479,13874,17471,20248,12131,6380,5042,4070
39380,310M100US39380,"Pueblo, CO Metro Area",61418,6198,4597,4233,4248,4074,3839,3036,3373,2894,5225,6013,6841,3283,1550,961,1053
39460,310M100US39460,"Punta Gorda, FL Metro Area",71991,4544,3975,4182,4821,4618,4719,4653,4456,4136,7582,7683,7571,4079,1657,1788,1527
39540,310M100US39540,"Racine, WI Metro Area",75546,4495,3364,4069,4515,4124,4332,3706,3277,3180,6979,8992,10368,6400,3080,2715,1950
39580,310M100US39580,"Raleigh-Cary, NC Metro Area",407344,20449,17577,17467,19736,17665,21668,18846,19239,18122,32818,42291,54873,38139,24868,23118,20468
39660,310M100US39660,"Rapid City, SD Metro Area",49653,3277,2690,2403,3104,3208,3609,2909,2792,2728,4873,5297,6100,3213,1223,942,1285
39740,310M100US39740,"Reading, PA Metro Area",153307,8269,7599,8371,8227,8580,8851,7568,8142,6126,13694,18778,20961,12359,6510,5562,3710
39820,310M100US39820,"Redding, CA Metro Area",69100,5235,5828,3675,4786,3736,4249,3932,3991,2718,5796,7467,7825,3673,2202,2270,1717
39900,310M100US39900,"Reno-Sparks, NV Metro Area",162623,9261,7217,8560,7701,7691,9413,7927,7601,7044,14497,17720,21680,14889,8417,6372,6633
40060,310M100US40060,"Richmond, VA Metro Area",471958,27351,21035,19838,21947,21550,23921,23185,24673,20965,40564,51314,65391,41394,24607,23816,20407
40140,310M100US40140,"Riverside-San Bernardino-Ontario, CA Metro Area",1263031,62909,63607,60976,65953,62793,64487,59777,59343,54805,105872,136681,172868,115332,66415,64777,46436
40220,310M100US40220,"Roanoke, VA Metro Area",128818,9217,7315,7138,6878,7851,8229,6581,7244,6687,11245,13988,16726,8275,4481,3706,3257
40340,310M100US40340,"Rochester, MN Metro Area",72166,2921,2847,3301,2978,2758,3601,3200,3628,2959,6311,8708,10849,7405,3777,3651,3272
40380,310M100US40380,"Rochester, NY Metro Area",410637,30519,20579,21675,22716,22131,22767,19998,19694,17976,35770,45804,53928,33442,17293,14966,11379
40420,310M100US40420,"Rockford, IL Metro Area",130374,10343,6795,7881,7371,7093,7474,6713,6762,5601,10828,15041,16767,9714,5138,3423,3430
40580,310M100US40580,"Rocky Mount, NC Metro Area",59363,6657,4887,3828,3913,2947,4060,3352,3283,2979,5055,5439,6049,3041,1712,1098,1063
40660,310M100US40660,"Rome, GA Metro Area",34977,3276,2931,2324,2384,2115,2188,1912,1929,1665,3159,3017,3755,1785,986,728,823
40900,310M100US40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",775432,36857,37844,34794,35983,35838,38233,35769,35334,31094,63928,82060,106114,74551,45446,46082,35505
40980,310M100US40980,"Saginaw-Saginaw Township North, MI Metro Area",76764,7568,5168,4751,5022,4713,4310,4296,4278,3533,6709,7866,8466,4814,2327,1708,1235
41060,310M100US41060,"St. Cloud, MN Metro Area",71351,4480,3891,3546,3948,3574,4172,3970,3639,3329,6637,8817,10521,5008,2326,1836,1657
41100,310M100US41100,"St. George, UT Metro Area",45895,2178,2004,2209,2736,2483,2941,2911,2622,2830,5734,5282,5669,2514,1656,1062,1064
41140,310M100US41140,"St. Joseph, MO-KS Metro Area",47630,3806,2894,2902,3393,2903,2944,2731,2843,2524,4619,5167,5320,2769,1295,916,604
41180,310M100US41180,"St. Louis, MO-IL Metro Area",1106719,76751,55955,57782,59816,58002,55701,53977,55453,45899,95390,117803,146225,92300,50415,45970,39280
41420,310M100US41420,"Salem, OR Metro Area",140463,9099,7591,8115,9177,8162,9041,7915,8195,6826,12928,15474,17257,9879,4414,3628,2762
41500,310M100US41500,"Salinas, CA Metro Area",124963,5209,5670,6153,6022,6201,5839,5205,6342,5642,10874,13291,16927,11576,6890,6497,6625
41540,310M100US41540,"Salisbury, MD Metro Area",44629,3168,2544,2283,2732,2617,2223,2800,2567,1882,3921,4841,5697,3223,1593,1339,1199
41620,310M100US41620,"Salt Lake City, UT Metro Area",366393,17411,14936,14947,15969,17493,17743,17911,19095,17648,34424,43461,53350,34151,18560,15580,13714
41660,310M100US41660,"San Angelo, TX Metro Area",42084,3029,2827,3293,3241,2889,2579,2520,2289,1587,3532,4039,4617,2512,1413,802,915
41700,310M100US41700,"San Antonio-New Braunfels, TX Metro Area",726502,60206,39955,38037,42630,41605,39934,36756,37364,31591,62220,74536,89530,53843,29057,26060,23178
41740,310M100US41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",1061789,52540,47066,44108,47194,45811,48881,47457,47661,43587,81927,106242,146620,99639,66216,70873,65967
41780,310M100US41780,"Sandusky, OH Metro Area",31855,2278,2173,1756,1735,1693,1696,2138,2082,1352,2385,3264,4028,2457,1262,890,666
41860,310M100US41860,"San Francisco-Oakland-Fremont, CA Metro Area",1594554,77821,69992,58793,58171,57136,56151,52514,57900,52709,105061,144648,201981,167676,113768,144163,176070
41940,310M100US41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",613559,25034,18862,19127,20447,18782,18450,19118,20925,17112,36504,53478,79195,68331,50760,66232,81202
42020,310M100US42020,"San Luis Obispo-Paso Robles, CA Metro Area",102434,6015,5626,4709,5536,4769,5038,4544,4675,4240,7897,11281,13388,8896,5273,5751,4796
42060,310M100US42060,"Santa Barbara-Santa Maria-Goleta, CA Metro Area",141793,7181,6690,6677,6598,6150,6759,6541,6293,6538,11384,15359,16912,12527,8774,8578,8832
42100,310M100US42100,"Santa Cruz-Watsonville, CA Metro Area",93802,5025,4813,3774,4385,3498,4280,3511,3817,3529,7074,8665,12562,9086,5921,6533,7329
42140,310M100US42140,"Santa Fe, NM Metro Area",60144,4503,3178,3187,3699,3013,2916,2758,3001,2291,5152,5880,7330,4826,2851,2650,2909
42220,310M100US42220,"Santa Rosa-Petaluma, CA Metro Area",184033,8152,7891,7938,8679,7818,8590,7726,8847,7038,14186,19793,25851,18318,11534,11215,10457
42340,310M100US42340,"Savannah, GA Metro Area",128396,11345,7106,6915,7933,7096,7315,6384,6593,5636,11288,12884,15486,9465,4817,4615,3518
42540,310M100US42540,"Scranton--Wilkes-Barre, PA Metro Area",228196,18028,16651,16254,15558,14496,13908,11917,11617,10269,20319,23161,25843,14206,6758,4665,4546
42660,310M100US42660,"Seattle-Tacoma-Bellevue, WA Metro Area",1341462,72129,48058,48062,54324,53947,59766,56930,61262,54873,106529,145912,194306,141111,83515,84902,75836
42680,310M100US42680,"Sebastian-Vero Beach, FL Metro Area",57560,3112,3508,3833,3946,3745,3293,2788,3171,2842,5041,6038,5628,3794,1944,1916,2961
43100,310M100US43100,"Sheboygan, WI Metro Area",46572,2006,2602,2403,2475,2703,2648,2668,2951,2246,4112,5933,6765,3688,1562,1118,692
43300,310M100US43300,"Sherman-Denison, TX Metro Area",45545,3067,3085,2399,2908,2693,2485,2879,2379,2188,3908,4999,5910,3057,1368,1329,891
43340,310M100US43340,"Shreveport-Bossier City, LA Metro Area",150600,14809,11742,10986,10168,9537,8632,7604,7882,5973,12007,13302,16179,9000,4667,4260,3852
43580,310M100US43580,"Sioux City, IA-NE-SD Metro Area",54208,3566,3493,3310,3308,3300,3246,3281,3307,2815,4850,6495,6145,3232,1564,1407,889
43620,310M100US43620,"Sioux Falls, SD Metro Area",86818,4408,3889,3797,4664,4439,5108,4639,4681,4330,7860,11368,13165,6458,2745,2565,2702
43780,310M100US43780,"South Bend-Mishawaka, IN-MI Metro Area",120741,8842,7079,8000,8129,7429,7757,6536,6957,5893,10103,12775,13977,7828,3687,3115,2634
43900,310M100US43900,"Spartanburg, SC Metro Area",106397,9314,7798,7641,6514,6787,6404,5572,5648,4597,9455,10990,11578,6448,3043,2749,1859
44060,310M100US44060,"Spokane, WA Metro Area",184590,14217,10049,11135,10854,10756,10953,10084,10205,9016,16371,20086,23049,11667,6316,4831,5001
44100,310M100US44100,"Springfield, IL Metro Area",87024,5773,4614,4537,4738,4741,4931,4078,4220,3786,7456,9734,11974,6766,4274,3038,2364
44140,310M100US44140,"Springfield, MA Metro Area",266784,23029,18271,15767,13746,12406,13309,11956,12336,10897,20877,26672,36577,22542,11661,9420,7318
44180,310M100US44180,"Springfield, MO Metro Area",172468,14044,11356,11856,11560,11532,11130,10072,10200,9454,14980,18347,17835,8930,4347,3730,3095
44220,310M100US44220,"Springfield, OH Metro Area",55145,4444,3688,3259,3809,3476,3061,3155,3249,2638,5313,6219,6248,3096,1573,1170,747
44300,310M100US44300,"State College, PA Metro Area",54971,5532,2974,3357,3005,3185,2742,2853,2840,2406,4660,5388,6444,4221,2060,1561,1743
44600,310M100US44600,"Steubenville-Weirton, OH-WV Metro Area",52250,4885,3945,4151,4114,3466,3482,3385,2725,2579,4224,4814,5225,2812,1169,709,565
44700,310M100US44700,"Stockton, CA Metro Area",212905,11106,12484,11166,10719,9841,12074,11092,9956,9984,17694,22200,27695,18717,10572,10242,7363
44940,310M100US44940,"Sumter, SC Metro Area",38856,4221,2562,2605,3326,2444,2419,2233,2099,2128,3315,3902,3977,1750,848,620,407
45060,310M100US45060,"Syracuse, NY Metro Area",256142,19982,14781,14380,13792,14352,13942,13696,12564,10752,21564,27615,31524,21214,10458,8868,6658
45220,310M100US45220,"Tallahassee, FL Metro Area",141390,18010,7946,7744,8307,7534,7689,7634,7046,5487,11465,12734,16764,9502,5384,4682,3462
45300,310M100US45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",1123163,76983,64474,68069,71792,68401,67677,64360,63927,51989,98051,112637,127787,74888,39787,37252,35089
45460,310M100US45460,"Terre Haute, IN Metro Area",65424,5951,5112,4320,4561,4486,4185,3724,3372,2943,5376,6950,7183,3537,1837,1009,878
45500,310M100US45500,"Texarkana, TX-Texarkana, AR Metro Area",50150,5316,3556,3387,3562,2705,2783,2668,2853,2372,4396,5241,5078,2743,1253,1267,970
45780,310M100US45780,"Toledo, OH Metro Area",261914,25478,15570,15360,16663,14594,15786,13083,13349,11529,21956,27249,30168,18173,9659,7136,6161
45820,310M100US45820,"Topeka, KS Metro Area",95272,6730,5367,5049,5906,5488,5378,5475,4994,4483,8794,10967,11790,7271,3159,2257,2164
45940,310M100US45940,"Trenton-Ewing, NJ Metro Area",129213,7176,5472,4825,4946,4840,5221,4636,4329,4690,9274,12049,16489,12705,9076,10913,12572
46060,310M100US46060,"Tucson, AZ Metro Area",381880,31558,23090,22764,23541,23260,24148,21130,19610,17226,31267,38003,43507,26209,14195,11570,10802
46140,310M100US46140,"Tulsa, OK Metro Area",361758,27560,21583,21890,21924,21883,22063,20353,19027,15825,31106,37165,43076,24486,12404,10823,10590
46220,310M100US46220,"Tuscaloosa, AL Metro Area",78540,10760,5868,4943,5107,3760,4327,4280,3623,3503,5845,7486,8245,4966,2189,1864,1774
46340,310M100US46340,"Tyler, TX Metro Area",76427,5549,4526,5062,4811,4873,4282,4339,3942,3490,6281,7135,8675,5457,2575,2622,2808
46540,310M100US46540,"Utica-Rome, NY Metro Area",118349,9170,7495,8071,7708,6972,7014,5922,6017,5686,10973,12337,14297,7825,4134,2932,1796
46660,310M100US46660,"Valdosta, GA Metro Area",49266,5435,3357,3532,3584,3375,3178,2704,2349,2429,4601,4531,4916,2466,1159,943,707
46700,310M100US46700,"Vallejo-Fairfield, CA Metro Area",139011,5913,5565,4883,5148,5219,5414,5363,6147,5379,11359,16294,21085,14750,9945,10148,6399
47020,310M100US47020,"Victoria, TX Metro Area",42808,3137,2657,2652,2476,2894,2329,2020,2134,1934,3696,5004,4926,3007,1452,1300,1190
47220,310M100US47220,"Vineland-Millville-Bridgeton, NJ Metro Area",50825,3856,3740,2910,2611,2568,2519,2327,2480,2086,4560,5190,6726,4241,2081,1897,1033
47260,310M100US47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",620833,34659,24648,27279,27728,28193,32427,30890,31725,28711,57073,72482,89524,56359,31382,28105,19648
