GEO_ID_2,GEO_ID,MSA,GQ_POP
30300,310M100US30300,"Lewiston, ID-WA Metro Area",811
30340,310M100US30340,"Lewiston-Auburn, ME Metro Area",4733
30460,310M100US30460,"Lexington-Fayette, KY Metro Area",15629
30620,310M100US30620,"Lima, OH Metro Area",4236
30700,310M100US30700,"Lincoln, NE Metro Area",15589
30780,310M100US30780,"Little Rock-North Little Rock-Conway, AR Metro Area",15941
30860,310M100US30860,"Logan, UT-ID Metro Area",2743
30980,310M100US30980,"Longview, TX Metro Area",9132
31020,310M100US31020,"Longview, WA Metro Area",2516
31100,310M100US31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",227679
31140,310M100US31140,"Louisville/Jefferson County, KY-IN Metro Area",25280
31180,310M100US31180,"Lubbock, TX Metro Area",11775
31340,310M100US31340,"Lynchburg, VA Metro Area",11269
31420,310M100US31420,"Macon, GA Metro Area",9077
31460,310M100US31460,"Madera-Chowchilla, CA Metro Area",9022
31540,310M100US31540,"Madison, WI Metro Area",15842
31700,310M100US31700,"Manchester-Nashua, NH Metro Area",8884
31740,310M100US31740,"Manhattan, KS Metro Area",8512
31860,310M100US31860,"Mankato-North Mankato, MN Metro Area",5962
31900,310M100US31900,"Mansfield, OH Metro Area",7073
32580,310M100US32580,"McAllen-Edinburg-Mission, TX Metro Area",4620
32780,310M100US32780,"Medford, OR Metro Area",3199
32820,310M100US32820,"Memphis, TN-MS-AR Metro Area",28581
32900,310M100US32900,"Merced, CA Metro Area",3548
33100,310M100US33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",102261
33140,310M100US33140,"Michigan City-La Porte, IN Metro Area",7391
33260,310M100US33260,"Midland, TX Metro Area",1309
33340,310M100US33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",30354
33460,310M100US33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",62210
33540,310M100US33540,"Missoula, MT Metro Area",3342
33660,310M100US33660,"Mobile, AL Metro Area",7813
33700,310M100US33700,"Modesto, CA Metro Area",7734
33740,310M100US33740,"Monroe, LA Metro Area",5126
33780,310M100US33780,"Monroe, MI Metro Area",1490
33860,310M100US33860,"Montgomery, AL Metro Area",16387
34060,310M100US34060,"Morgantown, WV Metro Area",9948
34100,310M100US34100,"Morristown, TN Metro Area",2911
34580,310M100US34580,"Mount Vernon-Anacortes, WA Metro Area",1696
34620,310M100US34620,"Muncie, IN Metro Area",7804
34740,310M100US34740,"Muskegon-Norton Shores, MI Metro Area",6542
34820,310M100US34820,"Myrtle Beach-North Myrtle Beach-Conway, SC Metro Area",2537
34900,310M100US34900,"Napa, CA Metro Area",5470
34940,310M100US34940,"Naples-Marco Island, FL Metro Area",2178
34980,310M100US34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",35419
35300,310M100US35300,"New Haven-Milford, CT Metro Area",26993
35380,310M100US35380,"New Orleans-Metairie-Kenner, LA Metro Area",21222
35620,310M100US35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",383811
35660,310M100US35660,"Niles-Benton Harbor, MI Metro Area",3654
35840,310M100US35840,"North Port-Bradenton-Sarasota, FL Metro Area",7762
35980,310M100US35980,"Norwich-New London, CT Metro Area",13746
36100,310M100US36100,"Ocala, FL Metro Area",6180
36140,310M100US36140,"Ocean City, NJ Metro Area",2137
36220,310M100US36220,"Odessa, TX Metro Area",1640
36260,310M100US36260,"Ogden-Clearfield, UT Metro Area",5080
36420,310M100US36420,"Oklahoma City, OK Metro Area",28748
36500,310M100US36500,"Olympia, WA Metro Area",3638
36540,310M100US36540,"Omaha-Council Bluffs, NE-IA Metro Area",16555
36740,310M100US36740,"Orlando-Kissimmee-Sanford, FL Metro Area",29585
36780,310M100US36780,"Oshkosh-Neenah, WI Metro Area",9624
36980,310M100US36980,"Owensboro, KY Metro Area",3658
37100,310M100US37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",10245
37340,310M100US37340,"Palm Bay-Melbourne-Titusville, FL Metro Area",7563
37380,310M100US37380,"Palm Coast, FL Metro Area",498
37460,310M100US37460,"Panama City-Lynn Haven-Panama City Beach, FL Metro Area",4612
37620,310M100US37620,"Parkersburg-Marietta-Vienna, WV-OH Metro Area",2878
37700,310M100US37700,"Pascagoula, MS Metro Area",1814
37860,310M100US37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",24683
37900,310M100US37900,"Peoria, IL Metro Area",11506
37980,310M100US37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",169083
38060,310M100US38060,"Phoenix-Mesa-Glendale, AZ Metro Area",72311
38220,310M100US38220,"Pine Bluff, AR Metro Area",7196
38300,310M100US38300,"Pittsburgh, PA Metro Area",63546
38340,310M100US38340,"Pittsfield, MA Metro Area",5948
38540,310M100US38540,"Pocatello, ID Metro Area",1734
38860,310M100US38860,"Portland-South Portland-Biddeford, ME Metro Area",11479
38900,310M100US38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",34548
38940,310M100US38940,"Port St. Lucie, FL Metro Area",6434
39100,310M100US39100,"Poughkeepsie-Newburgh-Middletown, NY Metro Area",33919
39140,310M100US39140,"Prescott, AZ Metro Area",4162
39300,310M100US39300,"Providence-New Bedford-Fall River, RI-MA Metro Area",58308
39340,310M100US39340,"Provo-Orem, UT Metro Area",13682
39380,310M100US39380,"Pueblo, CO Metro Area",4300
39460,310M100US39460,"Punta Gorda, FL Metro Area",2193
39540,310M100US39540,"Racine, WI Metro Area",6606
39580,310M100US39580,"Raleigh-Cary, NC Metro Area",23302
39660,310M100US39660,"Rapid City, SD Metro Area",3584
39740,310M100US39740,"Reading, PA Metro Area",14660
39820,310M100US39820,"Redding, CA Metro Area",2526
39900,310M100US39900,"Reno-Sparks, NV Metro Area",8272
40060,310M100US40060,"Richmond, VA Metro Area",42147
40140,310M100US40140,"Riverside-San Bernardino-Ontario, CA Metro Area",70741
40220,310M100US40220,"Roanoke, VA Metro Area",7915
40340,310M100US40340,"Rochester, MN Metro Area",3180
40380,310M100US40380,"Rochester, NY Metro Area",43788
40420,310M100US40420,"Rockford, IL Metro Area",6045
40580,310M100US40580,"Rocky Mount, NC Metro Area",3805
40660,310M100US40660,"Rome, GA Metro Area",3846
40900,310M100US40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",41947
40980,310M100US40980,"Saginaw-Saginaw Township North, MI Metro Area",5269
41060,310M100US41060,"St. Cloud, MN Metro Area",10718
41100,310M100US41100,"St. George, UT Metro Area",1147
41140,310M100US41140,"St. Joseph, MO-KS Metro Area",7992
41180,310M100US41180,"St. Louis, MO-IL Metro Area",61422
41420,310M100US41420,"Salem, OR Metro Area",14276
41500,310M100US41500,"Salinas, CA Metro Area",17479
41540,310M100US41540,"Salisbury, MD Metro Area",10369
41620,310M100US41620,"Salt Lake City, UT Metro Area",14712
41660,310M100US41660,"San Angelo, TX Metro Area",5495
41700,310M100US41700,"San Antonio-New Braunfels, TX Metro Area",46395
41740,310M100US41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",104347
41780,310M100US41780,"Sandusky, OH Metro Area",1736
41860,310M100US41860,"San Francisco-Oakland-Fremont, CA Metro Area",74344
41940,310M100US41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",33376
42020,310M100US42020,"San Luis Obispo-Paso Robles, CA Metro Area",16871
42060,310M100US42060,"Santa Barbara-Santa Maria-Goleta, CA Metro Area",18024
42100,310M100US42100,"Santa Cruz-Watsonville, CA Metro Area",10298
42140,310M100US42140,"Santa Fe, NM Metro Area",2843
42220,310M100US42220,"Santa Rosa-Petaluma, CA Metro Area",9775
42340,310M100US42340,"Savannah, GA Metro Area",8077
42540,310M100US42540,"Scranton--Wilkes-Barre, PA Metro Area",19492
42660,310M100US42660,"Seattle-Tacoma-Bellevue, WA Metro Area",67102
42680,310M100US42680,"Sebastian-Vero Beach, FL Metro Area",1335
43100,310M100US43100,"Sheboygan, WI Metro Area",3080
43300,310M100US43300,"Sherman-Denison, TX Metro Area",3116
43340,310M100US43340,"Shreveport-Bossier City, LA Metro Area",9920
43580,310M100US43580,"Sioux City, IA-NE-SD Metro Area",4133
43620,310M100US43620,"Sioux Falls, SD Metro Area",6679
43780,310M100US43780,"South Bend-Mishawaka, IN-MI Metro Area",13847
43900,310M100US43900,"Spartanburg, SC Metro Area",7628
44060,310M100US44060,"Spokane, WA Metro Area",16034
44100,310M100US44100,"Springfield, IL Metro Area",4045
44140,310M100US44140,"Springfield, MA Metro Area",40581
44180,310M100US44180,"Springfield, MO Metro Area",15834
44220,310M100US44220,"Springfield, OH Metro Area",3018
44300,310M100US44300,"State College, PA Metro Area",18805
44600,310M100US44600,"Steubenville-Weirton, OH-WV Metro Area",3609
44700,310M100US44700,"Stockton, CA Metro Area",19421
44940,310M100US44940,"Sumter, SC Metro Area",2898
45060,310M100US45060,"Syracuse, NY Metro Area",25837
45220,310M100US45220,"Tallahassee, FL Metro Area",20312
45300,310M100US45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",46536
45460,310M100US45460,"Terre Haute, IN Metro Area",12074
45500,310M100US45500,"Texarkana, TX-Texarkana, AR Metro Area",5247
45780,310M100US45780,"Toledo, OH Metro Area",17891
45820,310M100US45820,"Topeka, KS Metro Area",4212
45940,310M100US45940,"Trenton-Ewing, NJ Metro Area",15115
46060,310M100US46060,"Tucson, AZ Metro Area",25425
46140,310M100US46140,"Tulsa, OK Metro Area",13966
46220,310M100US46220,"Tuscaloosa, AL Metro Area",7923
46340,310M100US46340,"Tyler, TX Metro Area",3294
46540,310M100US46540,"Utica-Rome, NY Metro Area",15583
46660,310M100US46660,"Valdosta, GA Metro Area",5274
46700,310M100US46700,"Vallejo-Fairfield, CA Metro Area",12078
47020,310M100US47020,"Victoria, TX Metro Area",1493
47220,310M100US47220,"Vineland-Millville-Bridgeton, NJ Metro Area",11117
47260,310M100US47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",58724
47300,310M100US47300,"Visalia-Porterville, CA Metro Area",5333
47380,310M100US47380,"Waco, TX Metro Area",7268
47580,310M100US47580,"Warner Robins, GA Metro Area",1916
47900,310M100US47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",104353
47940,310M100US47940,"Waterloo-Cedar Falls, IA Metro Area",7169
48140,310M100US48140,"Wausau, WI Metro Area",1573
48300,310M100US48300,"Wenatchee-East Wenatchee, WA Metro Area",1266
48540,310M100US48540,"Wheeling, WV-OH Metro Area",7416
48620,310M100US48620,"Wichita, KS Metro Area",8393
48660,310M100US48660,"Wichita Falls, TX Metro Area",11470
48700,310M100US48700,"Williamsport, PA Metro Area",4687
48900,310M100US48900,"Wilmington, NC Metro Area",7446
49020,310M100US49020,"Winchester, VA-WV Metro Area",3056
49180,310M100US49180,"Winston-Salem, NC Metro Area",10993
49340,310M100US49340,"Worcester, MA Metro Area",27805
49420,310M100US49420,"Yakima, WA Metro Area",4324
49620,310M100US49620,"York-Hanover, PA Metro Area",7549
49660,310M100US49660,"Youngstown-Warren-Boardman, OH-PA Metro Area",17900
49700,310M100US49700,"Yuba City, CA Metro Area",2561
49740,310M100US49740,"Yuma, AZ Metro Area",5896
