GEO_ID_2,GEO_ID,MSA,HH_TOT,HH_FAMILY,HH_MAR_FAM,HH_OTHER_FAM,HH_MALE_FAM,HH_FEMALE_FAM,HH_NON_FAMILY,HH_LIVING_ALONE,HH_NOT_LIVING_ALONE
36260,310M100US36260,"Ogden-Clearfield, UT Metro Area",170977,132834,109330,23504,7044,16460,38143,31394,6749
36420,310M100US36420,"Oklahoma City, OK Metro Area",471209,309578,231610,77968,20887,57081,161631,133677,27954
36500,310M100US36500,"Olympia, WA Metro Area",98491,65272,50506,14766,3836,10930,33219,25687,7532
36540,310M100US36540,"Omaha-Council Bluffs, NE-IA Metro Area",327950,217206,167557,49649,13850,35799,110744,90495,20249
36740,310M100US36740,"Orlando-Kissimmee-Sanford, FL Metro Area",768754,521311,379346,141965,36709,105256,247443,189374,58069
36780,310M100US36780,"Oshkosh-Neenah, WI Metro Area",66694,40637,32479,8158,2505,5653,26057,20123,5934
36980,310M100US36980,"Owensboro, KY Metro Area",44614,30253,22964,7289,1789,5500,14361,12783,1578
37100,310M100US37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",264305,195579,149872,45707,14223,31484,68726,53837,14889
37340,310M100US37340,"Palm Bay-Melbourne-Titusville, FL Metro Area",220871,145109,113553,31556,9098,22458,75762,62906,12856
37380,310M100US37380,"Palm Coast, FL Metro Area",36182,26102,21513,4589,1021,3568,10080,8445,1635
37460,310M100US37460,"Panama City-Lynn Haven-Panama City Beach, FL Metro Area",68807,44480,33412,11068,3049,8019,24327,19398,4929
37620,310M100US37620,"Parkersburg-Marietta-Vienna, WV-OH Metro Area",66550,44328,35283,9045,2387,6658,22222,19163,3059
37700,310M100US37700,"Pascagoula, MS Metro Area",56995,41358,30232,11126,3032,8094,15637,13172,2465
37860,310M100US37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",168173,114485,83344,31141,7423,23718,53688,43727,9961
37900,310M100US37900,"Peoria, IL Metro Area",150501,99476,77164,22312,5295,17017,51025,43886,7139
37980,310M100US37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",2216763,1449284,1043389,405895,99547,306348,767479,643936,123543
38060,310M100US38060,"Phoenix-Mesa-Glendale, AZ Metro Area",1500828,1000063,748064,251999,78994,173005,500765,392022,108743
38220,310M100US38220,"Pine Bluff, AR Metro Area",35414,23868,15753,8115,1283,6832,11546,10379,1167
38300,310M100US38300,"Pittsburgh, PA Metro Area",985385,619201,474188,145013,36373,108640,366184,313719,52465
38340,310M100US38340,"Pittsfield, MA Metro Area",55623,33202,24392,8810,2409,6401,22421,19304,3117
38540,310M100US38540,"Pocatello, ID Metro Area",32458,22356,18044,4312,1183,3129,10102,8106,1996
38860,310M100US38860,"Portland-South Portland-Biddeford, ME Metro Area",211636,135937,107977,27960,7859,20101,75699,58445,17254
38900,310M100US38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",850849,540749,417872,122877,35364,87513,310100,237584,72516
38940,310M100US38940,"Port St. Lucie, FL Metro Area",162306,108932,85134,23798,7073,16725,53374,44413,8961
39100,310M100US39100,"Poughkeepsie-Newburgh-Middletown, NY Metro Area",231331,164000,127855,36145,10917,25228,67331,54990,12341
39140,310M100US39140,"Prescott, AZ Metro Area",89109,56321,45468,10853,3115,7738,32788,26790,5998
39300,310M100US39300,"Providence-New Bedford-Fall River, RI-MA Metro Area",621094,400698,290244,110454,26942,83512,220396,181228,39168
39340,310M100US39340,"Provo-Orem, UT Metro Area",138665,112285,97530,14755,4101,10654,26380,17664,8716
39380,310M100US39380,"Pueblo, CO Metro Area",61418,40247,28660,11587,3099,8488,21171,18074,3097
39460,310M100US39460,"Punta Gorda, FL Metro Area",71991,48044,39661,8383,2633,5750,23947,20117,3830
39540,310M100US39540,"Racine, WI Metro Area",75546,50561,38187,12374,3313,9061,24985,21088,3897
39580,310M100US39580,"Raleigh-Cary, NC Metro Area",407344,273490,213966,59524,14954,44570,133854,108445,25409
39660,310M100US39660,"Rapid City, SD Metro Area",49653,32950,25341,7609,1938,5671,16703,13292,3411
39740,310M100US39740,"Reading, PA Metro Area",153307,106995,81567,25428,7320,18108,46312,37484,8828
39820,310M100US39820,"Redding, CA Metro Area",69100,45805,34197,11608,3380,8228,23295,19296,3999
39900,310M100US39900,"Reno-Sparks, NV Metro Area",162623,103011,76271,26740,8413,18327,59612,45716,13896
40060,310M100US40060,"Richmond, VA Metro Area",471958,314799,228087,86712,19845,66867,157159,129501,27658
40140,310M100US40140,"Riverside-San Bernardino-Ontario, CA Metro Area",1263031,949542,694060,255482,78778,176704,313489,247591,65898
40220,310M100US40220,"Roanoke, VA Metro Area",128818,83199,62338,20861,4887,15974,45619,39189,6430
40340,310M100US40340,"Rochester, MN Metro Area",72166,48829,40840,7989,2491,5498,23337,19279,4058
40380,310M100US40380,"Rochester, NY Metro Area",410637,263731,195230,68501,16791,51710,146906,118832,28074
40420,310M100US40420,"Rockford, IL Metro Area",130374,88824,66462,22362,5498,16864,41550,35181,6369
40580,310M100US40580,"Rocky Mount, NC Metro Area",59363,39902,26900,13002,2802,10200,19461,17444,2017
40660,310M100US40660,"Rome, GA Metro Area",34977,24356,17843,6513,1786,4727,10621,9171,1450
40900,310M100US40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",775432,517461,380169,137292,40017,97275,257971,197457,60514
40980,310M100US40980,"Saginaw-Saginaw Township North, MI Metro Area",76764,51118,36706,14412,3052,11360,25646,21862,3784
41060,310M100US41060,"St. Cloud, MN Metro Area",71351,46838,38257,8581,3067,5514,24513,17433,7080
41100,310M100US41100,"St. George, UT Metro Area",45895,35313,30618,4695,1496,3199,10582,8462,2120
41140,310M100US41140,"St. Joseph, MO-KS Metro Area",47630,31295,24005,7290,2174,5116,16335,13577,2758
41180,310M100US41180,"St. Louis, MO-IL Metro Area",1106719,728433,535709,192724,45238,147486,378286,318704,59582
41420,310M100US41420,"Salem, OR Metro Area",140463,96240,73504,22736,6041,16695,44223,35656,8567
41500,310M100US41500,"Salinas, CA Metro Area",124963,89606,65368,24238,8738,15500,35357,27554,7803
41540,310M100US41540,"Salisbury, MD Metro Area",44629,28689,19674,9015,2428,6587,15940,11869,4071
41620,310M100US41620,"Salt Lake City, UT Metro Area",366393,260590,207031,53559,16484,37075,105803,82365,23438
41660,310M100US41660,"San Angelo, TX Metro Area",42084,28202,20877,7325,1794,5531,13882,11617,2265
41700,310M100US41700,"San Antonio-New Braunfels, TX Metro Area",726502,507377,366083,141294,34657,106637,219125,184243,34882
41740,310M100US41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",1061789,703747,527143,176604,52334,124270,358042,266382,91660
41780,310M100US41780,"Sandusky, OH Metro Area",31855,21379,16925,4454,1170,3284,10476,9036,1440
41860,310M100US41860,"San Francisco-Oakland-Fremont, CA Metro Area",1594554,984779,740596,244183,73208,170975,609775,470938,138837
41940,310M100US41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",613559,434720,337573,97147,32605,64542,178839,139811,39028
42020,310M100US42020,"San Luis Obispo-Paso Robles, CA Metro Area",102434,64250,50556,13694,4519,9175,38184,26841,11343
42060,310M100US42060,"Santa Barbara-Santa Maria-Goleta, CA Metro Area",141793,91108,69281,21827,6846,14981,50685,36234,14451
42100,310M100US42100,"Santa Cruz-Watsonville, CA Metro Area",93802,58957,44622,14335,4286,10049,34845,24517,10328
42140,310M100US42140,"Santa Fe, NM Metro Area",60144,35757,26300,9457,2643,6814,24387,19733,4654
42220,310M100US42220,"Santa Rosa-Petaluma, CA Metro Area",184033,116699,88656,28043,9421,18622,67334,51122,16212
42340,310M100US42340,"Savannah, GA Metro Area",128396,84337,59234,25103,5225,19878,44059,35290,8769
42540,310M100US42540,"Scranton--Wilkes-Barre, PA Metro Area",228196,147130,107694,39436,11018,28418,81066,70336,10730
42660,310M100US42660,"Seattle-Tacoma-Bellevue, WA Metro Area",1341462,834637,646509,188128,57714,130414,506825,392827,113998
42680,310M100US42680,"Sebastian-Vero Beach, FL Metro Area",57560,37314,29801,7513,2096,5417,20246,16929,3317
43100,310M100US43100,"Sheboygan, WI Metro Area",46572,30785,25605,5180,1646,3534,15787,13147,2640
43300,310M100US43300,"Sherman-Denison, TX Metro Area",45545,31768,24068,7700,2211,5489,13777,11469,2308
43340,310M100US43340,"Shreveport-Bossier City, LA Metro Area",150600,97195,63221,33974,7081,26893,53405,47019,6386
43580,310M100US43580,"Sioux City, IA-NE-SD Metro Area",54208,36880,27932,8948,2918,6030,17328,14490,2838
43620,310M100US43620,"Sioux Falls, SD Metro Area",86818,58142,46099,12043,3133,8910,28676,23480,5196
43780,310M100US43780,"South Bend-Mishawaka, IN-MI Metro Area",120741,79699,59989,19710,4600,15110,41042,34948,6094
43900,310M100US43900,"Spartanburg, SC Metro Area",106397,74223,55118,19105,4555,14550,32174,28431,3743
44060,310M100US44060,"Spokane, WA Metro Area",184590,117689,90161,27528,7531,19997,66901,53021,13880
44100,310M100US44100,"Springfield, IL Metro Area",87024,54826,40861,13965,3547,10418,32198,27415,4783
44140,310M100US44140,"Springfield, MA Metro Area",266784,168159,117853,50306,11586,38720,98625,80209,18416
44180,310M100US44180,"Springfield, MO Metro Area",172468,113220,88781,24439,7320,17119,59248,47787,11461
44220,310M100US44220,"Springfield, OH Metro Area",55145,36684,27101,9583,2373,7210,18461,15482,2979
44300,310M100US44300,"State College, PA Metro Area",54971,31564,26736,4828,1592,3236,23407,15506,7901
44600,310M100US44600,"Steubenville-Weirton, OH-WV Metro Area",52250,34474,25993,8481,2341,6140,17776,15605,2171
44700,310M100US44700,"Stockton, CA Metro Area",212905,158997,111916,47081,15108,31973,53908,42394,11514
44940,310M100US44940,"Sumter, SC Metro Area",38856,26744,17425,9319,1808,7511,12112,10633,1479
45060,310M100US45060,"Syracuse, NY Metro Area",256142,162453,119642,42811,10735,32076,93689,75711,17978
45220,310M100US45220,"Tallahassee, FL Metro Area",141390,82324,57115,25209,5803,19406,59066,42570,16496
45300,310M100US45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",1123163,698563,516161,182402,48225,134177,424600,345570,79030
45460,310M100US45460,"Terre Haute, IN Metro Area",65424,42352,32522,9830,2407,7423,23072,18948,4124
45500,310M100US45500,"Texarkana, TX-Texarkana, AR Metro Area",50150,34423,24451,9972,2310,7662,15727,14108,1619
45780,310M100US45780,"Toledo, OH Metro Area",261914,166319,119501,46818,11869,34949,95595,78627,16968
45820,310M100US45820,"Topeka, KS Metro Area",95272,63403,47500,15903,4340,11563,31869,27218,4651
45940,310M100US45940,"Trenton-Ewing, NJ Metro Area",129213,87385,63778,23607,5730,17877,41828,34523,7305
46060,310M100US46060,"Tucson, AZ Metro Area",381880,237380,173975,63405,17054,46351,144500,117768,26732
46140,310M100US46140,"Tulsa, OK Metro Area",361758,241646,181983,59663,16552,43111,120112,101779,18333
46220,310M100US46220,"Tuscaloosa, AL Metro Area",78540,49114,34861,14253,2716,11537,29426,23799,5627
46340,310M100US46340,"Tyler, TX Metro Area",76427,53113,39752,13361,3193,10168,23314,19984,3330
46540,310M100US46540,"Utica-Rome, NY Metro Area",118349,76949,57254,19695,5093,14602,41400,34637,6763
46660,310M100US46660,"Valdosta, GA Metro Area",49266,33916,22788,11128,2607,8521,15350,12025,3325
46700,310M100US46700,"Vallejo-Fairfield, CA Metro Area",139011,99907,73073,26834,7048,19786,39104,30961,8143
47020,310M100US47020,"Victoria, TX Metro Area",42808,30961,22456,8505,2261,6244,11847,10179,1668
47220,310M100US47220,"Vineland-Millville-Bridgeton, NJ Metro Area",50825,35210,23044,12166,3281,8885,15615,13313,2302
47260,310M100US47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",620833,423423,304740,118683,26762,91921,197410,160288,37122
47300,310M100US47300,"Visalia-Porterville, CA Metro Area",126664,99932,70820,29112,9854,19258,26732,22031,4701
47380,310M100US47380,"Waco, TX Metro Area",82998,55570,39114,16456,3662,12794,27428,22076,5352
47580,310M100US47580,"Warner Robins, GA Metro Area",50199,34908,25346,9562,2266,7296,15291,13037,2254
47900,310M100US47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",2014467,1309929,976334,333595,86049,247546,704538,567770,136768
47940,310M100US47940,"Waterloo-Cedar Falls, IA Metro Area",66261,42691,33556,9135,2318,6817,23570,18216,5354
48140,310M100US48140,"Wausau, WI Metro Area",52708,36328,30104,6224,2417,3807,16380,13235,3145
48300,310M100US48300,"Wenatchee-East Wenatchee, WA Metro Area",40478,28286,22688,5598,1623,3975,12192,9827,2365
48540,310M100US48540,"Wheeling, WV-OH Metro Area",61851,40556,31150,9406,2532,6874,21295,18842,2453
48620,310M100US48620,"Wichita, KS Metro Area",237351,158205,120081,38124,10729,27395,79146,67422,11724
48660,310M100US48660,"Wichita Falls, TX Metro Area",56415,37851,28465,9386,2175,7211,18564,15359,3205
48700,310M100US48700,"Williamsport, PA Metro Area",46612,31313,24046,7267,2132,5135,15299,12479,2820
48900,310M100US48900,"Wilmington, NC Metro Area",149297,94264,72065,22199,5904,16295,55033,43449,11584
49020,310M100US49020,"Winchester, VA-WV Metro Area",48534,32544,24895,7649,2253,5396,15990,13150,2840
49180,310M100US49180,"Winston-Salem, NC Metro Area",186111,123967,92527,31440,7260,24180,62144,54681,7463
49340,310M100US49340,"Worcester, MA Metro Area",298162,201905,154068,47837,12623,35214,96257,78576,17681
49420,310M100US49420,"Yakima, WA Metro Area",79075,58284,40605,17679,5814,11865,20791,16451,4340
49620,310M100US49620,"York-Hanover, PA Metro Area",166600,118102,94049,24053,6975,17078,48498,39395,9103
49660,310M100US49660,"Youngstown-Warren-Boardman, OH-PA Metro Area",232168,151238,111163,40075,9484,30591,80930,70838,10092
49700,310M100US49700,"Yuba City, CA Metro Area",55123,40453,29743,10710,3151,7559,14670,11627,3043
49740,310M100US49740,"Yuma, AZ Metro Area",69563,53470,39367,14103,3984,10119,16093,12805,3288
