GEO_ID_2,GEO_ID,MSA,HH_TOT,HH_FAMILY,HH_MAR_FAM,HH_OTHER_FAM,HH_MALE_FAM,HH_FEMALE_FAM,HH_NON_FAMILY,HH_LIVING_ALONE,HH_NOT_LIVING_ALONE
29700,310M100US29700,"Laredo, TX Metro Area",64714,53860,35280,18580,3849,14731,10854,9096,1758
29740,310M100US29740,"Las Cruces, NM Metro Area",71748,50020,35259,14761,3374,11387,21728,16909,4819
29820,310M100US29820,"Las Vegas-Paradise, NV Metro Area",695701,457592,322944,134648,44941,89707,238109,179593,58516
29940,310M100US29940,"Lawrence, KS Metro Area",42943,23335,17979,5356,1293,4063,19608,12426,7182
30020,310M100US30020,"Lawton, OK Metro Area",43757,30269,20665,9604,2217,7387,13488,11219,2269
30140,310M100US30140,"Lebanon, PA Metro Area",51543,35797,28552,7245,2229,5016,15746,13002,2744
30300,310M100US30300,"Lewiston, ID-WA Metro Area",25140,16053,12356,3697,1190,2507,9087,7553,1534
30340,310M100US30340,"Lewiston-Auburn, ME Metro Area",44040,28250,21215,7035,2190,4845,15790,12237,3553
30460,310M100US30460,"Lexington-Fayette, KY Metro Area",188309,118564,87652,30912,8064,22848,69745,54769,14976
30620,310M100US30620,"Lima, OH Metro Area",40719,27769,20638,7131,1537,5594,12950,11321,1629
30700,310M100US30700,"Lincoln, NE Metro Area",118327,73828,58395,15433,4443,10990,44499,34091,10408
30780,310M100US30780,"Little Rock-North Little Rock-Conway, AR Metro Area",270040,180045,130810,49235,11019,38216,89995,76150,13845
30860,310M100US30860,"Logan, UT-ID Metro Area",37900,28853,25107,3746,1071,2675,9047,6268,2779
30980,310M100US30980,"Longview, TX Metro Area",77643,54663,41098,13565,3724,9841,22980,19900,3080
31020,310M100US31020,"Longview, WA Metro Area",39441,26969,20559,6410,1964,4446,12472,9997,2475
31100,310M100US31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",4202392,2869560,1998932,870628,267384,603244,1332832,1040711,292121
31140,310M100US31140,"Louisville/Jefferson County, KY-IN Metro Area",501115,330402,241472,88930,21390,67540,170713,145091,25622
31180,310M100US31180,"Lubbock, TX Metro Area",104314,66460,47909,18551,4512,14039,37854,28453,9401
31340,310M100US31340,"Lynchburg, VA Metro Area",98494,66258,50423,15835,3894,11941,32236,26831,5405
31420,310M100US31420,"Macon, GA Metro Area",84407,56071,38336,17735,3351,14384,28336,24192,4144
31460,310M100US31460,"Madera-Chowchilla, CA Metro Area",42089,32768,24475,8293,2621,5672,9321,7915,1406
31540,310M100US31540,"Madison, WI Metro Area",229033,136215,110036,26179,8027,18152,92818,70023,22795
31700,310M100US31700,"Manchester-Nashua, NH Metro Area",153120,104907,81860,23047,6972,16075,48213,36785,11428
31740,310M100US31740,"Manhattan, KS Metro Area",43981,27134,21891,5243,1066,4177,16847,11949,4898
31860,310M100US31860,"Mankato-North Mankato, MN Metro Area",36039,21920,17673,4247,1340,2907,14119,9431,4688
31900,310M100US31900,"Mansfield, OH Metro Area",48557,32844,25388,7456,1595,5861,15713,13791,1922
32580,310M100US32580,"McAllen-Edinburg-Mission, TX Metro Area",205971,170503,120654,49849,8950,40899,35468,30380,5088
32780,310M100US32780,"Medford, OR Metro Area",83333,53903,41491,12412,3396,9016,29430,23556,5874
32820,310M100US32820,"Memphis, TN-MS-AR Metro Area",476388,324570,206376,118194,25057,93137,151818,130098,21720
32900,310M100US32900,"Merced, CA Metro Area",73586,57613,40546,17067,5245,11822,15973,12851,3122
33100,310M100US33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",2019604,1317377,911473,405904,104332,301572,702227,573713,128514
33140,310M100US33140,"Michigan City-La Porte, IN Metro Area",42090,28581,21538,7043,1876,5167,13509,11675,1834
33260,310M100US33260,"Midland, TX Metro Area",49122,35366,26833,8533,2042,6491,13756,11886,1870
33340,310M100US33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",615847,389825,282279,107546,25426,82120,226022,184961,41061
33460,310M100US33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",1264311,818942,642534,176408,50769,125639,445369,353495,91874
33540,310M100US33540,"Missoula, MT Metro Area",44172,25485,19874,5611,2111,3500,18687,13184,5503
33660,310M100US33660,"Mobile, AL Metro Area",153302,104324,70650,33674,6654,27020,48978,42616,6362
33700,310M100US33700,"Modesto, CA Metro Area",163841,122255,87988,34267,11295,22972,41586,32927,8659
33740,310M100US33740,"Monroe, LA Metro Area",64501,43817,29660,14157,2700,11457,20684,18754,1930
33780,310M100US33780,"Monroe, MI Metro Area",58298,42178,33859,8319,2322,5997,16120,13552,2568
33860,310M100US33860,"Montgomery, AL Metro Area",140457,95640,64454,31186,6179,25007,44817,39426,5391
34060,310M100US34060,"Morgantown, WV Metro Area",47923,27788,22420,5368,1624,3744,20135,15513,4622
34100,310M100US34100,"Morristown, TN Metro Area",52671,36306,28425,7881,2239,5642,16365,14090,2275
34580,310M100US34580,"Mount Vernon-Anacortes, WA Metro Area",45253,30896,24368,6528,2062,4466,14357,11641,2716
34620,310M100US34620,"Muncie, IN Metro Area",46212,28341,20749,7592,2262,5330,17871,13486,4385
34740,310M100US34740,"Muskegon-Norton Shores, MI Metro Area",65778,45366,32935,12431,3092,9339,20412,17401,3011
34820,310M100US34820,"Myrtle Beach-North Myrtle Beach-Conway, SC Metro Area",112057,73100,54026,19074,5065,14009,38957,29069,9888
34900,310M100US34900,"Napa, CA Metro Area",49179,32917,25926,6991,2344,4647,16262,12890,3372
34940,310M100US34940,"Naples-Marco Island, FL Metro Area",119517,81135,67891,13244,3901,9343,38382,32485,5897
34980,310M100US34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",597128,396220,296745,99475,24811,74664,200908,163015,37893
35300,310M100US35300,"New Haven-Milford, CT Metro Area",330785,217115,156740,60375,13283,47092,113670,93926,19744
35380,310M100US35380,"New Orleans-Metairie-Kenner, LA Metro Area",416300,272306,184750,87556,21465,66091,143994,119959,24035
35620,310M100US35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",6809482,4522909,3161861,1361048,334167,1026881,2286573,1902864,383709
35660,310M100US35660,"Niles-Benton Harbor, MI Metro Area",62612,41557,31303,10254,2313,7941,21055,18316,2739
35840,310M100US35840,"North Port-Bradenton-Sarasota, FL Metro Area",300209,188229,150233,37996,10356,27640,111980,93635,18345
35980,310M100US35980,"Norwich-New London, CT Metro Area",106590,70842,54605,16237,4422,11815,35748,28725,7023
36100,310M100US36100,"Ocala, FL Metro Area",133966,91513,71741,19772,4982,14790,42453,35467,6986
36140,310M100US36140,"Ocean City, NJ Metro Area",45420,29903,22534,7369,2379,4990,15517,13220,2297
36220,310M100US36220,"Odessa, TX Metro Area",47653,33389,23322,10067,2692,7375,14264,11939,2325
