GEO_ID_2,GEO_ID,MSA,GQ_POP
24780,310M200US24780,"Greenville, NC Metro Area",6153
24860,310M200US24860,"Greenville-Anderson-Mauldin, SC Metro Area",23838
25060,310M200US25060,"Gulfport-Biloxi-Pascagoula, MS Metro Area",6736
25180,310M200US25180,"Hagerstown-Martinsburg, MD-WV Metro Area",9677
25220,310M200US25220,"Hammond, LA Metro Area",3583
25260,310M200US25260,"Hanford-Corcoran, CA Metro Area",18381
25420,310M200US25420,"Harrisburg-Carlisle, PA Metro Area",21014
25500,310M200US25500,"Harrisonburg, VA Metro Area",8894
25540,310M200US25540,"Hartford-West Hartford-East Hartford, CT Metro Area",49582
25620,310M200US25620,"Hattiesburg, MS Metro Area",4444
25860,310M200US25860,"Hickory-Lenoir-Morganton, NC Metro Area",7623
25940,310M200US25940,"Hilton Head Island-Bluffton-Beaufort, SC Metro Area",6151
25980,310M200US25980,"Hinesville, GA Metro Area",2197
26140,310M200US26140,"Homosassa Springs, FL Metro Area",2250
26300,310M200US26300,"Hot Springs, AR Metro Area",2133
26380,310M200US26380,"Houma-Thibodaux, LA Metro Area",3421
26420,310M200US26420,"Houston-The Woodlands-Sugar Land, TX Metro Area",76920
26580,310M200US26580,"Huntington-Ashland, WV-KY-OH Metro Area",7735
26620,310M200US26620,"Huntsville, AL Metro Area",12125
26820,310M200US26820,"Idaho Falls, ID Metro Area",1632
26900,310M200US26900,"Indianapolis-Carmel-Anderson, IN Metro Area",38895
26980,310M200US26980,"Iowa City, IA Metro Area",8497
27060,310M200US27060,"Ithaca, NY Metro Area",13583
27100,310M200US27100,"Jackson, MI Metro Area",9415
27140,310M200US27140,"Jackson, MS Metro Area",21307
27180,310M200US27180,"Jackson, TN Metro Area",5298
27260,310M200US27260,"Jacksonville, FL Metro Area",26208
27340,310M200US27340,"Jacksonville, NC Metro Area",12979
27500,310M200US27500,"Janesville-Beloit, WI Metro Area",3117
27620,310M200US27620,"Jefferson City, MO Metro Area",10348
27740,310M200US27740,"Johnson City, TN Metro Area",7028
27780,310M200US27780,"Johnstown, PA Metro Area",8292
27860,310M200US27860,"Jonesboro, AR Metro Area",4000
27900,310M200US27900,"Joplin, MO Metro Area",3400
27980,310M200US27980,"Kahului-Wailuku-Lahaina, HI Metro Area",2706
28020,310M200US28020,"Kalamazoo-Portage, MI Metro Area",9768
28100,310M200US28100,"Kankakee, IL Metro Area",5452
28140,310M200US28140,"Kansas City, MO-KS Metro Area",31308
28420,310M200US28420,"Kennewick-Richland, WA Metro Area",4125
28660,310M200US28660,"Killeen-Temple, TX Metro Area",23026
28700,310M200US28700,"Kingsport-Bristol-Bristol, TN-VA Metro Area",5911
28740,310M200US28740,"Kingston, NY Metro Area",11954
28940,310M200US28940,"Knoxville, TN Metro Area",20286
29020,310M200US29020,"Kokomo, IN Metro Area",1137
29100,310M200US29100,"La Crosse-Onalaska, WI-MN Metro Area",5564
29180,310M200US29180,"Lafayette, LA Metro Area",7811
29200,310M200US29200,"Lafayette-West Lafayette, IN Metro Area",14641
29340,310M200US29340,"Lake Charles, LA Metro Area",3712
29420,310M200US29420,"Lake Havasu City-Kingman, AZ Metro Area",6718
29460,310M200US29460,"Lakeland-Winter Haven, FL Metro Area",14195
29540,310M200US29540,"Lancaster, PA Metro Area",13803
29620,310M200US29620,"Lansing-East Lansing, MI Metro Area",20742
29700,310M200US29700,"Laredo, TX Metro Area",3455
29740,310M200US29740,"Las Cruces, NM Metro Area",4875
29820,310M200US29820,"Las Vegas-Henderson-Paradise, NV Metro Area",21529
29940,310M200US29940,"Lawrence, KS Metro Area",8917
30020,310M200US30020,"Lawton, OK Metro Area",9399
30140,310M200US30140,"Lebanon, PA Metro Area",3211
30300,310M200US30300,"Lewiston, ID-WA Metro Area",1278
30340,310M200US30340,"Lewiston-Auburn, ME Metro Area",3132
30460,310M200US30460,"Lexington-Fayette, KY Metro Area",16833
30620,310M200US30620,"Lima, OH Metro Area",3917
30700,310M200US30700,"Lincoln, NE Metro Area",14764
30780,310M200US30780,"Little Rock-North Little Rock-Conway, AR Metro Area",13108
30860,310M200US30860,"Logan, UT-ID Metro Area",3726
30980,310M200US30980,"Longview, TX Metro Area",9499
31020,310M200US31020,"Longview, WA Metro Area",1209
31080,310M200US31080,"Los Angeles-Long Beach-Anaheim, CA Metro Area",218346
31140,310M200US31140,"Louisville/Jefferson County, KY-IN Metro Area",26027
31180,310M200US31180,"Lubbock, TX Metro Area",11882
31340,310M200US31340,"Lynchburg, VA Metro Area",12649
31420,310M200US31420,"Macon, GA Metro Area",8464
31460,310M200US31460,"Madera, CA Metro Area",8797
31540,310M200US31540,"Madison, WI Metro Area",16266
31700,310M200US31700,"Manchester-Nashua, NH Metro Area",8388
31740,310M200US31740,"Manhattan, KS Metro Area",9399
31860,310M200US31860,"Mankato-North Mankato, MN Metro Area",6986
31900,310M200US31900,"Mansfield, OH Metro Area",6974
32580,310M200US32580,"McAllen-Edinburg-Mission, TX Metro Area",9241
32780,310M200US32780,"Medford, OR Metro Area",3829
32820,310M200US32820,"Memphis, TN-MS-AR Metro Area",23944
32900,310M200US32900,"Merced, CA Metro Area",5768
33100,310M200US33100,"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",82252
33140,310M200US33140,"Michigan City-La Porte, IN Metro Area",9070
33220,310M200US33220,"Midland, MI Metro Area",1337
33260,310M200US33260,"Midland, TX Metro Area",1920
33340,310M200US33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",30094
33460,310M200US33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",62987
33540,310M200US33540,"Missoula, MT Metro Area",3380
33660,310M200US33660,"Mobile, AL Metro Area",10108
33700,310M200US33700,"Modesto, CA Metro Area",5559
33740,310M200US33740,"Monroe, LA Metro Area",8910
33780,310M200US33780,"Monroe, MI Metro Area",1220
33860,310M200US33860,"Montgomery, AL Metro Area",12630
34060,310M200US34060,"Morgantown, WV Metro Area",9070
34100,310M200US34100,"Morristown, TN Metro Area",2446
34580,310M200US34580,"Mount Vernon-Anacortes, WA Metro Area",1869
34620,310M200US34620,"Muncie, IN Metro Area",7663
34740,310M200US34740,"Muskegon, MI Metro Area",6675
34820,310M200US34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",3501
34900,310M200US34900,"Napa, CA Metro Area",4578
34940,310M200US34940,"Naples-Immokalee-Marco Island, FL Metro Area",4208
34980,310M200US34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",36420
35100,310M200US35100,"New Bern, NC Metro Area",4648
35300,310M200US35300,"New Haven-Milford, CT Metro Area",28910
35380,310M200US35380,"New Orleans-Metairie, LA Metro Area",20814
35620,310M200US35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",413033
35660,310M200US35660,"Niles-Benton Harbor, MI Metro Area",4969
35840,310M200US35840,"North Port-Sarasota-Bradenton, FL Metro Area",10186
35980,310M200US35980,"Norwich-New London, CT Metro Area",12652
36100,310M200US36100,"Ocala, FL Metro Area",8738
36140,310M200US36140,"Ocean City, NJ Metro Area",2776
36220,310M200US36220,"Odessa, TX Metro Area",1773
36260,310M200US36260,"Ogden-Clearfield, UT Metro Area",5111
36420,310M200US36420,"Oklahoma City, OK Metro Area",32532
36500,310M200US36500,"Olympia-Tumwater, WA Metro Area",3790
36540,310M200US36540,"Omaha-Council Bluffs, NE-IA Metro Area",17677
36740,310M200US36740,"Orlando-Kissimmee-Sanford, FL Metro Area",43267
36780,310M200US36780,"Oshkosh-Neenah, WI Metro Area",8486
36980,310M200US36980,"Owensboro, KY Metro Area",2881
37100,310M200US37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",11775
37340,310M200US37340,"Palm Bay-Melbourne-Titusville, FL Metro Area",6432
37460,310M200US37460,"Panama City, FL Metro Area",5014
37620,310M200US37620,"Parkersburg-Vienna, WV Metro Area",884
37860,310M200US37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",24760
37900,310M200US37900,"Peoria, IL Metro Area",8973
37980,310M200US37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",162475
38060,310M200US38060,"Phoenix-Mesa-Scottsdale, AZ Metro Area",74463
38220,310M200US38220,"Pine Bluff, AR Metro Area",10103
38300,310M200US38300,"Pittsburgh, PA Metro Area",63158
38340,310M200US38340,"Pittsfield, MA Metro Area",6875
38540,310M200US38540,"Pocatello, ID Metro Area",2337
38860,310M200US38860,"Portland-South Portland, ME Metro Area",11565
38900,310M200US38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",38195
38940,310M200US38940,"Port St. Lucie, FL Metro Area",6676
39140,310M200US39140,"Prescott, AZ Metro Area",3572
39300,310M200US39300,"Providence-Warwick, RI-MA Metro Area",58332
39340,310M200US39340,"Provo-Orem, UT Metro Area",14530
39380,310M200US39380,"Pueblo, CO Metro Area",4783
39460,310M200US39460,"Punta Gorda, FL Metro Area",3471
39540,310M200US39540,"Racine, WI Metro Area",4913
39580,310M200US39580,"Raleigh, NC Metro Area",26053
39660,310M200US39660,"Rapid City, SD Metro Area",4582
39740,310M200US39740,"Reading, PA Metro Area",13476
39820,310M200US39820,"Redding, CA Metro Area",3024
39900,310M200US39900,"Reno, NV Metro Area",6565
40060,310M200US40060,"Richmond, VA Metro Area",37162
40140,310M200US40140,"Riverside-San Bernardino-Ontario, CA Metro Area",84932
40220,310M200US40220,"Roanoke, VA Metro Area",8221
40340,310M200US40340,"Rochester, MN Metro Area",3703
40380,310M200US40380,"Rochester, NY Metro Area",42736
40420,310M200US40420,"Rockford, IL Metro Area",4549
40580,310M200US40580,"Rocky Mount, NC Metro Area",3390
40660,310M200US40660,"Rome, GA Metro Area",4032
40900,310M200US40900,"Sacramento--Roseville--Arden-Arcade, CA Metro Area",39212
40980,310M200US40980,"Saginaw, MI Metro Area",6322
41060,310M200US41060,"St. Cloud, MN Metro Area",9293
41100,310M200US41100,"St. George, UT Metro Area",2101
41140,310M200US41140,"St. Joseph, MO-KS Metro Area",8186
41180,310M200US41180,"St. Louis, MO-IL Metro Area",55137
41420,310M200US41420,"Salem, OR Metro Area",11916
41500,310M200US41500,"Salinas, CA Metro Area",19650
41540,310M200US41540,"Salisbury, MD-DE Metro Area",14807
41620,310M200US41620,"Salt Lake City, UT Metro Area",13086
41660,310M200US41660,"San Angelo, TX Metro Area",6208
41700,310M200US41700,"San Antonio-New Braunfels, TX Metro Area",40720
41740,310M200US41740,"San Diego-Carlsbad, CA Metro Area",88981
41860,310M200US41860,"San Francisco-Oakland-Hayward, CA Metro Area",81059
41940,310M200US41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",34132
42020,310M200US42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",16024
42100,310M200US42100,"Santa Cruz-Watsonville, CA Metro Area",11811
42140,310M200US42140,"Santa Fe, NM Metro Area",3180
42200,310M200US42200,"Santa Maria-Santa Barbara, CA Metro Area",18983
42220,310M200US42220,"Santa Rosa, CA Metro Area",8924
42340,310M200US42340,"Savannah, GA Metro Area",12151
42540,310M200US42540,"Scranton--Wilkes-Barre--Hazleton, PA Metro Area",21357
42660,310M200US42660,"Seattle-Tacoma-Bellevue, WA Metro Area",63561
42680,310M200US42680,"Sebastian-Vero Beach, FL Metro Area",1573
42700,310M200US42700,"Sebring, FL Metro Area",1694
43100,310M200US43100,"Sheboygan, WI Metro Area",3141
43300,310M200US43300,"Sherman-Denison, TX Metro Area",2423
43340,310M200US43340,"Shreveport-Bossier City, LA Metro Area",9026
43420,310M200US43420,"Sierra Vista-Douglas, AZ Metro Area",11644
43580,310M200US43580,"Sioux City, IA-NE-SD Metro Area",3796
43620,310M200US43620,"Sioux Falls, SD Metro Area",6181
43780,310M200US43780,"South Bend-Mishawaka, IN-MI Metro Area",12161
43900,310M200US43900,"Spartanburg, SC Metro Area",7956
44060,310M200US44060,"Spokane-Spokane Valley, WA Metro Area",16566
44100,310M200US44100,"Springfield, IL Metro Area",4448
44140,310M200US44140,"Springfield, MA Metro Area",36806
44180,310M200US44180,"Springfield, MO Metro Area",14426
44220,310M200US44220,"Springfield, OH Metro Area",3124
44300,310M200US44300,"State College, PA Metro Area",16713
44420,310M200US44420,"Staunton-Waynesboro, VA Metro Area",5207
44700,310M200US44700,"Stockton-Lodi, CA Metro Area",15553
44940,310M200US44940,"Sumter, SC Metro Area",2438
45060,310M200US45060,"Syracuse, NY Metro Area",28911
45220,310M200US45220,"Tallahassee, FL Metro Area",23201
45300,310M200US45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",47783
45460,310M200US45460,"Terre Haute, IN Metro Area",12297
45500,310M200US45500,"Texarkana, TX-AR Metro Area",6798
45540,310M200US45540,"The Villages, FL Metro Area",9989
45780,310M200US45780,"Toledo, OH Metro Area",17339
45820,310M200US45820,"Topeka, KS Metro Area",5321
45940,310M200US45940,"Trenton, NJ Metro Area",18998
46060,310M200US46060,"Tucson, AZ Metro Area",26629
46140,310M200US46140,"Tulsa, OK Metro Area",13851
46220,310M200US46220,"Tuscaloosa, AL Metro Area",11363
46340,310M200US46340,"Tyler, TX Metro Area",4970
46520,310M200US46520,"Urban Honolulu, HI Metro Area",37159
46540,310M200US46540,"Utica-Rome, NY Metro Area",14209
46660,310M200US46660,"Valdosta, GA Metro Area",4210
46700,310M200US46700,"Vallejo-Fairfield, CA Metro Area",10997
47020,310M200US47020,"Victoria, TX Metro Area",1413
47220,310M200US47220,"Vineland-Bridgeton, NJ Metro Area",13007
47260,310M200US47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",66141
47300,310M200US47300,"Visalia-Porterville, CA Metro Area",5776
47380,310M200US47380,"Waco, TX Metro Area",11022
47460,310M200US47460,"Walla Walla, WA Metro Area",5583
47580,310M200US47580,"Warner Robins, GA Metro Area",5385
47900,310M200US47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",106127
47940,310M200US47940,"Waterloo-Cedar Falls, IA Metro Area",7533
48060,310M200US48060,"Watertown-Fort Drum, NY Metro Area",6239
48140,310M200US48140,"Wausau, WI Metro Area",1795
48260,310M200US48260,"Weirton-Steubenville, WV-OH Metro Area",3680
48300,310M200US48300,"Wenatchee, WA Metro Area",1543
48540,310M200US48540,"Wheeling, WV-OH Metro Area",6866
48620,310M200US48620,"Wichita, KS Metro Area",10851
48660,310M200US48660,"Wichita Falls, TX Metro Area",14599
48700,310M200US48700,"Williamsport, PA Metro Area",5654
48900,310M200US48900,"Wilmington, NC Metro Area",8077
49020,310M200US49020,"Winchester, VA-WV Metro Area",2667
49180,310M200US49180,"Winston-Salem, NC Metro Area",13203
49340,310M200US49340,"Worcester, MA-CT Metro Area",33060
49420,310M200US49420,"Yakima, WA Metro Area",3711
49620,310M200US49620,"York-Hanover, PA Metro Area",8716
49660,310M200US49660,"Youngstown-Warren-Boardman, OH-PA Metro Area",18874
49700,310M200US49700,"Yuba City, CA Metro Area",2299
49740,310M200US49740,"Yuma, AZ Metro Area",7203
