GEO_ID_2,GEO_ID,MSA,HH_TOT,HH_FAMILY,HH_FAM_2P,HH_FAM_3P,HH_FAM_4P,HH_FAM_5P,HH_FAM_6P,HH_FAM_7P,HH_NON_FAMILY,HH_NON_FAM_1P,HH_NON_FAM_2P,HH_NON_FAM_3P,HH_NON_FAM_4P,HH_NON_FAM_5P,HH_NON_FAM_6P,HH_NON_FAM_7P
29200,310M200US29200,"Lafayette-West Lafayette, IN Metro Area",78978,45419,20678,10140,8517,3633,1627,824,33559,23572,5955,2542,1317,92,23,58
29340,310M200US29340,"Lake Charles, LA Metro Area",77933,52671,22570,13752,9841,4211,1574,723,25262,21436,3000,576,181,69,0,0
29420,310M200US29420,"Lake Havasu City-Kingman, AZ Metro Area",80832,51465,30576,8892,6019,3472,1313,1193,29367,22816,5596,666,201,54,21,13
29460,310M200US29460,"Lakeland-Winter Haven, FL Metro Area",221381,153115,74561,31941,24942,14013,4655,3003,68266,56715,10025,983,285,167,53,38
29540,310M200US29540,"Lancaster, PA Metro Area",195330,137133,63186,28638,24428,11523,4748,4610,58197,46865,9351,1483,441,16,28,13
29620,310M200US29620,"Lansing-East Lansing, MI Metro Area",182907,109372,51883,23530,20381,9045,2847,1686,73535,56438,12648,2334,1774,206,59,76
29700,310M200US29700,"Laredo, TX Metro Area",69668,56626,13022,12190,13187,9349,4770,4108,13042,10952,1638,230,141,48,12,21
29740,310M200US29740,"Las Cruces, NM Metro Area",74762,51781,20808,12725,9604,5151,2181,1312,22981,18054,3974,696,253,4,0,0
29820,310M200US29820,"Las Vegas-Henderson-Paradise, NV Metro Area",724446,465442,186684,105993,91154,47331,21299,12981,259004,202635,47329,6259,1846,537,260,138
29940,310M200US29940,"Lawrence, KS Metro Area",43729,23794,11131,5674,4841,1499,516,133,19935,13370,4218,1405,797,37,49,59
30020,310M200US30020,"Lawton, OK Metro Area",45669,30017,12497,7280,5962,2800,945,533,15652,13120,1953,300,251,28,0,0
30140,310M200US30140,"Lebanon, PA Metro Area",52267,35976,16522,8659,5998,2704,1185,908,16291,13813,2047,288,54,56,33,0
30300,310M200US30300,"Lewiston, ID-WA Metro Area",25437,16353,8625,3335,2563,995,547,288,9084,7558,1329,142,55,0,0,0
30340,310M200US30340,"Lewiston-Auburn, ME Metro Area",44636,27791,13035,6325,5814,1774,600,243,16845,13105,3240,329,138,7,0,26
30460,310M200US30460,"Lexington-Fayette, KY Metro Area",194327,121658,55839,29759,22777,8702,3161,1420,72669,56043,12627,2260,1148,487,83,21
30620,310M200US30620,"Lima, OH Metro Area",39986,26203,12177,5603,4973,2306,748,396,13783,11468,1854,300,134,23,4,0
30700,310M200US30700,"Lincoln, NE Metro Area",124015,75038,35285,15785,13628,6613,2471,1256,48977,37248,9060,1557,951,145,4,12
30780,310M200US30780,"Little Rock-North Little Rock-Conway, AR Metro Area",276358,179095,86001,42044,31644,13296,4123,1987,97263,81959,12994,1868,364,65,7,6
30860,310M200US30860,"Logan, UT-ID Metro Area",39921,29962,11633,5227,5283,3778,2433,1608,9959,7085,1488,762,409,91,94,30
30980,310M200US30980,"Longview, TX Metro Area",77215,53319,23854,11915,9652,4919,1791,1188,23896,20797,2710,247,94,48,0,0
31020,310M200US31020,"Longview, WA Metro Area",39763,26082,12760,5164,4537,1963,1142,516,13681,11039,2309,237,70,26,0,0
31080,310M200US31080,"Los Angeles-Long Beach-Anaheim, CA Metro Area",4272422,2913538,962514,673049,644771,347057,157122,129025,1358884,1051652,240649,42473,16259,4902,1662,1287
31140,310M200US31140,"Louisville/Jefferson County, KY-IN Metro Area",492904,318274,144381,75412,60724,25694,8051,4012,174630,145949,24193,3072,1114,143,109,50
31180,310M200US31180,"Lubbock, TX Metro Area",111917,70140,29945,16005,13872,6467,2592,1259,41777,31670,7279,1739,949,113,23,4
31340,310M200US31340,"Lynchburg, VA Metro Area",99343,66286,32981,15672,10344,4999,1534,756,33057,27663,3843,1210,306,24,11,0
31420,310M200US31420,"Macon, GA Metro Area",84578,56013,26302,13329,9475,4511,1331,1065,28565,25044,3116,302,63,37,0,3
31460,310M200US31460,"Madera, CA Metro Area",43159,33201,11565,6034,6625,4905,2388,1684,9958,8437,1314,132,69,6,0,0
31540,310M200US31540,"Madison, WI Metro Area",258237,154158,73608,34121,29911,11348,3550,1620,104079,77026,21015,3553,1550,647,156,132
31700,310M200US31700,"Manchester-Nashua, NH Metro Area",155208,104048,44954,24695,21791,8551,2479,1578,51160,38647,11063,1107,285,50,0,8
31740,310M200US31740,"Manhattan, KS Metro Area",34659,20034,9107,4645,4097,1401,435,349,14625,9872,3002,841,705,112,72,21
31860,310M200US31860,"Mankato-North Mankato, MN Metro Area",37476,22825,11358,4657,4258,1714,610,228,14651,10152,2748,852,579,193,91,36
31900,310M200US31900,"Mansfield, OH Metro Area",48103,30471,15477,6262,4893,2319,1024,496,17632,15233,1866,324,99,110,0,0
32580,310M200US32580,"McAllen-Edinburg-Mission, TX Metro Area",224021,183335,49683,39765,39223,28451,14381,11832,40686,34990,4809,498,291,80,18,0
32780,310M200US32780,"Medford, OR Metro Area",83487,53375,27487,11047,8576,3724,1743,798,30112,24134,5069,645,223,0,18,23
32820,310M200US32820,"Memphis, TN-MS-AR Metro Area",492066,325821,137493,79369,63887,27101,10614,7357,166245,141403,20654,2790,1034,296,45,23
32900,310M200US32900,"Merced, CA Metro Area",77692,59568,17810,12207,12108,9758,4506,3179,18124,14436,2627,581,246,211,0,23
33100,310M200US33100,"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",2047042,1330793,546803,325934,272054,116643,44123,25236,716249,587431,110844,12351,3664,1162,539,258
33140,310M200US33140,"Michigan City-La Porte, IN Metro Area",43004,28142,13158,5953,5153,2423,934,521,14862,12210,2321,170,32,126,3,0
33220,310M200US33220,"Midland, MI Metro Area",33617,23066,11540,4718,4329,1756,479,244,10551,8630,1616,211,80,14,0,0
33260,310M200US33260,"Midland, TX Metro Area",54500,37873,15113,8751,7866,3770,1352,1021,16627,13532,2598,415,82,0,0,0
33340,310M200US33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",624146,388209,174406,87038,76010,32669,11471,6615,235937,193389,35848,4990,1256,285,155,14
33460,310M200US33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",1334395,865549,373664,189190,179265,78180,27746,17504,468846,370102,80384,11274,5295,1329,276,186
33540,310M200US33540,"Missoula, MT Metro Area",46624,26664,13661,5743,4574,1593,785,308,19960,14321,4318,705,531,62,15,8
33660,310M200US33660,"Mobile, AL Metro Area",154188,103554,46038,26016,18978,7412,3314,1796,50634,44150,5574,695,178,32,0,5
33700,310M200US33700,"Modesto, CA Metro Area",169196,124736,41789,27027,26876,16145,7850,5049,44460,34907,7800,1024,502,127,42,58
33740,310M200US33740,"Monroe, LA Metro Area",66207,43456,19241,10934,8086,3467,1133,595,22751,20063,2147,312,206,0,0,23
33780,310M200US33780,"Monroe, MI Metro Area",58566,41233,18919,9175,7307,3854,1475,503,17333,14698,2110,257,219,43,6,0
33860,310M200US33860,"Montgomery, AL Metro Area",142861,94544,41754,23304,17583,7630,2495,1778,48317,42093,5200,653,322,44,5,0
34060,310M200US34060,"Morgantown, WV Metro Area",49507,28075,13948,6704,4880,1800,488,255,21432,16443,4003,692,267,4,23,0
34100,310M200US34100,"Morristown, TN Metro Area",44149,31061,14980,7131,5248,2190,1108,404,13088,11377,1369,107,187,48,0,0
34580,310M200US34580,"Mount Vernon-Anacortes, WA Metro Area",45841,31190,15399,5730,5254,2617,1197,993,14651,11573,2537,323,192,3,21,2
34620,310M200US34620,"Muncie, IN Metro Area",45761,27584,13893,5764,4880,2151,641,255,18177,13157,3380,728,644,189,79,0
34740,310M200US34740,"Muskegon, MI Metro Area",64490,43676,19867,9717,8290,3592,1498,712,20814,17576,2598,423,165,52,0,0
34820,310M200US34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",167931,110740,62459,22845,15819,6746,1878,993,57191,47289,8280,968,427,123,104,0
34900,310M200US34900,"Napa, CA Metro Area",49494,34328,14436,6885,7188,3407,1541,871,15166,12040,2485,396,115,79,12,39
34940,310M200US34940,"Naples-Immokalee-Marco Island, FL Metro Area",129888,87665,53616,12358,12006,5873,2494,1318,42223,35635,5565,655,152,216,0,0
34980,310M200US34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",664881,438865,191815,102176,87492,36544,13079,7759,226016,182391,35229,5782,2033,494,62,25
35100,310M200US35100,"New Bern, NC Metro Area",49504,34009,17592,7743,5528,2010,738,398,15495,13466,1659,293,77,0,0,0
35300,310M200US35300,"New Haven-Milford, CT Metro Area",326028,207295,88315,52256,41899,16790,5635,2400,118733,99889,16355,1484,763,198,20,24
35380,310M200US35380,"New Orleans-Metairie, LA Metro Area",475118,295553,129959,73667,55491,23679,7587,5170,179565,151186,24478,2868,696,307,14,16
35620,310M200US35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",7121206,4717809,1732277,1156821,1034951,474990,182437,136333,2403397,1986416,333703,55782,19028,5293,1981,1194
35660,310M200US35660,"Niles-Benton Harbor, MI Metro Area",61167,40269,19718,8589,7174,2929,1139,720,20898,18161,2387,223,77,37,2,11
35840,310M200US35840,"North Port-Sarasota-Bradenton, FL Metro Area",309910,194874,118009,33501,25818,11447,3896,2203,115036,95264,17546,1511,455,53,183,24
35980,310M200US35980,"Norwich-New London, CT Metro Area",106495,69416,31873,16254,13325,5318,1719,927,37079,30579,5741,589,58,85,2,25
36100,310M200US36100,"Ocala, FL Metro Area",132287,86114,51114,15586,11149,5648,1513,1104,46173,38534,6344,998,158,129,10,0
36140,310M200US36140,"Ocean City, NJ Metro Area",40412,25946,13952,5097,4282,1530,648,437,14466,12537,1679,102,55,29,64,0
36220,310M200US36220,"Odessa, TX Metro Area",50868,36204,12964,8232,8400,4125,1708,775,14664,11711,2476,201,207,8,0,61
36260,310M200US36260,"Ogden-Clearfield, UT Metro Area",197475,154078,54880,29291,30331,20897,11769,6910,43397,36015,5553,1000,549,194,6,80
36420,310M200US36420,"Oklahoma City, OK Metro Area",494884,323761,144059,73120,60769,28979,10787,6047,171123,140384,24556,3985,1864,184,81,69
36500,310M200US36500,"Olympia-Tumwater, WA Metro Area",102631,68238,32266,15131,12642,5207,2016,976,34393,27076,5787,1090,285,145,0,10
36540,310M200US36540,"Omaha-Council Bluffs, NE-IA Metro Area",344424,225879,97958,47861,45249,22104,8014,4693,118545,97172,18251,2194,623,181,84,40
36740,310M200US36740,"Orlando-Kissimmee-Sanford, FL Metro Area",798168,532416,230025,127541,104840,45262,16385,8363,265752,206332,49224,6745,2544,651,237,19
36780,310M200US36780,"Oshkosh-Neenah, WI Metro Area",68939,41687,21250,8393,7329,3234,928,553,27252,21497,4417,822,413,39,49,15
36980,310M200US36980,"Owensboro, KY Metro Area",45560,31213,14912,6623,5503,2702,970,503,14347,12258,1660,284,145,0,0,0
37100,310M200US37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",268969,198047,70432,43804,42476,22364,10161,8810,70922,55777,11291,2494,862,335,116,47
37340,310M200US37340,"Palm Bay-Melbourne-Titusville, FL Metro Area",222791,141695,76901,29062,22324,9129,2411,1868,81096,67558,11820,1388,253,48,29,0
37460,310M200US37460,"Panama City, FL Metro Area",73271,47280,23527,11106,7801,2991,1310,545,25991,21283,3973,617,99,19,0,0
37620,310M200US37620,"Parkersburg-Vienna, WV Metro Area",38622,24932,12540,5953,3870,1789,524,256,13690,11814,1601,143,94,11,0,27
37860,310M200US37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",172314,111232,56554,24378,18028,8345,2431,1496,61082,49153,10039,1439,306,131,14,0
37900,310M200US37900,"Peoria, IL Metro Area",152155,99050,47987,20496,18173,7901,2916,1577,53105,45383,6522,762,280,74,61,23
37980,310M200US37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",2230987,1445925,594789,352076,296087,132176,45485,25312,785062,653767,108346,14606,5681,1782,489,391
38060,310M200US38060,"Phoenix-Mesa-Scottsdale, AZ Metro Area",1570117,1036417,448628,212573,194601,101063,47853,31699,533700,420698,94865,12645,4003,1014,260,215
38220,310M200US38220,"Pine Bluff, AR Metro Area",35493,22737,10598,5795,3740,1757,604,243,12756,11508,1053,84,111,0,0,0
38300,310M200US38300,"Pittsburgh, PA Metro Area",991522,611943,301174,141539,110907,40667,12306,5350,379579,320471,49944,6178,2073,583,213,117
38340,310M200US38340,"Pittsfield, MA Metro Area",55240,33021,17014,7732,5581,1990,495,209,22219,18971,2862,287,65,18,16,0
38540,310M200US38540,"Pocatello, ID Metro Area",30394,20064,8599,4305,3279,2328,1057,496,10330,8092,1600,381,162,66,29,0
38860,310M200US38860,"Portland-South Portland, ME Metro Area",214667,134957,65655,31380,25159,8336,3036,1391,79710,61486,15535,1694,765,207,11,12
38900,310M200US38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",886763,565325,243873,128934,113353,48971,18025,12169,321438,242425,63628,9885,4025,1062,330,83
38940,310M200US38940,"Port St. Lucie, FL Metro Area",169850,110529,59822,22622,16645,7188,2873,1379,59321,49956,8387,782,196,0,0,0
39140,310M200US39140,"Prescott, AZ Metro Area",92310,58562,35543,9960,7317,3482,1334,926,33748,27770,5179,591,108,100,0,0
39300,310M200US39300,"Providence-Warwick, RI-MA Metro Area",622631,396417,170693,98217,81966,31432,9491,4618,226214,183831,34873,4967,1913,514,92,24
39340,310M200US39340,"Provo-Orem, UT Metro Area",151570,124736,37220,21329,23504,19218,13617,9848,26834,18279,3383,2196,2250,310,408,8
39380,310M200US39380,"Pueblo, CO Metro Area",62888,40660,19027,8997,7373,3380,1194,689,22228,18646,3170,274,103,35,0,0
39460,310M200US39460,"Punta Gorda, FL Metro Area",71856,46876,32093,7409,4644,1869,595,266,24980,21054,3499,338,56,33,0,0
39540,310M200US39540,"Racine, WI Metro Area",75183,50245,22997,10919,9582,4406,1596,745,24938,20600,3653,491,76,86,32,0
39580,310M200US39580,"Raleigh, NC Metro Area",450125,306186,124500,74437,67054,26450,9066,4679,143939,115026,23123,3983,1525,218,25,39
39660,310M200US39660,"Rapid City, SD Metro Area",56022,36665,18484,7691,6023,3089,902,476,19357,16082,2773,406,40,17,32,7
39740,310M200US39740,"Reading, PA Metro Area",153312,105998,46167,24770,20454,8894,3623,2090,47314,37989,7793,1068,325,53,69,17
39820,310M200US39820,"Redding, CA Metro Area",69375,44950,23374,9423,6540,3551,1471,591,24425,19548,3766,700,309,54,33,15
39900,310M200US39900,"Reno, NV Metro Area",168112,103726,46374,22982,19482,8561,3903,2424,64386,49724,12097,1715,639,192,8,11
40060,310M200US40060,"Richmond, VA Metro Area",468648,304729,136067,73443,59500,24054,7829,3836,163919,134109,24263,3868,1265,310,50,54
40140,310M200US40140,"Riverside-San Bernardino-Ontario, CA Metro Area",1313557,979189,311499,205533,210930,133781,65442,52004,334368,265565,55487,8025,3281,1359,447,204
40220,310M200US40220,"Roanoke, VA Metro Area",128764,83580,42512,19183,13291,5522,1890,1182,45184,38386,5923,554,263,52,0,6
40340,310M200US40340,"Rochester, MN Metro Area",82939,55974,26166,11199,11338,4809,1611,851,26965,22339,4025,327,188,71,15,0
40380,310M200US40380,"Rochester, NY Metro Area",430459,268759,125812,62433,49572,20202,7005,3735,161700,130989,25522,3515,1316,268,60,30
40420,310M200US40420,"Rockford, IL Metro Area",132041,88592,38676,19585,17569,7899,2934,1929,43449,36750,5811,688,178,22,0,0
40580,310M200US40580,"Rocky Mount, NC Metro Area",57737,38088,17716,9684,6031,2877,1100,680,19649,16817,2388,247,178,10,9,0
40660,310M200US40660,"Rome, GA Metro Area",34874,23513,10316,5526,4438,1815,1018,400,11361,9480,1553,223,59,46,0,0
40900,310M200US40900,"Sacramento--Roseville--Arden-Arcade, CA Metro Area",797135,529877,213758,118253,108521,51894,22182,15269,267258,207407,46730,8054,3408,867,548,244
40980,310M200US40980,"Saginaw, MI Metro Area",77925,49689,23557,10855,8876,4432,1022,947,28236,24280,3137,506,154,119,14,26
41060,310M200US41060,"St. Cloud, MN Metro Area",72897,47374,21862,9945,8826,4663,1371,707,25523,18398,5253,1027,574,156,19,96
41100,310M200US41100,"St. George, UT Metro Area",48920,37180,17810,5494,5479,3961,2773,1663,11740,9631,1454,310,126,117,94,8
41140,310M200US41140,"St. Joseph, MO-KS Metro Area",46849,30365,14527,6441,5617,2414,721,645,16484,13600,2473,247,143,15,6,0
41180,310M200US41180,"St. Louis, MO-IL Metro Area",1104672,719326,322520,169176,139811,59263,18762,9794,385346,325438,51200,6321,1761,506,96,24
41420,310M200US41420,"Salem, OR Metro Area",142454,98277,42052,20783,18179,9997,4403,2863,44177,35418,6640,1039,631,204,198,47
41500,310M200US41500,"Salinas, CA Metro Area",125402,90914,29636,18649,18633,12456,6284,5256,34488,27032,5909,831,331,282,59,44
41540,310M200US41540,"Salisbury, MD-DE Metro Area",147330,98206,51312,20642,15797,6692,2380,1383,49124,39649,7440,1339,531,85,75,5
41620,310M200US41620,"Salt Lake City, UT Metro Area",370523,262544,90808,55806,52325,32902,17638,13065,107979,84364,17705,3648,1665,332,220,45
41660,310M200US41660,"San Angelo, TX Metro Area",43483,27907,12839,6318,5415,2026,802,507,15576,13038,2169,281,77,0,0,11
41700,310M200US41700,"San Antonio-New Braunfels, TX Metro Area",779381,539835,208788,126204,108661,57685,22881,15616,239546,198164,34398,4748,1712,362,143,19
41740,310M200US41740,"San Diego-Carlsbad, CA Metro Area",1094157,731328,281791,170966,153996,72385,30947,21243,362829,267512,75805,12654,4700,1414,437,307
41860,310M200US41860,"San Francisco-Oakland-Hayward, CA Metro Area",1660221,1046725,406814,251609,224673,96707,38477,28445,613496,459860,117491,22840,8893,2574,835,1003
41940,310M200US41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",638661,460455,155455,112994,111368,46188,18233,16217,178206,134605,32679,6587,2587,1151,292,305
42020,310M200US42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",103576,65508,32647,13287,11516,5095,1841,1122,38068,27089,7613,1749,994,525,54,44
42100,310M200US42100,"Santa Cruz-Watsonville, CA Metro Area",94802,59675,25115,12414,12536,5453,2127,2030,35127,24995,7200,1593,690,240,316,93
42140,310M200US42140,"Santa Fe, NM Metro Area",61179,36482,20023,6779,5589,2519,1172,400,24697,20100,4022,390,164,17,4,0
42200,310M200US42200,"Santa Maria-Santa Barbara, CA Metro Area",142713,93473,35504,20256,16916,11440,4727,4630,49240,35414,9209,1904,1409,600,360,344
42220,310M200US42220,"Santa Rosa, CA Metro Area",187782,118467,51439,26630,24152,9947,3276,3023,69315,53124,12768,2102,986,261,25,49
42340,310M200US42340,"Savannah, GA Metro Area",134785,87366,38189,20884,16819,7378,2679,1417,47419,38092,7656,1114,393,124,20,20
42540,310M200US42540,"Scranton--Wilkes-Barre--Hazleton, PA Metro Area",224620,141530,65991,33978,25476,10187,3837,2061,83090,71520,9827,1067,502,102,17,55
42660,310M200US42660,"Seattle-Tacoma-Bellevue, WA Metro Area",1398003,877774,373237,209162,181885,70169,27102,16219,520229,397605,99152,14491,5675,2153,582,571
42680,310M200US42680,"Sebastian-Vero Beach, FL Metro Area",57825,36247,22520,5974,4470,2263,645,375,21578,18587,2663,247,64,17,0,0
42700,310M200US42700,"Sebring, FL Metro Area",40397,25837,16053,3947,3818,1131,559,329,14560,12680,1656,174,36,0,14,0
43100,310M200US43100,"Sheboygan, WI Metro Area",46701,30905,15904,5930,5160,2357,937,617,15796,13325,2129,219,45,73,5,0
43300,310M200US43300,"Sherman-Denison, TX Metro Area",47215,32294,14699,7390,5607,2856,1116,626,14921,12541,1831,307,154,48,22,18
43340,310M200US43340,"Shreveport-Bossier City, LA Metro Area",171125,109564,49485,26812,19940,8442,3136,1749,61561,54584,5841,891,152,69,5,19
43420,310M200US43420,"Sierra Vista-Douglas, AZ Metro Area",48825,32200,16186,6247,5558,2396,1309,504,16625,14124,2342,94,65,0,0,0
43580,310M200US43580,"Sioux City, IA-NE-SD Metro Area",64185,43437,20371,8362,7718,4597,1533,856,20748,17402,2731,508,35,66,6,0
43620,310M200US43620,"Sioux Falls, SD Metro Area",93950,61621,28490,12325,11719,5689,2247,1151,32329,25977,5469,555,182,114,32,0
43780,310M200US43780,"South Bend-Mishawaka, IN-MI Metro Area",122106,79128,36884,17983,14252,5982,2749,1278,42978,35832,5939,925,162,91,29,0
43900,310M200US43900,"Spartanburg, SC Metro Area",121558,84274,38019,19496,16105,7139,2003,1512,37284,32263,4084,613,260,0,24,40
44060,310M200US44060,"Spokane-Spokane Valley, WA Metro Area",212546,135727,65826,27695,24709,10403,4433,2661,76819,60936,12914,1881,598,358,132,0
44100,310M200US44100,"Springfield, IL Metro Area",88029,54423,26137,12452,9536,4073,1479,746,33606,27902,4792,612,249,34,17,0
44140,310M200US44140,"Springfield, MA Metro Area",235531,149875,63957,37185,30962,11065,4068,2638,85656,68375,13801,1874,1267,231,71,37
44180,310M200US44180,"Springfield, MO Metro Area",178510,114839,55472,25244,20793,8322,2825,2183,63671,49803,11138,1908,746,61,15,0
44220,310M200US44220,"Springfield, OH Metro Area",54809,35980,16913,8081,6079,3246,1243,418,18829,15778,2480,354,124,93,0,0
44300,310M200US44300,"State College, PA Metro Area",57183,32532,15904,7772,5707,1960,645,544,24651,16350,4587,1849,1312,423,109,21
44420,310M200US44420,"Staunton-Waynesboro, VA Metro Area",47568,32221,15831,7610,5320,2396,659,405,15347,13069,1858,239,124,57,0,0
44700,310M200US44700,"Stockton-Lodi, CA Metro Area",219073,163845,52851,35669,35933,22385,9476,7531,55228,43549,9031,1645,668,216,41,78
44940,310M200US44940,"Sumter, SC Metro Area",40571,27769,11989,7477,4580,2483,687,553,12802,11069,1390,322,21,0,0,0
45060,310M200US45060,"Syracuse, NY Metro Area",256229,160300,71698,38550,29921,12817,4464,2850,95929,77094,15393,2344,749,242,65,42
45220,310M200US45220,"Tallahassee, FL Metro Area",143900,83490,38364,21385,14706,5950,2001,1084,60410,42795,11446,4147,1829,141,18,34
45300,310M200US45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",1145501,702244,344911,159059,122861,48439,16882,10092,443257,363335,68929,7573,2307,831,168,114
45460,310M200US45460,"Terre Haute, IN Metro Area",64837,41756,19817,9602,7230,3439,1004,664,23081,18994,3410,383,246,30,8,10
45500,310M200US45500,"Texarkana, TX-AR Metro Area",55634,37736,17620,8840,6676,3211,844,545,17898,15625,1897,276,60,40,0,0
45540,310M200US45540,"The Villages, FL Metro Area",48039,32883,28026,2454,1357,554,263,229,15156,13113,1952,81,0,10,0,0
45780,310M200US45780,"Toledo, OH Metro Area",243939,149460,68731,35018,28404,11464,3973,1870,94479,77007,14125,2227,795,174,94,57
45820,310M200US45820,"Topeka, KS Metro Area",93364,60175,29520,11851,10661,4898,2053,1192,33189,27898,4244,776,230,27,10,4
45940,310M200US45940,"Trenton, NJ Metro Area",130546,88299,34729,21555,19524,8101,2732,1658,42247,35468,5418,800,338,192,31,0
46060,310M200US46060,"Tucson, AZ Metro Area",389658,239972,114574,50124,40457,20912,8847,5058,149686,119767,24469,3324,1698,376,19,33
46140,310M200US46140,"Tulsa, OK Metro Area",372665,248034,112131,55479,45438,22073,8336,4577,124631,104541,16677,2419,759,136,76,23
46220,310M200US46220,"Tuscaloosa, AL Metro Area",82699,54760,24503,13486,10810,3964,1091,906,27939,23509,3583,569,274,4,0,0
46340,310M200US46340,"Tyler, TX Metro Area",78778,53709,25004,11326,9252,4627,1984,1516,25069,20991,3201,461,334,75,0,7
46520,310M200US46520,"Urban Honolulu, HI Metro Area",309602,217945,77079,51541,42870,21754,10969,13732,91657,71621,15680,2931,939,289,115,82
46540,310M200US46540,"Utica-Rome, NY Metro Area",116974,73125,34141,16368,13355,6085,1935,1241,43849,36725,6289,573,180,61,21,0
46660,310M200US46660,"Valdosta, GA Metro Area",51033,32277,13722,7737,5780,3233,1331,474,18756,14601,2959,854,285,38,19,0
46700,310M200US46700,"Vallejo-Fairfield, CA Metro Area",143612,103174,39252,24264,21295,11049,4291,3023,40438,31739,7083,1027,425,118,15,31
47020,310M200US47020,"Victoria, TX Metro Area",35391,25166,10903,6217,4048,2442,782,774,10225,8685,1321,171,18,30,0,0
47220,310M200US47220,"Vineland-Bridgeton, NJ Metro Area",50368,35059,13060,9047,7085,3359,1251,1257,15309,12318,2485,127,162,148,16,53
47260,310M200US47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",631299,425277,183246,107700,80916,35957,11251,6207,206022,166848,31796,4999,1737,477,98,67
47300,310M200US47300,"Visalia-Porterville, CA Metro Area",133570,104130,29881,21047,22919,15587,8412,6284,29440,23272,4657,989,245,79,114,84
47380,310M200US47380,"Waco, TX Metro Area",92187,61229,26820,13518,11667,5378,2322,1524,30958,24901,4385,917,563,141,39,12
47460,310M200US47460,"Walla Walla, WA Metro Area",23382,14770,7236,3017,2599,1179,508,231,8612,7422,992,99,68,31,0,0
47580,310M200US47580,"Warner Robins, GA Metro Area",67659,47443,19677,12119,9153,4368,1464,662,20216,17422,2385,209,116,71,0,13
47900,310M200US47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",2135657,1408440,536156,338064,307007,138292,55608,33313,727217,578019,116845,19939,8195,2691,982,546
47940,310M200US47940,"Waterloo-Cedar Falls, IA Metro Area",66958,40999,21117,8367,6755,3290,1136,334,25959,20694,3872,695,619,24,55,0
48060,310M200US48060,"Watertown-Fort Drum, NY Metro Area",44306,30116,12618,7675,6008,2486,725,604,14190,11659,2164,222,114,24,0,7
48140,310M200US48140,"Wausau, WI Metro Area",53848,36303,18114,7506,6500,2599,919,665,17545,14502,2648,341,45,5,4,0
48260,310M200US48260,"Weirton-Steubenville, WV-OH Metro Area",50882,32842,17024,7176,5262,2095,887,398,18040,15691,2011,253,75,2,0,8
48300,310M200US48300,"Wenatchee, WA Metro Area",41264,29146,14064,5967,4362,2515,1494,744,12118,10043,1824,213,34,4,0,0
48540,310M200US48540,"Wheeling, WV-OH Metro Area",59912,37967,19811,8100,6512,2469,749,326,21945,19039,2405,305,76,93,27,0
48620,310M200US48620,"Wichita, KS Metro Area",242912,159533,70692,33564,29714,15110,6740,3713,83379,71823,9946,1225,251,114,14,6
48660,310M200US48660,"Wichita Falls, TX Metro Area",55437,36174,16487,8584,6411,3069,1158,465,19263,16473,2409,242,139,0,0,0
48700,310M200US48700,"Williamsport, PA Metro Area",45906,29537,14790,6188,5219,2199,758,383,16369,13408,2633,239,62,24,3,0
48900,310M200US48900,"Wilmington, NC Metro Area",108533,65424,32367,14431,12653,4012,1366,595,43109,33319,7471,1970,286,37,15,11
49020,310M200US49020,"Winchester, VA-WV Metro Area",50257,32371,15060,7121,5948,2755,918,569,17886,14924,2408,483,43,18,10,0
49180,310M200US49180,"Winston-Salem, NC Metro Area",257656,170293,81259,38427,30367,12816,5202,2222,87363,74362,11122,1169,608,72,0,30
49340,310M200US49340,"Worcester, MA-CT Metro Area",345452,230544,95495,56065,50236,19545,6506,2697,114908,92270,18845,2696,755,230,50,62
49420,310M200US49420,"Yakima, WA Metro Area",79972,57541,20929,11154,11157,7873,3876,2552,22431,18302,3278,499,211,51,76,14
49620,310M200US49620,"York-Hanover, PA Metro Area",167416,116539,53462,26676,22642,9236,3073,1450,50877,41383,8266,704,399,84,12,29
49660,310M200US49660,"Youngstown-Warren-Boardman, OH-PA Metro Area",230164,146502,72707,33103,24303,10624,3662,2103,83662,73409,8722,888,467,110,38,28
49700,310M200US49700,"Yuba City, CA Metro Area",57056,41634,15084,9194,8637,4535,2434,1750,15422,11975,2618,565,116,106,35,7
