GEO_ID_2,GEO_ID,MSA,HH_TOT,HH_FAMILY,HH_FAM_2P,HH_FAM_3P,HH_FAM_4P,HH_FAM_5P,HH_FAM_6P,HH_FAM_7P,HH_NON_FAMILY,HH_NON_FAM_1P,HH_NON_FAM_2P,HH_NON_FAM_3P,HH_NON_FAM_4P,HH_NON_FAM_5P,HH_NON_FAM_6P,HH_NON_FAM_7P
19740,310M200US19740,"Denver-Aurora-Lakewood, CO Metro Area",1042103,658359,277653,148937,135654,58028,23675,14412,383744,300342,71058,8892,2544,633,163,112
19780,310M200US19780,"Des Moines-West Des Moines, IA Metro Area",233390,154650,66365,34407,31145,15183,5286,2264,78740,63171,13120,1980,406,54,5,4
19820,310M200US19820,"Detroit-Warren-Dearborn, MI Metro Area",1662948,1081123,462432,251208,217031,94218,36041,20193,581825,499096,71872,7528,2491,575,134,129
20020,310M200US20020,"Dothan, AL Metro Area",56845,38150,19338,8475,6691,2443,727,476,18695,16353,1955,268,75,33,11,0
20100,310M200US20100,"Dover, DE Metro Area",60571,42277,18054,9785,8186,3816,1449,987,18294,14443,3286,353,132,41,39,0
20220,310M200US20220,"Dubuque, IA Metro Area",37891,24814,12019,4863,4891,1902,764,375,13077,10646,1837,374,148,72,0,0
20260,310M200US20260,"Duluth, MN-WI Metro Area",116524,70026,36090,14366,12238,4966,1535,831,46498,37966,6325,1113,648,354,90,2
20500,310M200US20500,"Durham-Chapel Hill, NC Metro Area",210161,128281,61541,29341,23732,8726,3345,1596,81880,64282,13623,2757,860,321,10,27
20700,310M200US20700,"East Stroudsburg, PA Metro Area",57297,41743,17124,9995,8350,3801,1566,907,15554,12010,2810,484,190,51,9,0
20740,310M200US20740,"Eau Claire, WI Metro Area",64766,40100,20133,7918,7146,3217,1029,657,24666,18793,4641,828,334,56,0,14
20940,310M200US20940,"El Centro, CA Metro Area",46452,35874,9941,8611,8014,5107,2286,1915,10578,9060,1097,192,146,79,0,4
21060,310M200US21060,"Elizabethtown-Fort Knox, KY Metro Area",56278,39717,17543,9031,7880,3617,1133,513,16561,14181,2053,189,86,23,7,22
21140,310M200US21140,"Elkhart-Goshen, IN Metro Area",70439,50577,21380,10191,9846,5229,2315,1616,19862,16329,2873,482,118,25,35,0
21300,310M200US21300,"Elmira, NY Metro Area",35167,21951,10919,4730,3879,1538,528,357,13216,10512,2355,267,74,6,2,0
21340,310M200US21340,"El Paso, TX Metro Area",260580,195692,63288,48083,43407,24678,9885,6351,64888,56369,6882,1146,372,58,48,13
21500,310M200US21500,"Erie, PA Metro Area",109934,69932,33072,15390,12890,5678,1875,1027,40002,32958,5944,695,319,65,21,0
21660,310M200US21660,"Eugene, OR Metro Area",146235,86645,43434,19268,14337,6178,2107,1321,59590,42855,12182,2866,1053,403,168,63
21780,310M200US21780,"Evansville, IN-KY Metro Area",125940,81857,39858,18103,14715,5812,2251,1118,44083,37897,5300,617,145,115,5,4
21820,310M200US21820,"Fairbanks, AK Metro Area",35582,22810,9691,5071,4597,2070,845,536,12772,9784,2548,320,97,23,0,0
22020,310M200US22020,"Fargo, ND-MN Metro Area",91450,52742,23899,12530,10121,4329,1367,496,38708,29043,7579,1349,609,112,8,8
22140,310M200US22140,"Farmington, NM Metro Area",40643,29352,11939,6179,5507,3135,1367,1225,11291,9521,1603,91,66,10,0,0
22180,310M200US22180,"Fayetteville, NC Metro Area",139633,92857,39629,24294,17639,7699,2101,1495,46776,40082,5637,725,266,54,12,0
22220,310M200US22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",182048,124939,52572,26868,25694,11990,4803,3012,57109,44673,10000,1558,692,170,7,9
22380,310M200US22380,"Flagstaff, AZ Metro Area",46619,29887,13418,6056,5141,2734,1293,1245,16732,11051,3975,1004,629,62,11,0
22420,310M200US22420,"Flint, MI Metro Area",165268,106647,47599,25676,19153,9539,3052,1628,58621,49255,8205,686,293,116,52,14
22500,310M200US22500,"Florence, SC Metro Area",78264,53667,24128,13292,9273,4522,1661,791,24597,21637,2488,239,181,35,9,8
22520,310M200US22520,"Florence-Muscle Shoals, AL Metro Area",60816,40191,20573,9088,6835,2570,817,308,20625,17881,2325,352,58,9,0,0
22540,310M200US22540,"Fond du Lac, WI Metro Area",41069,27232,13252,5935,4881,2195,699,270,13837,11620,1854,284,67,3,0,9
22660,310M200US22660,"Fort Collins, CO Metro Area",125138,78216,38630,16140,14660,5954,1969,863,46922,30912,10960,4150,838,60,0,2
22900,310M200US22900,"Fort Smith, AR-OK Metro Area",106944,73926,33520,17023,13303,6356,2104,1620,33018,28720,3430,508,201,87,72,0
23060,310M200US23060,"Fort Wayne, IN Metro Area",164519,109192,47831,24955,21063,9599,3705,2039,55327,46825,6952,993,385,114,58,0
23420,310M200US23420,"Fresno, CA Metro Area",296305,216106,68094,47161,44384,29992,14566,11909,80199,63305,13047,2184,1101,246,176,140
23460,310M200US23460,"Gadsden, AL Metro Area",39899,27595,13453,6435,4705,1954,639,409,12304,10941,1206,71,61,18,7,0
23540,310M200US23540,"Gainesville, FL Metro Area",102890,56472,28144,12826,9817,3616,1512,557,46418,32947,9218,2734,1406,80,33,0
23580,310M200US23580,"Gainesville, GA Metro Area",61992,45810,18118,9901,8471,5563,2103,1654,16182,13370,2193,500,94,25,0,0
23900,310M200US23900,"Gettysburg, PA Metro Area",38193,27376,12840,6306,4917,2140,729,444,10817,9019,1490,129,99,54,10,16
24020,310M200US24020,"Glens Falls, NY Metro Area",51025,33461,16605,7263,6073,2285,850,385,17564,14215,2974,344,28,3,0,0
24140,310M200US24140,"Goldsboro, NC Metro Area",47530,31600,14514,7586,5671,2337,990,502,15930,13256,2017,517,54,52,0,34
24220,310M200US24220,"Grand Forks, ND-MN Metro Area",41244,23958,11543,5151,4355,1789,757,363,17286,13148,2750,955,331,75,18,9
24260,310M200US24260,"Grand Island, NE Metro Area",31967,21453,9876,4550,3855,2062,697,413,10514,8454,1759,203,51,39,8,0
24300,310M200US24300,"Grand Junction, CO Metro Area",59215,38714,19076,8481,6472,2944,1092,649,20501,16153,3475,545,299,29,0,0
24340,310M200US24340,"Grand Rapids-Wyoming, MI Metro Area",375364,257886,111985,53796,51225,26171,9328,5381,117478,93083,18572,3145,2078,376,121,103
24420,310M200US24420,"Grants Pass, OR Metro Area",34527,22089,12370,3992,3174,1489,657,407,12438,10082,2002,320,22,0,0,12
24500,310M200US24500,"Great Falls, MT Metro Area",33784,21168,10631,4477,3477,1686,612,285,12616,10694,1666,193,50,10,3,0
24540,310M200US24540,"Greeley, CO Metro Area",94294,68305,27400,14147,14271,7930,2660,1897,25989,20030,4561,759,488,73,49,29
24580,310M200US24580,"Green Bay, WI Metro Area",124264,81408,38258,16981,16216,6865,1888,1200,42856,34692,7080,744,234,18,33,55
24660,310M200US24660,"Greensboro-High Point, NC Metro Area",291630,189747,87422,44762,34140,15230,5343,2850,101883,85068,14385,1647,588,96,82,17
24780,310M200US24780,"Greenville, NC Metro Area",67502,40239,18183,9718,7958,2977,885,518,27263,19686,5051,1290,1212,4,11,9
24860,310M200US24860,"Greenville-Anderson-Mauldin, SC Metro Area",323691,218963,102141,51526,40953,16596,5289,2458,104728,88508,12854,2238,1005,91,26,6
25060,310M200US25060,"Gulfport-Biloxi-Pascagoula, MS Metro Area",144715,96585,45318,22507,16393,7565,3178,1624,48130,39710,7073,1011,265,16,0,55
25180,310M200US25180,"Hagerstown-Martinsburg, MD-WV Metro Area",97058,66556,29284,15190,12772,5987,2116,1207,30502,24882,4668,634,173,0,85,60
25220,310M200US25220,"Hammond, LA Metro Area",45483,30976,13098,8118,5478,2827,1035,420,14507,11883,2159,262,145,53,5,0
25260,310M200US25260,"Hanford-Corcoran, CA Metro Area",41554,31863,10189,7739,5876,4091,2566,1402,9691,7296,1748,312,212,23,33,67
25420,310M200US25420,"Harrisburg-Carlisle, PA Metro Area",223658,144257,68529,33182,26156,10091,3841,2458,79401,65832,11243,1604,594,127,0,1
25500,310M200US25500,"Harrisonburg, VA Metro Area",46034,29592,13916,6286,5303,2366,1075,646,16442,11440,2654,1005,1182,46,0,115
25540,310M200US25540,"Hartford-West Hartford-East Hartford, CT Metro Area",466946,306718,134643,72624,63400,25718,7209,3124,160228,131825,24139,2842,1020,334,54,14
25620,310M200US25620,"Hattiesburg, MS Metro Area",54240,36447,15024,9604,7061,3147,992,619,17793,13970,2624,856,315,28,0,0
25860,310M200US25860,"Hickory-Lenoir-Morganton, NC Metro Area",137968,92771,45498,20985,15829,6928,2420,1111,45197,38936,5482,448,327,4,0,0
25940,310M200US25940,"Hilton Head Island-Bluffton-Beaufort, SC Metro Area",75070,51146,29455,9317,7441,3061,1259,613,23924,19752,3363,503,299,7,0,0
25980,310M200US25980,"Hinesville, GA Metro Area",27960,20380,8223,5067,4167,1920,684,319,7580,6112,1231,102,115,20,0,0
26140,310M200US26140,"Homosassa Springs, FL Metro Area",61012,39016,24700,6403,4655,2117,816,325,21996,18703,2913,191,109,0,17,63
26300,310M200US26300,"Hot Springs, AR Metro Area",40290,25951,14273,5269,4110,1358,565,376,14339,11667,2238,316,84,34,0,0
26380,310M200US26380,"Houma-Thibodaux, LA Metro Area",75678,53169,21424,13268,11014,4931,1815,717,22509,18254,3449,579,131,91,5,0
26420,310M200US26420,"Houston-The Woodlands-Sugar Land, TX Metro Area",2168642,1530226,553847,357056,331563,175601,67880,44279,638416,528708,92716,11525,3487,1330,398,252
26580,310M200US26580,"Huntington-Ashland, WV-KY-OH Metro Area",143496,94712,46963,22249,15771,6768,1980,981,48784,41563,5915,855,376,69,6,0
26620,310M200US26620,"Huntsville, AL Metro Area",169980,112844,52534,26437,22116,8113,2453,1191,57136,49939,5980,704,439,74,0,0
26820,310M200US26820,"Idaho Falls, ID Metro Area",45797,34187,13858,6457,5823,4108,2370,1571,11610,9883,1446,263,18,0,0,0
26900,310M200US26900,"Indianapolis-Carmel-Anderson, IN Metro Area",741817,482734,208369,111662,96507,43000,15660,7536,259083,214725,37809,4576,1394,456,105,18
26980,310M200US26980,"Iowa City, IA Metro Area",64364,36527,17427,7311,6797,3345,1057,590,27837,18902,5967,1817,920,221,0,10
27060,310M200US27060,"Ithaca, NY Metro Area",38460,20250,9760,4562,4029,1269,389,241,18210,12549,3969,923,391,241,60,77
27100,310M200US27100,"Jackson, MI Metro Area",60591,39930,19506,8286,6738,3384,1344,672,20661,17475,2782,213,179,12,0,0
27140,310M200US27140,"Jackson, MS Metro Area",207730,143161,60534,34434,27647,13241,4726,2579,64569,56368,6766,1030,293,73,39,0
27180,310M200US27180,"Jackson, TN Metro Area",48293,32623,15765,7723,5285,2329,1036,485,15670,13480,1579,488,90,25,3,5
27260,310M200US27260,"Jacksonville, FL Metro Area",522706,343061,157537,80714,64090,26209,9787,4724,179645,146813,27755,3306,1240,237,114,180
27340,310M200US27340,"Jacksonville, NC Metro Area",62185,44838,18436,12333,8170,3888,1323,688,17347,13995,2736,411,157,48,0,0
27500,310M200US27500,"Janesville-Beloit, WI Metro Area",63845,42099,19037,9319,8174,3696,1266,607,21746,17594,3627,324,124,34,17,26
27620,310M200US27620,"Jefferson City, MO Metro Area",56274,37095,17411,8125,6693,3149,1205,512,19179,16295,2576,175,122,0,0,11
27740,310M200US27740,"Johnson City, TN Metro Area",83960,54064,28074,12331,9147,2988,1024,500,29896,25358,3795,603,96,15,29,0
27780,310M200US27780,"Johnstown, PA Metro Area",57465,36531,18400,8348,5949,2603,836,395,20934,18400,2147,231,143,0,0,13
27860,310M200US27860,"Jonesboro, AR Metro Area",48010,32284,14376,8368,6020,2296,727,497,15726,12610,2445,410,180,81,0,0
27900,310M200US27900,"Joplin, MO Metro Area",67615,45479,19721,10719,8498,4087,1479,975,22136,18055,3486,333,242,15,5,0
27980,310M200US27980,"Kahului-Wailuku-Lahaina, HI Metro Area",53517,36696,14351,7783,6983,3586,2055,1938,16821,12832,3174,458,266,41,30,20
28020,310M200US28020,"Kalamazoo-Portage, MI Metro Area",128708,79778,37823,17522,14776,6232,1955,1470,48930,37740,8279,1702,944,98,153,14
28100,310M200US28100,"Kankakee, IL Metro Area",40880,27599,12207,6116,5412,2427,1089,348,13281,10945,1955,312,42,0,0,27
28140,310M200US28140,"Kansas City, MO-KS Metro Area",800071,520597,227625,118238,102691,46801,16184,9058,279474,231494,40892,4779,1633,485,105,86
28420,310M200US28420,"Kennewick-Richland, WA Metro Area",92155,65837,26480,13674,12280,7690,3922,1791,26318,21956,3531,573,205,53,0,0
28660,310M200US28660,"Killeen-Temple, TX Metro Area",139178,101049,40718,23527,20890,10627,3579,1708,38129,32469,4634,789,209,25,0,3
28700,310M200US28700,"Kingsport-Bristol-Bristol, TN-VA Metro Area",129358,86422,43963,21410,13360,5313,1422,954,42936,37769,4538,450,143,17,19,0
28740,310M200US28740,"Kingston, NY Metro Area",69474,43342,20377,10032,8375,2639,1283,636,26132,21012,4446,475,101,60,23,15
28940,310M200US28940,"Knoxville, TN Metro Area",341889,221154,108047,52289,36855,15988,5225,2750,120735,101316,15655,2399,1057,234,64,10
29020,310M200US29020,"Kokomo, IN Metro Area",34413,22281,11067,4764,3908,1760,602,180,12132,10540,1370,101,85,36,0,0
29100,310M200US29100,"La Crosse-Onalaska, WI-MN Metro Area",54231,33393,16848,6696,5357,2907,1054,531,20838,15304,3736,875,525,357,34,7
29180,310M200US29180,"Lafayette, LA Metro Area",178790,118406,49578,30232,22567,10435,3659,1935,60384,49884,8407,1585,438,60,10,0
