GEO_ID_2,GEO_ID,MSA,HH_TOT,HH_FAMILY,HH_MAR_FAM,HH_OTHER_FAM,HH_MALE_FAM,HH_FEMALE_FAM,HH_NON_FAMILY,HH_LIVING_ALONE,HH_NOT_LIVING_ALONE
24020,310M200US24020,"Glens Falls, NY Metro Area",51025,33461,25044,8417,2238,6179,17564,14215,3349
24140,310M200US24140,"Goldsboro, NC Metro Area",47530,31600,21152,10448,2059,8389,15930,13256,2674
24220,310M200US24220,"Grand Forks, ND-MN Metro Area",41244,23958,19004,4954,1827,3127,17286,13148,4138
24260,310M200US24260,"Grand Island, NE Metro Area",31967,21453,16553,4900,1365,3535,10514,8454,2060
24300,310M200US24300,"Grand Junction, CO Metro Area",59215,38714,29335,9379,2710,6669,20501,16153,4348
24340,310M200US24340,"Grand Rapids-Wyoming, MI Metro Area",375364,257886,200212,57674,15870,41804,117478,93083,24395
24420,310M200US24420,"Grants Pass, OR Metro Area",34527,22089,16820,5269,1673,3596,12438,10082,2356
24500,310M200US24500,"Great Falls, MT Metro Area",33784,21168,16084,5084,1545,3539,12616,10694,1922
24540,310M200US24540,"Greeley, CO Metro Area",94294,68305,53766,14539,5049,9490,25989,20030,5959
24580,310M200US24580,"Green Bay, WI Metro Area",124264,81408,63881,17527,5791,11736,42856,34692,8164
24660,310M200US24660,"Greensboro-High Point, NC Metro Area",291630,189747,132967,56780,13884,42896,101883,85068,16815
24780,310M200US24780,"Greenville, NC Metro Area",67502,40239,26456,13783,2605,11178,27263,19686,7577
24860,310M200US24860,"Greenville-Anderson-Mauldin, SC Metro Area",323691,218963,162942,56021,13891,42130,104728,88508,16220
25060,310M200US25060,"Gulfport-Biloxi-Pascagoula, MS Metro Area",144715,96585,64896,31689,8047,23642,48130,39710,8420
25180,310M200US25180,"Hagerstown-Martinsburg, MD-WV Metro Area",97058,66556,49063,17493,5120,12373,30502,24882,5620
25220,310M200US25220,"Hammond, LA Metro Area",45483,30976,20675,10301,2196,8105,14507,11883,2624
25260,310M200US25260,"Hanford-Corcoran, CA Metro Area",41554,31863,21165,10698,3037,7661,9691,7296,2395
25420,310M200US25420,"Harrisburg-Carlisle, PA Metro Area",223658,144257,109569,34688,9321,25367,79401,65832,13569
25500,310M200US25500,"Harrisonburg, VA Metro Area",46034,29592,22930,6662,2233,4429,16442,11440,5002
25540,310M200US25540,"Hartford-West Hartford-East Hartford, CT Metro Area",466946,306718,224005,82713,20492,62221,160228,131825,28403
25620,310M200US25620,"Hattiesburg, MS Metro Area",54240,36447,24362,12085,2523,9562,17793,13970,3823
25860,310M200US25860,"Hickory-Lenoir-Morganton, NC Metro Area",137968,92771,69339,23432,6972,16460,45197,38936,6261
25940,310M200US25940,"Hilton Head Island-Bluffton-Beaufort, SC Metro Area",75070,51146,39858,11288,2868,8420,23924,19752,4172
25980,310M200US25980,"Hinesville, GA Metro Area",27960,20380,14501,5879,1264,4615,7580,6112,1468
26140,310M200US26140,"Homosassa Springs, FL Metro Area",61012,39016,31156,7860,2381,5479,21996,18703,3293
26300,310M200US26300,"Hot Springs, AR Metro Area",40290,25951,18953,6998,1662,5336,14339,11667,2672
26380,310M200US26380,"Houma-Thibodaux, LA Metro Area",75678,53169,37321,15848,4619,11229,22509,18254,4255
26420,310M200US26420,"Houston-The Woodlands-Sugar Land, TX Metro Area",2168642,1530226,1099504,430722,116783,313939,638416,528708,109708
26580,310M200US26580,"Huntington-Ashland, WV-KY-OH Metro Area",143496,94712,70638,24074,6860,17214,48784,41563,7221
26620,310M200US26620,"Huntsville, AL Metro Area",169980,112844,84973,27871,7006,20865,57136,49939,7197
26820,310M200US26820,"Idaho Falls, ID Metro Area",45797,34187,27523,6664,1906,4758,11610,9883,1727
26900,310M200US26900,"Indianapolis-Carmel-Anderson, IN Metro Area",741817,482734,350626,132108,33378,98730,259083,214725,44358
26980,310M200US26980,"Iowa City, IA Metro Area",64364,36527,28642,7885,2415,5470,27837,18902,8935
27060,310M200US27060,"Ithaca, NY Metro Area",38460,20250,15796,4454,1185,3269,18210,12549,5661
27100,310M200US27100,"Jackson, MI Metro Area",60591,39930,29506,10424,2998,7426,20661,17475,3186
27140,310M200US27140,"Jackson, MS Metro Area",207730,143161,91060,52101,10849,41252,64569,56368,8201
27180,310M200US27180,"Jackson, TN Metro Area",48293,32623,22872,9751,1999,7752,15670,13480,2190
27260,310M200US27260,"Jacksonville, FL Metro Area",522706,343061,246244,96817,22390,74427,179645,146813,32832
27340,310M200US27340,"Jacksonville, NC Metro Area",62185,44838,34732,10106,1991,8115,17347,13995,3352
27500,310M200US27500,"Janesville-Beloit, WI Metro Area",63845,42099,30556,11543,3221,8322,21746,17594,4152
27620,310M200US27620,"Jefferson City, MO Metro Area",56274,37095,28614,8481,2035,6446,19179,16295,2884
27740,310M200US27740,"Johnson City, TN Metro Area",83960,54064,41016,13048,3667,9381,29896,25358,4538
27780,310M200US27780,"Johnstown, PA Metro Area",57465,36531,27237,9294,2630,6664,20934,18400,2534
27860,310M200US27860,"Jonesboro, AR Metro Area",48010,32284,22275,10009,2761,7248,15726,12610,3116
27900,310M200US27900,"Joplin, MO Metro Area",67615,45479,35001,10478,3104,7374,22136,18055,4081
27980,310M200US27980,"Kahului-Wailuku-Lahaina, HI Metro Area",53517,36696,27170,9526,2910,6616,16821,12832,3989
28020,310M200US28020,"Kalamazoo-Portage, MI Metro Area",128708,79778,58867,20911,5884,15027,48930,37740,11190
28100,310M200US28100,"Kankakee, IL Metro Area",40880,27599,19570,8029,1821,6208,13281,10945,2336
28140,310M200US28140,"Kansas City, MO-KS Metro Area",800071,520597,387067,133530,35334,98196,279474,231494,47980
28420,310M200US28420,"Kennewick-Richland, WA Metro Area",92155,65837,49320,16517,4821,11696,26318,21956,4362
28660,310M200US28660,"Killeen-Temple, TX Metro Area",139178,101049,74794,26255,6110,20145,38129,32469,5660
28700,310M200US28700,"Kingsport-Bristol-Bristol, TN-VA Metro Area",129358,86422,65152,21270,6082,15188,42936,37769,5167
28740,310M200US28740,"Kingston, NY Metro Area",69474,43342,32463,10879,3353,7526,26132,21012,5120
28940,310M200US28940,"Knoxville, TN Metro Area",341889,221154,171451,49703,13244,36459,120735,101316,19419
29020,310M200US29020,"Kokomo, IN Metro Area",34413,22281,16566,5715,1736,3979,12132,10540,1592
29100,310M200US29100,"La Crosse-Onalaska, WI-MN Metro Area",54231,33393,26497,6896,2198,4698,20838,15304,5534
29180,310M200US29180,"Lafayette, LA Metro Area",178790,118406,81686,36720,8983,27737,60384,49884,10500
29200,310M200US29200,"Lafayette-West Lafayette, IN Metro Area",78978,45419,34719,10700,2923,7777,33559,23572,9987
29340,310M200US29340,"Lake Charles, LA Metro Area",77933,52671,36393,16278,4371,11907,25262,21436,3826
29420,310M200US29420,"Lake Havasu City-Kingman, AZ Metro Area",80832,51465,39154,12311,3606,8705,29367,22816,6551
29460,310M200US29460,"Lakeland-Winter Haven, FL Metro Area",221381,153115,111361,41754,10575,31179,68266,56715,11551
29540,310M200US29540,"Lancaster, PA Metro Area",195330,137133,111084,26049,7256,18793,58197,46865,11332
29620,310M200US29620,"Lansing-East Lansing, MI Metro Area",182907,109372,81360,28012,7477,20535,73535,56438,17097
29700,310M200US29700,"Laredo, TX Metro Area",69668,56626,36819,19807,4024,15783,13042,10952,2090
29740,310M200US29740,"Las Cruces, NM Metro Area",74762,51781,36003,15778,3924,11854,22981,18054,4927
29820,310M200US29820,"Las Vegas-Henderson-Paradise, NV Metro Area",724446,465442,317402,148040,47542,100498,259004,202635,56369
29940,310M200US29940,"Lawrence, KS Metro Area",43729,23794,18298,5496,1852,3644,19935,13370,6565
30020,310M200US30020,"Lawton, OK Metro Area",45669,30017,21274,8743,2095,6648,15652,13120,2532
30140,310M200US30140,"Lebanon, PA Metro Area",52267,35976,27525,8451,2554,5897,16291,13813,2478
30300,310M200US30300,"Lewiston, ID-WA Metro Area",25437,16353,12435,3918,1086,2832,9084,7558,1526
30340,310M200US30340,"Lewiston-Auburn, ME Metro Area",44636,27791,20605,7186,2209,4977,16845,13105,3740
30460,310M200US30460,"Lexington-Fayette, KY Metro Area",194327,121658,88815,32843,8734,24109,72669,56043,16626
30620,310M200US30620,"Lima, OH Metro Area",39986,26203,18446,7757,2019,5738,13783,11468,2315
30700,310M200US30700,"Lincoln, NE Metro Area",124015,75038,57970,17068,5263,11805,48977,37248,11729
30780,310M200US30780,"Little Rock-North Little Rock-Conway, AR Metro Area",276358,179095,129591,49504,11536,37968,97263,81959,15304
30860,310M200US30860,"Logan, UT-ID Metro Area",39921,29962,25869,4093,1119,2974,9959,7085,2874
30980,310M200US30980,"Longview, TX Metro Area",77215,53319,38068,15251,3900,11351,23896,20797,3099
31020,310M200US31020,"Longview, WA Metro Area",39763,26082,19819,6263,1723,4540,13681,11039,2642
31080,310M200US31080,"Los Angeles-Long Beach-Anaheim, CA Metro Area",4272422,2913538,2005900,907638,277409,630229,1358884,1051652,307232
31140,310M200US31140,"Louisville/Jefferson County, KY-IN Metro Area",492904,318274,226916,91358,24077,67281,174630,145949,28681
31180,310M200US31180,"Lubbock, TX Metro Area",111917,70140,48854,21286,5909,15377,41777,31670,10107
31340,310M200US31340,"Lynchburg, VA Metro Area",99343,66286,50044,16242,3703,12539,33057,27663,5394
31420,310M200US31420,"Macon, GA Metro Area",84578,56013,36066,19947,3840,16107,28565,25044,3521
31460,310M200US31460,"Madera, CA Metro Area",43159,33201,24201,9000,2572,6428,9958,8437,1521
31540,310M200US31540,"Madison, WI Metro Area",258237,154158,121491,32667,10405,22262,104079,77026,27053
31700,310M200US31700,"Manchester-Nashua, NH Metro Area",155208,104048,80688,23360,6736,16624,51160,38647,12513
31740,310M200US31740,"Manhattan, KS Metro Area",34659,20034,16534,3500,1135,2365,14625,9872,4753
31860,310M200US31860,"Mankato-North Mankato, MN Metro Area",37476,22825,18161,4664,1520,3144,14651,10152,4499
31900,310M200US31900,"Mansfield, OH Metro Area",48103,30471,22814,7657,1846,5811,17632,15233,2399
32580,310M200US32580,"McAllen-Edinburg-Mission, TX Metro Area",224021,183335,126203,57132,11004,46128,40686,34990,5696
32780,310M200US32780,"Medford, OR Metro Area",83487,53375,39847,13528,4043,9485,30112,24134,5978
32820,310M200US32820,"Memphis, TN-MS-AR Metro Area",492066,325821,203952,121869,25492,96377,166245,141403,24842
32900,310M200US32900,"Merced, CA Metro Area",77692,59568,39543,20025,5535,14490,18124,14436,3688
33100,310M200US33100,"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",2047042,1330793,895864,434929,112222,322707,716249,587431,128818
33140,310M200US33140,"Michigan City-La Porte, IN Metro Area",43004,28142,20797,7345,1830,5515,14862,12210,2652
33220,310M200US33220,"Midland, MI Metro Area",33617,23066,18784,4282,1279,3003,10551,8630,1921
33260,310M200US33260,"Midland, TX Metro Area",54500,37873,28279,9594,3029,6565,16627,13532,3095
33340,310M200US33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",624146,388209,279923,108286,27769,80517,235937,193389,42548
33460,310M200US33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",1334395,865549,673350,192199,56314,135885,468846,370102,98744
33540,310M200US33540,"Missoula, MT Metro Area",46624,26664,20219,6445,2108,4337,19960,14321,5639
33660,310M200US33660,"Mobile, AL Metro Area",154188,103554,68559,34995,6529,28466,50634,44150,6484
33700,310M200US33700,"Modesto, CA Metro Area",169196,124736,86404,38332,11702,26630,44460,34907,9553
33740,310M200US33740,"Monroe, LA Metro Area",66207,43456,28352,15104,2569,12535,22751,20063,2688
33780,310M200US33780,"Monroe, MI Metro Area",58566,41233,31890,9343,2987,6356,17333,14698,2635
33860,310M200US33860,"Montgomery, AL Metro Area",142861,94544,62264,32280,6192,26088,48317,42093,6224
34060,310M200US34060,"Morgantown, WV Metro Area",49507,28075,22055,6020,1925,4095,21432,16443,4989
34100,310M200US34100,"Morristown, TN Metro Area",44149,31061,23081,7980,2394,5586,13088,11377,1711
34580,310M200US34580,"Mount Vernon-Anacortes, WA Metro Area",45841,31190,24267,6923,1952,4971,14651,11573,3078
34620,310M200US34620,"Muncie, IN Metro Area",45761,27584,19828,7756,1972,5784,18177,13157,5020
