Risk_Score,Race,Gender,Age_Cat,Edu_Cat,Htn,Freq_nhanes,Mean_Tchols,Err_Tchols,Mean_HDL,Err_HDL,Mean_bp,Err_bp,smoking_stat
28,WhiteNH,Male,Age_55_64,some_coll_,1,0.00225401,265.6685203,3.494582536,67.30675343,2.083980297,143.1221361,2.460522755,1
29,WhiteNH,Male,Age_55_64,some_coll_,1,13.4236,187.3366833,2.178193462,37.99925352,0.683112816,135.7176622,0.865320874,1
30,WhiteNH,Male,Age_55_64,some_coll_,1,0.000301298,270.8108037,3.501060563,38.71864403,0.992988905,113.09783,0.926844191,1
31,WhiteNH,Male,Age_55_64,some_coll_,1,0.0346359,269.8373043,3.754544621,39.06222562,0.621042811,137.4075601,1.30087403,0
32,WhiteNH,Male,Age_55_64,some_coll_,1,7.40E-06,270.2120153,3.345256377,38.11330168,1.038692748,137.0846152,2.917578078,1
1,WhiteNH,Male,Age_65_74,HS_or_less,0,8.81366,189.613796,1.604406871,63.80749734,0.838758434,113.360003,0.581043748,0
2,WhiteNH,Male,Age_65_74,HS_or_less,0,2.97254,191.7148433,2.57057478,63.88206383,1.099107475,113.8572974,0.898867377,1
3,WhiteNH,Male,Age_65_74,HS_or_less,0,18.3557,194.6788309,1.516527455,63.45036375,0.758942468,137.4764551,0.640382408,0
4,WhiteNH,Male,Age_65_74,HS_or_less,0,0.00120006,258.4320215,2.221418466,66.54337776,1.407953919,114.2776301,0.708931704,0
5,WhiteNH,Male,Age_65_74,HS_or_less,0,3.19424,182.5541617,1.775848604,41.10672128,0.668514173,115.1619771,0.585810067,0
6,WhiteNH,Male,Age_65_74,HS_or_less,0,4.1115,192.4670728,2.198263637,65.4320858,1.230185711,139.6428074,0.968945734,1
7,WhiteNH,Male,Age_65_74,HS_or_less,0,0,260.6047293,4.023043773,64.59122351,1.970509382,114.1048841,1.026686152,1
8,WhiteNH,Male,Age_65_74,HS_or_less,0,12.7715,185.3383027,2.494566906,39.73293642,0.630772892,114.1921007,0.789021409,1
9,WhiteNH,Male,Age_65_74,HS_or_less,0,21.458,187.9318916,1.58133685,40.4536122,0.636463611,136.7723703,0.673694882,0
10,WhiteNH,Male,Age_65_74,HS_or_less,0,0.000590494,262.0597571,2.620174418,40.36271614,0.957328597,115.2229379,0.967677154,0
11,WhiteNH,Male,Age_65_74,HS_or_less,0,3.95741,265.1442653,2.153389114,68.95344712,1.531671863,138.832489,0.858380572,0
12,WhiteNH,Male,Age_65_74,HS_or_less,0,0.504614,266.1276446,3.670475401,68.41041933,2.23936114,145.6317593,2.442767771,1
13,WhiteNH,Male,Age_65_74,HS_or_less,0,6.63978,187.7958076,2.325227959,39.10291942,0.677577608,138.2272854,0.922030383,1
14,WhiteNH,Male,Age_65_74,HS_or_less,0,0.455048,271.2699279,3.386137081,39.82230994,0.942948363,115.6074532,0.976239738,1
15,WhiteNH,Male,Age_65_74,HS_or_less,0,1.30814,270.2964285,3.892618156,40.16589153,0.790928791,139.9171833,1.23878768,0
16,WhiteNH,Male,Age_65_74,HS_or_less,0,3.26975,270.6711395,3.746354096,39.21696758,1.035448227,139.5942384,3.021653633,1
17,WhiteNH,Male,Age_65_74,HS_or_less,1,0.50365,185.8178926,1.652252026,61.99149401,0.782544688,114.9973846,0.62183485,0
18,WhiteNH,Male,Age_65_74,HS_or_less,1,0.0558982,187.9189399,2.538333061,62.0660605,1.00948352,115.494679,0.911733766,1
19,WhiteNH,Male,Age_65_74,HS_or_less,1,5.69131,190.8829275,1.493977461,61.63436042,0.699214249,139.1138368,0.612976662,0
20,WhiteNH,Male,Age_65_74,HS_or_less,1,0.67962,254.6361181,2.276369715,64.72737443,1.457417997,115.9150117,0.736112091,0
21,WhiteNH,Male,Age_65_74,HS_or_less,1,0.36308,178.7582583,1.629953083,39.29071795,0.591740263,116.7993587,0.59763689,0
22,WhiteNH,Male,Age_65_74,HS_or_less,1,0.125843,188.6711693,2.176786391,63.61608247,1.170823646,141.2801891,0.845416382,1
23,WhiteNH,Male,Age_65_74,HS_or_less,1,0,256.8088258,4.077159265,62.77522018,1.94888496,115.7422657,1.022422436,1
24,WhiteNH,Male,Age_65_74,HS_or_less,1,0.00734749,181.5423993,2.480170666,37.91693309,0.584704597,115.8294824,0.857040214,1
25,WhiteNH,Male,Age_65_74,HS_or_less,1,3.70805,184.1359882,1.484980145,38.63760887,0.566109239,138.409752,0.682405424,0
26,WhiteNH,Male,Age_65_74,HS_or_less,1,2.26E-07,258.2638537,2.652595047,38.54671281,0.940589063,116.8603196,0.971539234,0
27,WhiteNH,Male,Age_65_74,HS_or_less,1,0.480256,261.3483619,2.351881224,67.13744379,1.455948445,140.4698707,0.819685815,0
28,WhiteNH,Male,Age_65_74,HS_or_less,1,6.80E-07,262.3317412,3.79099158,66.594416,2.225696264,147.269141,2.482880859,1
29,WhiteNH,Male,Age_65_74,HS_or_less,1,0.0497144,183.9999042,2.32260007,37.28691609,0.624894753,139.864667,0.914578375,1
30,WhiteNH,Male,Age_65_74,HS_or_less,1,6.41E-05,267.4740245,3.240144831,38.00630661,0.956100327,117.2448349,0.979909951,1
31,WhiteNH,Male,Age_65_74,HS_or_less,1,0.000267048,266.5005251,3.748554588,38.3498882,0.747738913,141.554565,1.319502618,0
32,WhiteNH,Male,Age_65_74,HS_or_less,1,0.00851793,266.8752361,3.761140735,37.40096425,1.019382993,141.2316201,2.978923752,1
1,WhiteNH,Male,Age_65_74,some_coll_,0,48.7216,189.9288334,1.493798998,65.55511485,0.836502303,111.8988554,0.529331779,0
2,WhiteNH,Male,Age_65_74,some_coll_,0,5.46555,192.0298807,2.488201019,65.62968134,1.110133792,112.3961498,0.906567042,1
3,WhiteNH,Male,Age_65_74,some_coll_,0,90.2707,194.9938683,1.423091199,65.19798126,0.774637859,136.0153076,0.580670126,0
4,WhiteNH,Male,Age_65_74,some_coll_,0,6.82132,258.7470589,2.198088076,68.29099527,1.444310034,112.8164825,0.744130454,0
5,WhiteNH,Male,Age_65_74,some_coll_,0,51.1752,182.8691991,1.660112708,42.85433879,0.677592212,113.7008295,0.558698754,0
6,WhiteNH,Male,Age_65_74,some_coll_,0,8.78976,192.7821101,2.149691076,67.17970331,1.26402707,138.1816599,0.944845968,1
7,WhiteNH,Male,Age_65_74,some_coll_,0,0,260.9197666,3.978399176,66.33884102,1.982252697,112.6437365,1.055732214,1
8,WhiteNH,Male,Age_65_74,some_coll_,0,0.0247352,185.6533401,2.510482106,41.48055393,0.695262527,112.7309532,0.812741566,1
9,WhiteNH,Male,Age_65_74,some_coll_,0,64.2469,188.246929,1.526066289,42.20122971,0.664924481,135.3112227,0.632861448,0
10,WhiteNH,Male,Age_65_74,some_coll_,0,1.79773,262.3747945,2.778929147,42.11033365,0.988933377,113.7617904,0.94156743,0
11,WhiteNH,Male,Age_65_74,some_coll_,0,20.7001,265.4593027,2.182520417,70.70106463,1.52408369,137.3713414,0.86116437,0
12,WhiteNH,Male,Age_65_74,some_coll_,0,0.780852,266.442682,3.729472416,70.15803684,2.247333252,144.1706118,2.424122444,1
13,WhiteNH,Male,Age_65_74,some_coll_,0,5.63545,188.110845,2.333006225,40.85053693,0.719936184,136.7661378,0.894257332,1
14,WhiteNH,Male,Age_65_74,some_coll_,0,0.511286,271.5849653,3.451730992,41.56992745,0.979142453,114.1463057,0.989007406,1
15,WhiteNH,Male,Age_65_74,some_coll_,0,8.92541,270.6114659,4.07302375,41.91350904,0.7976573,138.4560358,1.259235857,0
16,WhiteNH,Male,Age_65_74,some_coll_,0,1.56916,270.9861769,3.856588734,40.96458509,1.062711902,138.1330909,3.037835652,1
17,WhiteNH,Male,Age_65_74,some_coll_,1,1.98868,186.13293,1.618051818,63.73911152,0.780355522,113.5362371,0.581947646,0
18,WhiteNH,Male,Age_65_74,some_coll_,1,0.0513894,188.2339773,2.501452625,63.81367801,1.021653038,114.0335315,0.924426247,1
19,WhiteNH,Male,Age_65_74,some_coll_,1,17.2873,191.1979649,1.479237163,63.38197793,0.716469727,137.6526893,0.5587779,0
20,WhiteNH,Male,Age_65_74,some_coll_,1,0.386307,254.9511555,2.304255012,66.47499194,1.492689725,114.4538642,0.776151511,0
21,WhiteNH,Male,Age_65_74,some_coll_,1,11.0522,179.0732957,1.577949265,41.03833546,0.602274609,115.3382112,0.579262377,0
22,WhiteNH,Male,Age_65_74,some_coll_,1,0.179355,188.9862067,2.181295162,65.36369998,1.206479888,139.8190415,0.823414302,1
23,WhiteNH,Male,Age_65_74,some_coll_,1,0,257.1238632,4.061631123,64.52283769,1.960849122,114.2811182,1.056048237,1
24,WhiteNH,Male,Age_65_74,some_coll_,1,5.34E-06,181.8574367,2.541996023,39.6645506,0.654028413,114.3683349,0.884260247,1
25,WhiteNH,Male,Age_65_74,some_coll_,1,24.7103,184.4510255,1.504745496,40.38522638,0.598227772,136.9486044,0.649407551,0
26,WhiteNH,Male,Age_65_74,some_coll_,1,6.88E-07,258.5788911,2.8503043,40.29433032,0.972921953,115.399172,0.950496092,0
27,WhiteNH,Male,Age_65_74,some_coll_,1,3.90768,261.6633993,2.426622525,68.8850613,1.448087163,139.0087231,0.828296981,0
28,WhiteNH,Male,Age_65_74,some_coll_,1,5.26E-07,262.6467785,3.878019195,68.34203351,2.233797317,145.8079935,2.466446185,1
29,WhiteNH,Male,Age_65_74,some_coll_,1,0.0281298,184.3149415,2.379400125,39.0345336,0.670856397,138.4035195,0.89185982,1
30,WhiteNH,Male,Age_65_74,some_coll_,1,7.20E-05,267.7890619,3.343336945,39.75392412,0.991995123,115.7836874,0.997356166,1
31,WhiteNH,Male,Age_65_74,some_coll_,1,0.00607355,266.8155625,3.964788613,40.09750571,0.755089701,140.0934174,1.342226274,0
32,WhiteNH,Male,Age_65_74,some_coll_,1,2.04E-06,267.1902735,3.900657403,39.14858176,1.047236077,139.7704726,2.996906017,1
1,WhiteNH,Male,Age_75_,HS_or_less,0,8.34899,186.6043498,1.402174268,62.57428807,0.71244027,116.9536414,0.709610136,0
2,WhiteNH,Male,Age_75_,HS_or_less,0,0.69046,188.705397,2.400601177,62.64885457,0.998165333,117.4509358,1.085415291,1
3,WhiteNH,Male,Age_75_,HS_or_less,0,26.7415,191.6693847,1.417716807,62.21715448,0.648719473,141.0700936,0.679870964,0
4,WhiteNH,Male,Age_75_,HS_or_less,0,0.849548,255.4225753,2.020670775,65.31016849,1.358334343,117.8712685,0.812652125,0
5,WhiteNH,Male,Age_75_,HS_or_less,0,2.91618,179.5447155,1.716176616,39.87351201,0.558966382,118.7556155,0.677801588,0
6,WhiteNH,Male,Age_75_,HS_or_less,0,1.5105,189.4576265,2.113690687,64.19887653,1.067584678,143.2364459,0.922422119,1
7,WhiteNH,Male,Age_75_,HS_or_less,0,0,257.595283,3.885217968,63.35801425,1.992672258,117.6985225,0.979580829,1
8,WhiteNH,Male,Age_75_,HS_or_less,0,0.698918,182.3288565,2.438691749,38.49972716,0.514294108,117.7857392,0.885667288,1
9,WhiteNH,Male,Age_75_,HS_or_less,0,17.8075,184.9224453,1.369902316,39.22040293,0.484668315,140.3660087,0.739086863,0
10,WhiteNH,Male,Age_75_,HS_or_less,0,0.201989,259.0503108,2.902393056,39.12950688,0.928204127,118.8165763,1.028214479,0
11,WhiteNH,Male,Age_75_,HS_or_less,0,3.94488,262.134819,1.983996363,67.72023785,1.177115581,142.4261274,0.961527299,0
12,WhiteNH,Male,Age_75_,HS_or_less,0,0.108835,263.1181983,3.483421376,67.17721007,2.085316735,149.2253978,2.552504326,1
13,WhiteNH,Male,Age_75_,HS_or_less,0,1.5873,184.7863613,2.31854785,37.86971016,0.604171442,141.8209238,0.990824068,1
14,WhiteNH,Male,Age_75_,HS_or_less,0,0,268.2604817,3.390658573,38.58910067,0.894011423,119.2010917,1.119279715,1
15,WhiteNH,Male,Age_75_,HS_or_less,0,0.906637,267.2869823,3.664865951,38.93268226,0.615837816,143.5108218,1.25042341,0
16,WhiteNH,Male,Age_75_,HS_or_less,0,0,267.6616933,3.57575056,37.98375831,1.078179232,143.1878769,2.962867907,1
17,WhiteNH,Male,Age_75_,HS_or_less,1,1.19274,182.8084463,1.392594867,60.75828474,0.705579063,118.5910231,0.744693021,0
18,WhiteNH,Male,Age_75_,HS_or_less,1,0.012984,184.9094936,2.327139548,60.83285124,0.942742788,119.0883175,1.09698526,1
19,WhiteNH,Male,Age_75_,HS_or_less,1,9.32778,187.8734813,1.326441297,60.40115115,0.64432449,142.7074752,0.655613984,0
20,WhiteNH,Male,Age_75_,HS_or_less,1,0.240559,251.6266719,2.036585842,63.49416516,1.43812912,119.5086502,0.837636397,0
21,WhiteNH,Male,Age_75_,HS_or_less,1,0.729241,175.748812,1.50525194,38.05750868,0.545067842,120.3929972,0.689467779,0
22,WhiteNH,Male,Age_75_,HS_or_less,1,0.18493,185.6617231,2.047226594,62.3828732,1.038565534,144.8738275,0.792899739,1
23,WhiteNH,Male,Age_75_,HS_or_less,1,0,253.7993796,3.917994075,61.54201092,1.991832897,119.3359042,0.976112797,1
24,WhiteNH,Male,Age_75_,HS_or_less,1,0.000301567,178.5329531,2.38600343,36.68372383,0.538436302,119.4231209,0.947799609,1
25,WhiteNH,Male,Age_75_,HS_or_less,1,4.67738,181.1265419,1.182617685,37.4043996,0.48135986,142.0033904,0.74834228,0
26,WhiteNH,Male,Age_75_,HS_or_less,1,7.73E-05,255.2544074,2.900386938,37.31350355,0.954569454,120.453958,1.032796608,0
27,WhiteNH,Male,Age_75_,HS_or_less,1,1.11705,258.3389156,2.155902275,65.90423452,1.113902359,144.0635091,0.928200832,0
28,WhiteNH,Male,Age_75_,HS_or_less,1,0.000146664,259.3222949,3.584810233,65.36120674,2.090201337,150.8627794,2.591296146,1
29,WhiteNH,Male,Age_75_,HS_or_less,1,0.0118847,180.9904579,2.276150828,36.05370683,0.614666874,143.4583055,0.984885942,1
30,WhiteNH,Male,Age_75_,HS_or_less,1,0,264.4645782,3.216611912,36.77309734,0.95165269,120.8384733,1.123352561,1
31,WhiteNH,Male,Age_75_,HS_or_less,1,0.000925422,263.4910788,3.485375196,37.11667893,0.627862677,145.1482034,1.331166915,0
32,WhiteNH,Male,Age_75_,HS_or_less,1,0,263.8657899,3.565727852,36.16775498,1.10039507,144.8252585,2.91961242,1
1,WhiteNH,Male,Age_75_,some_coll_,0,17.6711,186.9193871,1.226909877,64.32190558,0.689173904,115.4924939,0.696215328,0
2,WhiteNH,Male,Age_75_,some_coll_,0,0.838545,189.0204344,2.286498798,64.39647208,0.995923172,115.9897883,1.109331571,1
3,WhiteNH,Male,Age_75_,some_coll_,0,51.4776,191.9844221,1.271674139,63.96477199,0.645039718,139.608946,0.654141909,0
4,WhiteNH,Male,Age_75_,some_coll_,0,2.99797,255.7376127,1.965172434,67.057786,1.385618477,116.410121,0.866105299,0
5,WhiteNH,Male,Age_75_,some_coll_,0,19.9071,179.8597528,1.558685101,41.62112952,0.543904919,117.294468,0.683355543,0
6,WhiteNH,Male,Age_75_,some_coll_,0,4.56749,189.7726639,2.034305325,65.94649404,1.093304044,141.7752983,0.918329774,1
7,WhiteNH,Male,Age_75_,some_coll_,0,0,257.9103204,3.823558368,65.10563176,1.997080469,116.237375,1.028908935,1
8,WhiteNH,Male,Age_75_,some_coll_,0,0.00315733,182.6438939,2.430797181,40.24734467,0.566730191,116.3245916,0.92789523,1
9,WhiteNH,Male,Age_75_,some_coll_,0,57.4725,185.2374827,1.259676772,40.96802044,0.493063031,138.9048612,0.729031653,0
10,WhiteNH,Male,Age_75_,some_coll_,0,0.614711,259.3653482,3.027031517,40.87712439,0.945644342,117.3554288,1.022723867,0
11,WhiteNH,Male,Age_75_,some_coll_,0,10.9376,262.4498564,1.9860648,69.46785536,1.154808481,140.9649799,0.983824453,0
12,WhiteNH,Male,Age_75_,some_coll_,0,0.0842073,263.4332357,3.528838399,68.92482758,2.086979506,147.7642502,2.542267199,1
13,WhiteNH,Male,Age_75_,some_coll_,0,3.22528,185.1013987,2.300825558,39.61732767,0.628799622,140.3597763,0.98482355,1
14,WhiteNH,Male,Age_75_,some_coll_,0,0,268.575519,3.439038993,40.33671818,0.916511806,117.7399441,1.14737424,1
15,WhiteNH,Male,Age_75_,some_coll_,0,7.42671,267.6020196,3.8405976,40.68029977,0.600927757,142.0496742,1.285779014,0
16,WhiteNH,Male,Age_75_,some_coll_,0,0,267.9767307,3.675051135,39.73137582,1.091257602,141.7267293,2.985838232,1
17,WhiteNH,Male,Age_75_,some_coll_,1,2.52451,183.1234837,1.307431268,62.50590225,0.682341194,117.1298755,0.738336726,0
18,WhiteNH,Male,Age_75_,some_coll_,1,0.0157687,185.224531,2.260887018,62.58046875,0.940558906,117.6271699,1.124842668,1
19,WhiteNH,Male,Age_75_,some_coll_,1,17.9561,188.1885186,1.263931,62.14876866,0.64089897,141.2463277,0.636326167,0
20,WhiteNH,Male,Age_75_,some_coll_,1,0.848908,251.9417092,2.038949509,65.24178267,1.464049145,118.0475026,0.894859672,0
21,WhiteNH,Male,Age_75_,some_coll_,1,4.97812,176.0638494,1.407430765,39.80512619,0.529949297,118.9318496,0.701662176,0
22,WhiteNH,Male,Age_75_,some_coll_,1,0.559198,185.9767605,2.023039162,64.13049071,1.065154081,143.41268,0.794078832,1
23,WhiteNH,Male,Age_75_,some_coll_,1,0,254.114417,3.886669319,63.28962843,1.996332668,117.8747566,1.030182205,1
24,WhiteNH,Male,Age_75_,some_coll_,1,1.36E-06,178.8479904,2.425986551,38.43134134,0.589030126,117.9619733,0.992124637,1
25,WhiteNH,Male,Age_75_,some_coll_,1,15.0959,181.4415793,1.157401698,39.15201711,0.490176755,140.5422429,0.744753727,0
26,WhiteNH,Male,Age_75_,some_coll_,1,0.000235298,255.5694448,3.063024589,39.06112106,0.971720804,118.9928105,1.031897336,0
27,WhiteNH,Male,Age_75_,some_coll_,1,3.09714,258.653953,2.210648623,67.65185203,1.090466946,142.6023615,0.95620959,0
28,WhiteNH,Male,Age_75_,some_coll_,1,0.000113475,259.6373323,3.660625801,67.10882425,2.091945831,149.4016319,2.583033891,1
29,WhiteNH,Male,Age_75_,some_coll_,1,0.0241489,181.3054953,2.308644103,37.80132434,0.639170837,141.9971579,0.98364099,1
30,WhiteNH,Male,Age_75_,some_coll_,1,0,264.7796156,3.302704456,38.52071485,0.973004865,119.3773258,1.155424479,1
31,WhiteNH,Male,Age_75_,some_coll_,1,0.00758058,263.8061162,3.701030753,38.86429644,0.613537004,143.6870559,1.367873719,0
32,WhiteNH,Male,Age_75_,some_coll_,1,0,264.1808272,3.696655893,37.91537249,1.113373327,143.364111,2.944517716,1
1,WhiteNH,Female,Age_35_44,HS_or_less,0,61.5132,190.8707975,1.172640647,64.94184295,0.501711842,107.2252826,0.40314251,0
2,WhiteNH,Female,Age_35_44,HS_or_less,0,27.3469,192.9718448,2.077601702,65.01640944,0.867097641,107.722577,0.676493543,1
3,WhiteNH,Female,Age_35_44,HS_or_less,0,23.7585,195.9358325,1.088824003,64.58470935,0.541156565,131.3417347,0.529467651,0
4,WhiteNH,Female,Age_35_44,HS_or_less,0,12.0573,259.689023,1.788695381,67.67772337,1.225757564,108.1429097,0.483058549,0
5,WhiteNH,Female,Age_35_44,HS_or_less,0,29.5571,183.8111632,1.622010142,42.24106689,0.387925901,109.0272567,0.467297196,0
6,WhiteNH,Female,Age_35_44,HS_or_less,0,10.5122,193.7240743,1.68004566,66.56643141,1.012977352,133.508087,0.926355236,1
7,WhiteNH,Female,Age_35_44,HS_or_less,0,0.00324871,261.8617308,3.490714762,65.72556912,1.909595009,107.9701637,0.930553227,1
8,WhiteNH,Female,Age_35_44,HS_or_less,0,26.209,186.5953042,2.216587359,40.86728203,0.43960454,108.0573803,0.605933063,1
9,WhiteNH,Female,Age_35_44,HS_or_less,0,10.9125,189.1888931,1.232499428,41.58795781,0.414040865,130.6376499,0.498844252,0
10,WhiteNH,Female,Age_35_44,HS_or_less,0,0.00685245,263.3167586,2.437985716,41.49706175,0.812908861,109.0882175,0.865665746,0
11,WhiteNH,Female,Age_35_44,HS_or_less,0,5.98315,266.4012668,1.895946249,70.08779273,1.3560459,132.6977686,0.679903145,0
12,WhiteNH,Female,Age_35_44,HS_or_less,0,4.49337,267.3846461,3.749346297,69.54476494,2.069273362,139.4970389,2.37368566,1
13,WhiteNH,Female,Age_35_44,HS_or_less,0,12.8489,189.0528091,2.157293931,40.23726503,0.545155254,132.092565,0.816328276,1
14,WhiteNH,Female,Age_35_44,HS_or_less,0,6.53802,272.5269294,3.273805512,40.95665555,0.946922356,109.4727328,0.954149237,1
15,WhiteNH,Female,Age_35_44,HS_or_less,0,0.839269,271.55343,3.317134595,41.30023713,0.563991946,133.7824629,1.19409949,0
16,WhiteNH,Female,Age_35_44,HS_or_less,0,4.22525,271.928141,3.514842966,40.35131319,0.938982459,133.459518,2.834488115,1
17,WhiteNH,Female,Age_35_44,HS_or_less,1,22.9775,187.0748941,1.445575896,63.12583961,0.539666649,108.8626642,0.52906229,0
18,WhiteNH,Female,Age_35_44,HS_or_less,1,3.3736,189.1759414,2.170367964,63.20040611,0.832792229,109.3599586,0.741117867,1
19,WhiteNH,Female,Age_35_44,HS_or_less,1,28.6159,192.139929,1.294773757,62.76870602,0.580019108,132.9791164,0.560627357,0
20,WhiteNH,Female,Age_35_44,HS_or_less,1,11.2678,255.8931196,2.001344168,65.86172003,1.332246009,109.7802913,0.583899555,0
21,WhiteNH,Female,Age_35_44,HS_or_less,1,12.0945,180.0152598,1.640979563,40.42506356,0.429414352,110.6646383,0.548342381,0
22,WhiteNH,Female,Age_35_44,HS_or_less,1,7.73387,189.9281708,1.813112691,64.75042807,1.007104306,135.1454687,0.838047329,1
23,WhiteNH,Female,Age_35_44,HS_or_less,1,5.21E-07,258.0658273,3.630733295,63.90956579,1.921578336,109.6075453,0.962033665,1
24,WhiteNH,Female,Age_35_44,HS_or_less,1,0.135012,182.7994008,2.323882579,39.0512787,0.51761184,109.694762,0.739888033,1
25,WhiteNH,Female,Age_35_44,HS_or_less,1,15.3643,185.3929897,1.335059127,39.77195448,0.466356539,132.2750316,0.573562757,0
26,WhiteNH,Female,Age_35_44,HS_or_less,1,0.0130024,259.5208552,2.583313588,39.68105842,0.871616545,110.7255992,0.908395769,0
27,WhiteNH,Female,Age_35_44,HS_or_less,1,5.36582,262.6053634,2.246700032,68.2717894,1.320338026,134.3351502,0.682387131,0
28,WhiteNH,Female,Age_35_44,HS_or_less,1,1.4468,263.5887427,3.938986339,67.72876161,2.086035147,141.1344206,2.429049787,1
29,WhiteNH,Female,Age_35_44,HS_or_less,1,3.20807,185.2569057,2.280458586,38.4212617,0.599367274,133.7299466,0.849129973,1
30,WhiteNH,Female,Age_35_44,HS_or_less,1,1.12E-06,268.731026,3.210795067,39.14065222,1.025818215,111.1101145,0.992923227,1
31,WhiteNH,Female,Age_35_44,HS_or_less,1,0.99131,267.7575266,3.234401883,39.4842338,0.618301614,135.4198446,1.304102034,0
32,WhiteNH,Female,Age_35_44,HS_or_less,1,0.0126255,268.1322376,3.608866849,38.53530986,0.989616873,135.0968997,2.801113206,1
1,WhiteNH,Female,Age_35_44,some_coll_,0,290.678,191.1858349,1.092021521,66.68946046,0.447526363,105.764135,0.26329802,0
2,WhiteNH,Female,Age_35_44,some_coll_,0,51.041,193.2868822,2.014901814,66.76402695,0.853558899,106.2614294,0.660126065,1
3,WhiteNH,Female,Age_35_44,some_coll_,0,35.6618,196.2508698,1.034882421,66.33232687,0.518907749,129.8805872,0.414301616,0
4,WhiteNH,Female,Age_35_44,some_coll_,0,39.1711,260.0040604,1.804559012,69.42534088,1.248408396,106.6817621,0.49871154,0
5,WhiteNH,Female,Age_35_44,some_coll_,0,70.5922,184.1262006,1.547050004,43.9886844,0.339191969,107.5661091,0.38930605,0
6,WhiteNH,Female,Age_35_44,some_coll_,0,11.9429,194.0391116,1.664774159,68.31404892,1.030958459,132.0469395,0.881041292,1
7,WhiteNH,Female,Age_35_44,some_coll_,0,17.268,262.1767682,3.462366132,67.47318663,1.909271147,106.5090161,0.943735679,1
8,WhiteNH,Female,Age_35_44,some_coll_,0,15.9601,186.9103416,2.270027919,42.61489954,0.480741482,106.5962328,0.607758682,1
9,WhiteNH,Female,Age_35_44,some_coll_,0,30.4409,189.5039305,1.227769441,43.33557532,0.401015157,129.1765023,0.399644935,0
10,WhiteNH,Female,Age_35_44,some_coll_,0,8.81632,263.631796,2.638374207,43.24467926,0.821387045,107.62707,0.814707925,0
11,WhiteNH,Female,Age_35_44,some_coll_,0,11.3882,266.7163042,1.970033946,71.83541024,1.329668214,131.236621,0.656716698,0
12,WhiteNH,Female,Age_35_44,some_coll_,0,3.29044,267.6996835,3.828091347,71.29238245,2.06639913,138.0358914,2.34688315,1
13,WhiteNH,Female,Age_35_44,some_coll_,0,2.41021,189.3678465,2.202330803,41.98488254,0.555639835,130.6314174,0.761688698,1
14,WhiteNH,Female,Age_35_44,some_coll_,0,1.52056,272.8419668,3.365477071,42.70427306,0.958423162,108.0115853,0.948532582,1
15,WhiteNH,Female,Age_35_44,some_coll_,0,2.33475,271.8684674,3.549723814,43.04785464,0.530207894,132.3213154,1.200489603,0
16,WhiteNH,Female,Age_35_44,some_coll_,0,0.00147842,272.2431784,3.654085331,42.0989307,0.944053121,131.9983705,2.845452391,1
17,WhiteNH,Female,Age_35_44,some_coll_,1,39.1204,187.3899315,1.462174914,64.87345713,0.490064613,107.4015167,0.44284654,0
18,WhiteNH,Female,Age_35_44,some_coll_,1,12.5932,189.4909788,2.164425669,64.94802362,0.81890508,107.8988111,0.732654617,1
19,WhiteNH,Female,Age_35_44,some_coll_,1,49.2607,192.4549664,1.338926393,64.51632353,0.55963841,131.5179689,0.463699316,0
20,WhiteNH,Female,Age_35_44,some_coll_,1,3.05052,256.208157,2.072009033,67.60933755,1.353247762,108.3191438,0.60474004,0
21,WhiteNH,Female,Age_35_44,some_coll_,1,12.0357,180.3302972,1.638933077,42.17268107,0.386418855,109.2034908,0.493230255,0
22,WhiteNH,Female,Age_35_44,some_coll_,1,10.0416,190.2432082,1.862025268,66.49804559,1.025363093,133.6843211,0.793616562,1
23,WhiteNH,Female,Age_35_44,some_coll_,1,1.8451,258.3808647,3.635375474,65.6571833,1.921349701,108.1463978,0.979602309,1
24,WhiteNH,Female,Age_35_44,some_coll_,1,20.5541,183.1144382,2.423022568,40.79889621,0.553299554,108.2336145,0.747699289,1
25,WhiteNH,Female,Age_35_44,some_coll_,1,30.6139,185.7080271,1.414774443,41.51957199,0.455225109,130.813884,0.499248345,0
26,WhiteNH,Female,Age_35_44,some_coll_,1,0.0167288,259.8358926,2.814532659,41.42867593,0.879732586,109.2644516,0.865424104,0
27,WhiteNH,Female,Age_35_44,some_coll_,1,7.89197,262.9204008,2.359009007,70.01940691,1.293370689,132.8740027,0.666381961,0
28,WhiteNH,Female,Age_35_44,some_coll_,1,3.17842,263.90378,4.042664959,69.47637912,2.083270004,139.6732731,2.404820983,1
29,WhiteNH,Female,Age_35_44,some_coll_,1,10.8319,185.571943,2.372272352,40.16887921,0.609213152,132.2687991,0.802623022,1
30,WhiteNH,Female,Age_35_44,some_coll_,1,5.23E-07,269.0460634,3.338963798,40.88826973,1.036616698,109.648967,0.992277185,1
31,WhiteNH,Female,Age_35_44,some_coll_,1,2.75771,268.072564,3.505617445,41.23185131,0.587952839,133.958697,1.313540253,0
32,WhiteNH,Female,Age_35_44,some_coll_,1,4.42E-06,268.447275,3.775311822,40.28292737,0.994609447,133.6357521,2.81387914,1
1,WhiteNH,Female,Age_45_54,HS_or_less,0,79.9573,196.4796571,1.14232307,65.98459909,0.578538286,108.2140986,0.432524854,0
