Race,Gender,Education,Age,Rf,ll,ul
WhiteNH,Male,some_coll_,Age_75_,13,138.9744287,142.5078598
WhiteNH,Male,some_coll_,Age_75_,14,114.0749017,118.9142493
WhiteNH,Male,some_coll_,Age_75_,15,140.5710919,146.1177545
WhiteNH,Male,some_coll_,Age_75_,16,138.624494,152.2039001
BlackNH,Female,HS_or_less,Age_35_44,1,109.1929151,111.3318084
BlackNH,Female,HS_or_less,Age_35_44,2,109.5462372,112.1074296
BlackNH,Female,HS_or_less,Age_35_44,3,134.4843956,136.4597051
BlackNH,Female,HS_or_less,Age_35_44,4,109.9885934,112.2221814
BlackNH,Female,HS_or_less,Age_35_44,5,110.773926,112.8450484
BlackNH,Female,HS_or_less,Age_35_44,6,135.6957105,139.4020493
BlackNH,Female,HS_or_less,Age_35_44,7,108.2439599,112.5413426
BlackNH,Female,HS_or_less,Age_35_44,8,109.7620829,112.5614153
BlackNH,Female,HS_or_less,Age_35_44,9,133.8852483,136.2685244
BlackNH,Female,HS_or_less,Age_35_44,10,110.2812937,114.4172761
BlackNH,Female,HS_or_less,Age_35_44,11,135.1278549,138.3458688
BlackNH,Female,HS_or_less,Age_35_44,12,138.0431698,148.4469451
BlackNH,Female,HS_or_less,Age_35_44,13,134.0561133,137.635088
BlackNH,Female,HS_or_less,Age_35_44,14,109.3782508,113.819813
BlackNH,Female,HS_or_less,Age_35_44,15,135.8786593,141.0190999
BlackNH,Female,HS_or_less,Age_35_44,16,134.0525336,146.9847734
BlackNH,Female,some_coll_,Age_35_44,1,108.1864944,110.1007707
BlackNH,Female,some_coll_,Age_35_44,2,108.316504,111.0997044
BlackNH,Female,some_coll_,Age_35_44,3,133.5458193,135.160823
BlackNH,Female,some_coll_,Age_35_44,4,108.7818687,111.1914477
BlackNH,Female,some_coll_,Age_35_44,5,109.826105,111.555411
BlackNH,Female,some_coll_,Age_35_44,6,134.7675354,138.0927659
BlackNH,Female,some_coll_,Age_35_44,7,107.0488214,111.4990227
BlackNH,Female,some_coll_,Age_35_44,8,108.5524367,111.533603
BlackNH,Female,some_coll_,Age_35_44,9,132.8800548,135.0362595
BlackNH,Female,some_coll_,Age_35_44,10,109.2173554,113.2437559
BlackNH,Female,some_coll_,Age_35_44,11,134.060869,137.1753963
BlackNH,Female,some_coll_,Age_35_44,12,136.9043734,147.3482831
BlackNH,Female,some_coll_,Age_35_44,13,132.9626558,136.4910871
BlackNH,Female,some_coll_,Age_35_44,14,108.2267165,112.7338889
BlackNH,Female,some_coll_,Age_35_44,15,134.6333049,140.0269959
BlackNH,Female,some_coll_,Age_35_44,16,132.9024383,145.8974103
BlackNH,Female,HS_or_less,Age_45_54,1,109.9091425,112.1009706
BlackNH,Female,HS_or_less,Age_45_54,2,110.3004314,112.8386251
BlackNH,Female,HS_or_less,Age_45_54,3,135.2002903,137.2292001
BlackNH,Female,HS_or_less,Age_45_54,4,110.6814933,113.0146711
BlackNH,Female,HS_or_less,Age_45_54,5,111.5754299,113.5289341
BlackNH,Female,HS_or_less,Age_45_54,6,136.6882835,139.8948659
BlackNH,Female,HS_or_less,Age_45_54,7,109.1492812,113.1214109
