Risk_Score,Race,Gender,Age_Cat,Edu_Cat,Freq_nhanes,Mean_Tchols,Err_Tchols,Mean_HDL,Err_HDL,Mean_bp,Err_bp,smoking_stat
9,WhiteNH,Female,Age_45_54,HS_or_less,25.7582,190.8370639,1.308974735,41.41998308,0.412352766,132.7413346,0.496482278,0
10,WhiteNH,Female,Age_45_54,HS_or_less,3.1973,269.7448025,2.642110415,41.67941435,0.769735778,110.0137332,0.97303746,0
11,WhiteNH,Female,Age_45_54,HS_or_less,28.626,276.0577939,2.309896639,71.26109463,1.491175036,134.4013101,0.744228614,0
12,WhiteNH,Female,Age_45_54,HS_or_less,8.94127,273.7079893,4.76651355,70.18419845,2.370303196,140.9095057,2.630764289,1
13,WhiteNH,Female,Age_45_54,HS_or_less,36.5866,191.8631213,2.103016279,40.28473037,0.435796997,133.5100489,0.825111895,1
14,WhiteNH,Female,Age_45_54,HS_or_less,6.92837,276.1057464,3.347548144,40.69632339,1.146357351,109.2634802,0.98126297,1
15,WhiteNH,Female,Age_45_54,HS_or_less,4.15661,279.30134,3.968794408,41.24525661,0.692723896,136.1133279,1.326119815,0
16,WhiteNH,Female,Age_45_54,HS_or_less,7.73027,282.1275638,4.109729069,40.93062066,0.979716367,138.1831018,3.197673089,1
1,WhiteNH,Female,Age_45_54,some_coll_,240.3,196.4956079,1.247396082,67.62591509,0.556899342,106.8080808,0.39953564,0
2,WhiteNH,Female,Age_45_54,some_coll_,35.298,196.9373904,2.31640858,67.80691406,1.031355206,107.3725525,0.711371447,1
3,WhiteNH,Female,Age_45_54,some_coll_,164.369,201.8043123,1.169012963,66.65372198,0.633316598,132.0177695,0.505303012,0
4,WhiteNH,Female,Age_45_54,some_coll_,56.6372,268.2840775,2.221166436,70.75691253,1.466807029,107.6511065,0.589036202,0
5,WhiteNH,Female,Age_45_54,some_coll_,78.2587,184.1511572,1.602618888,44.02487324,0.408437074,108.3552063,0.425226907,0
6,WhiteNH,Female,Age_45_54,some_coll_,31.4914,199.1586381,1.767712492,69.37856521,1.144654397,134.094599,0.786034448,1
7,WhiteNH,Female,Age_45_54,some_coll_,16.1855,267.3074659,3.218141935,69.77225224,1.96744557,106.9383703,1.043310977,1
8,WhiteNH,Female,Age_45_54,some_coll_,9.17228,189.1857286,2.309268535,42.30156327,0.4490965,107.7074682,0.68424409,1
9,WhiteNH,Female,Age_45_54,some_coll_,55.2418,191.1349213,1.29334202,43.21630402,0.351194213,131.6226054,0.426660224,0
10,WhiteNH,Female,Age_45_54,some_coll_,7.8027,270.0426599,2.782616117,43.47573529,0.744465755,108.895004,0.943865127,0
11,WhiteNH,Female,Age_45_54,some_coll_,68.374,276.3556513,2.335164732,73.05741557,1.457573837,133.2825809,0.716188054,0
12,WhiteNH,Female,Age_45_54,some_coll_,7.05873,274.0058467,4.803355167,71.98051939,2.381886807,139.7907765,2.640715324,1
13,WhiteNH,Female,Age_45_54,some_coll_,22.799,192.1609787,2.042359144,42.0810513,0.416267563,132.3913197,0.811415918,1
14,WhiteNH,Female,Age_45_54,some_coll_,9.07163,276.4036038,3.373018091,42.49264433,1.122592755,108.144751,0.999854514,1
15,WhiteNH,Female,Age_45_54,some_coll_,17.8434,279.5991974,4.260209522,43.04157755,0.667924917,134.9945987,1.387689475,0
16,WhiteNH,Female,Age_45_54,some_coll_,8.26973,282.4254212,4.193477655,42.7269416,1.03809561,137.0643726,3.213566878,1
1,WhiteNH,Female,Age_55_64,HS_or_less,40.5839,193.4360749,1.092005253,66.9636243,0.666266745,109.9056173,0.490132482,0
2,WhiteNH,Female,Age_55_64,HS_or_less,15.8162,193.8778574,2.030340913,67.14462327,1.113696023,110.4700889,0.70409269,1
3,WhiteNH,Female,Age_55_64,HS_or_less,91.1104,198.7447793,1.166360462,65.99143119,0.693642741,135.1153059,0.613557642,0
4,WhiteNH,Female,Age_55_64,HS_or_less,20.1276,265.2245445,1.968216208,70.09462175,1.538449709,110.7486429,0.505716266,0
5,WhiteNH,Female,Age_55_64,HS_or_less,22.7834,181.0916241,1.541003172,43.36258245,0.587179608,111.4527428,0.591965299,0
6,WhiteNH,Female,Age_55_64,HS_or_less,19.1078,196.0991051,1.857207567,68.71627443,1.101095565,137.1921354,0.998350502,1
7,WhiteNH,Female,Age_55_64,HS_or_less,1.21904,264.2479329,3.14821374,69.10996146,1.926412021,110.0359068,0.989978325,1
8,WhiteNH,Female,Age_55_64,HS_or_less,10.183,186.1261956,2.235982075,41.63927248,0.578170963,110.8050046,0.6184207,1
9,WhiteNH,Female,Age_55_64,HS_or_less,36.3523,188.0753883,1.173119548,42.55401324,0.471224066,134.7201419,0.552742256,0
10,WhiteNH,Female,Age_55_64,HS_or_less,6.3506,266.9831269,2.594652296,42.81344451,0.85825672,111.9925404,0.918393223,0
11,WhiteNH,Female,Age_55_64,HS_or_less,31.6404,273.2961183,2.044929663,72.39512478,1.609768491,136.3801174,0.760684737,0
12,WhiteNH,Female,Age_55_64,HS_or_less,10.7355,270.9463137,4.403199276,71.31822861,2.392238802,142.888313,2.673681117,1
13,WhiteNH,Female,Age_55_64,HS_or_less,20.3944,189.1014457,1.887442146,41.41876052,0.614648194,135.4888562,0.860695557,1
14,WhiteNH,Female,Age_55_64,HS_or_less,2.65485,273.3440707,3.760280707,41.83035355,1.091632506,111.2422874,0.966154827,1
15,WhiteNH,Female,Age_55_64,HS_or_less,11.1239,276.5396643,3.796355303,42.37928676,0.740954548,138.0921352,1.387421312,0
16,WhiteNH,Female,Age_55_64,HS_or_less,4.41161,279.3658882,3.779619284,42.06465081,0.966006094,140.161909,3.262443713,1
1,WhiteNH,Female,Age_55_64,some_coll_,178.416,193.7339323,1.170566641,68.75994524,0.664422085,108.7868881,0.419284537,0
2,WhiteNH,Female,Age_55_64,some_coll_,18.1838,194.1757148,2.050724313,68.94094421,1.099926767,109.3513597,0.750060479,1
3,WhiteNH,Female,Age_55_64,some_coll_,182.119,199.0426366,1.178909493,67.78775213,0.696106406,133.9965767,0.536686949,0
4,WhiteNH,Female,Age_55_64,some_coll_,55.8724,265.5224019,2.127008283,71.89094269,1.581982863,109.6299137,0.547239379,0
5,WhiteNH,Female,Age_55_64,some_coll_,46.2166,181.3894815,1.58514893,45.15890339,0.546859563,110.3340135,0.511529421,0
6,WhiteNH,Female,Age_55_64,some_coll_,33.8922,196.3969625,1.919290257,70.51259537,1.128982179,136.0734062,0.906368288,1
7,WhiteNH,Female,Age_55_64,some_coll_,10.781,264.5457903,3.066405899,70.9062824,1.93688924,108.9171776,1.02776963,1
8,WhiteNH,Female,Age_55_64,some_coll_,7.81704,186.424053,2.318560359,43.43559342,0.571765931,109.6862754,0.663936265,1
9,WhiteNH,Female,Age_55_64,some_coll_,82.6477,188.3732457,1.1700102,44.35033418,0.444457973,133.6014127,0.483278071,0
10,WhiteNH,Female,Age_55_64,some_coll_,4.6494,267.2809843,2.743687522,44.60976545,0.84883973,110.8738112,0.883184573,0
11,WhiteNH,Female,Age_55_64,some_coll_,94.3596,273.5939757,2.081466991,74.19144572,1.585705299,135.2613882,0.728134442,0
12,WhiteNH,Female,Age_55_64,some_coll_,7.26447,271.2441711,4.446811101,73.11454955,2.408327677,141.7695838,2.682073226,1
13,WhiteNH,Female,Age_55_64,some_coll_,26.9128,189.3993031,1.828766505,43.21508146,0.619144783,134.370127,0.843132487,1
14,WhiteNH,Female,Age_55_64,some_coll_,4.34515,273.6419281,3.787384206,43.62667448,1.07700002,110.1235582,0.981211792,1
15,WhiteNH,Female,Age_55_64,some_coll_,23.8761,276.8375217,4.104115663,44.1756077,0.733116047,136.9734059,1.443785168,0
16,WhiteNH,Female,Age_55_64,some_coll_,4.58839,279.6637455,3.874828954,43.86097175,1.035931613,139.0431798,3.276877671,1
1,WhiteNH,Female,Age_65_74,HS_or_less,38.909,186.0757866,1.179834159,67.3476439,0.773398021,112.2466035,0.468402842,0
2,WhiteNH,Female,Age_65_74,HS_or_less,5.5055,186.517569,2.351853756,67.52864287,1.164275651,112.8110752,0.75748457,1
3,WhiteNH,Female,Age_65_74,HS_or_less,105.394,191.3844909,1.08437322,66.37545079,0.682461996,137.4562921,0.521141436,0
4,WhiteNH,Female,Age_65_74,HS_or_less,12.3163,257.8642562,2.078910323,70.47864135,1.584291345,113.0896292,0.615466234,0
5,WhiteNH,Female,Age_65_74,HS_or_less,9.32005,173.7313358,1.498570032,43.74660205,0.626532872,113.793729,0.613218479,0
6,WhiteNH,Female,Age_65_74,HS_or_less,9.51497,188.7388167,1.825208162,69.10029403,1.233424995,139.5331216,0.982399978,1
7,WhiteNH,Female,Age_65_74,HS_or_less,0.998234,256.8876446,3.502178948,69.49398106,2.026650006,112.376893,1.120220078,1
8,WhiteNH,Female,Age_65_74,HS_or_less,4.10873,178.7659073,2.499719902,42.02329208,0.611152498,113.1459908,0.732478639,1
9,WhiteNH,Female,Age_65_74,HS_or_less,58.6225,180.7150999,1.25254438,42.93803284,0.550607571,137.0611281,0.624603308,0
10,WhiteNH,Female,Age_65_74,HS_or_less,0,259.6228386,2.665225388,43.19746411,0.905400706,114.3335267,0.99054607,0
11,WhiteNH,Female,Age_65_74,HS_or_less,24.4152,265.93583,2.087273773,72.77914438,1.75487137,138.7211036,0.751973376,0
12,WhiteNH,Female,Age_65_74,HS_or_less,5.51299,263.5860253,4.911785262,71.70224821,2.564225631,145.2292992,2.639099671,1
13,WhiteNH,Female,Age_65_74,HS_or_less,7.94488,181.7411574,1.981690263,41.80278012,0.674321955,137.8298424,0.866399027,1
14,WhiteNH,Female,Age_65_74,HS_or_less,2.01207,265.9837824,3.360178839,42.21437315,1.153111305,113.5832737,1.041911309,1
15,WhiteNH,Female,Age_65_74,HS_or_less,9.49219,269.179376,4.060291391,42.76330636,0.865997169,140.4331214,1.372075555,0
16,WhiteNH,Female,Age_65_74,HS_or_less,1.8768,272.0055998,4.299685285,42.44867041,0.977208756,142.5028952,3.32074789,1
1,WhiteNH,Female,Age_65_74,some_coll_,90.091,186.373644,1.282831707,69.14396484,0.797397752,111.1278743,0.436617932,0
2,WhiteNH,Female,Age_65_74,some_coll_,9.4945,186.8154264,2.385434935,69.32496381,1.168422524,111.692346,0.822369382,1
3,WhiteNH,Female,Age_65_74,some_coll_,182.849,191.6823483,1.131898363,68.17177173,0.713674712,136.3375629,0.467795488,0
4,WhiteNH,Female,Age_65_74,some_coll_,33.6837,258.1621136,2.246787725,72.27496229,1.638894347,111.9708999,0.676893643,0
5,WhiteNH,Female,Age_65_74,some_coll_,15.68,174.0291932,1.568316375,45.54292299,0.622070955,112.6749998,0.56827868,0
6,WhiteNH,Female,Age_65_74,some_coll_,5.48503,189.0366741,1.908333758,70.89661497,1.274236979,138.4143924,0.908610912,1
7,WhiteNH,Female,Age_65_74,some_coll_,0.00176564,257.185502,3.439876528,71.290302,2.046445759,111.2581638,1.169106784,1
8,WhiteNH,Female,Age_65_74,some_coll_,2.89127,179.0637647,2.588552423,43.81961302,0.637413004,112.0272616,0.794075866,1
9,WhiteNH,Female,Age_65_74,some_coll_,74.3775,181.0129573,1.279640408,44.73435378,0.564635113,135.9423989,0.594833848,0
10,WhiteNH,Female,Age_65_74,some_coll_,0,259.920696,2.823990937,44.99378505,0.91860115,113.2147974,0.976429575,0
11,WhiteNH,Female,Age_65_74,some_coll_,82.5848,266.2336874,2.140882311,74.57546532,1.744371969,137.6023744,0.743415615,0
12,WhiteNH,Female,Age_65_74,some_coll_,2.48701,263.8838827,4.958578155,73.49856915,2.587014138,144.11057,2.654328063,1
13,WhiteNH,Female,Age_65_74,some_coll_,1.11394,182.0390148,1.945493031,43.59910106,0.707397556,136.7111132,0.869705206,1
14,WhiteNH,Female,Age_65_74,some_coll_,0.987934,266.2816398,3.401656614,44.01069408,1.156756906,112.4645444,1.072643896,1
15,WhiteNH,Female,Age_65_74,some_coll_,9.50781,269.4772334,4.358132138,44.5596273,0.882354768,139.3143922,1.441469169,0
16,WhiteNH,Female,Age_65_74,some_coll_,3.1232,272.3034572,4.392262378,44.24499135,1.065399845,141.384166,3.340272319,1
1,WhiteNH,Female,Age_75_,HS_or_less,21.3269,181.6282858,1.246651662,66.56326716,0.6090406,116.0793207,0.649349399,0
2,WhiteNH,Female,Age_75_,HS_or_less,2.33023,182.0700683,2.344329048,66.74426613,1.090205189,116.6437924,0.990863758,1
3,WhiteNH,Female,Age_75_,HS_or_less,158.54,186.9369902,1.066692061,65.59107405,0.510454772,141.2890093,0.705921667,0
4,WhiteNH,Female,Age_75_,HS_or_less,8.4656,253.4167554,2.074330732,69.69426461,1.555038841,116.9223463,0.774527683,0
5,WhiteNH,Female,Age_75_,HS_or_less,11.817,169.283835,1.496012639,42.96222531,0.529923199,117.6264462,0.689098107,0
6,WhiteNH,Female,Age_75_,HS_or_less,6.3932,184.291316,1.943784019,68.31591729,1.048977407,143.3658388,0.983994047,1
7,WhiteNH,Female,Age_75_,HS_or_less,0,252.4401438,3.393655141,68.70960432,1.97986899,116.2096102,1.03951774,1
8,WhiteNH,Female,Age_75_,HS_or_less,0,174.3184065,2.602292505,41.23891534,0.483311686,116.978708,0.849871117,1
9,WhiteNH,Female,Age_75_,HS_or_less,64.4724,176.2675992,1.203999945,42.1536561,0.394306985,140.8938453,0.655703143,0
10,WhiteNH,Female,Age_75_,HS_or_less,0.998781,255.1753378,2.853306832,42.41308737,0.81214969,118.1662438,1.051315241,0
11,WhiteNH,Female,Age_75_,HS_or_less,35.19,261.4883292,2.110759792,71.99476764,1.374483723,142.5538208,0.952941039,0
12,WhiteNH,Female,Age_75_,HS_or_less,0.849852,259.1385246,4.681401033,70.91787147,2.356814139,149.0620164,2.826561807,1
13,WhiteNH,Female,Age_75_,HS_or_less,3.27995,177.2936566,1.946966657,41.01840338,0.511653857,141.6625596,0.848219272,1
14,WhiteNH,Female,Age_75_,HS_or_less,0,261.5362817,3.62900304,41.4299964,1.094508995,117.4159908,1.145191747,1
15,WhiteNH,Female,Age_75_,HS_or_less,6.99323,264.7318752,3.935439608,41.97892962,0.698628954,144.2658386,1.412478849,0
16,WhiteNH,Female,Age_75_,HS_or_less,0.889647,267.5580991,4.215075361,41.66429367,1.010834234,146.3356124,3.304088895,1
1,WhiteNH,Female,Age_75_,some_coll_,52.6731,181.9261432,1.39010093,68.3595881,0.61886968,114.9605915,0.672441393,0
2,WhiteNH,Female,Age_75_,some_coll_,0.669766,182.3679257,2.404070322,68.54058707,1.082862554,115.5250632,1.069396233,1
3,WhiteNH,Female,Age_75_,some_coll_,152.722,187.2348476,1.169509411,67.38739499,0.527742216,140.1702801,0.710533893,0
4,WhiteNH,Female,Age_75_,some_coll_,10.5344,253.7146128,2.270160043,71.49058555,1.602657782,115.8036171,0.85939993,0
5,WhiteNH,Female,Age_75_,some_coll_,11.183,169.5816924,1.605163423,44.75854625,0.499617838,116.507717,0.693576776,0
6,WhiteNH,Female,Age_75_,some_coll_,4.6068,184.5891734,2.052618059,70.11223823,1.084927101,142.2471096,0.942336005,1
7,WhiteNH,Female,Age_75_,some_coll_,0,252.7380012,3.347981488,70.50592526,1.993710552,115.090881,1.118840279,1
8,WhiteNH,Female,Age_75_,some_coll_,0,174.6162639,2.710815748,43.03523628,0.490661493,115.8599788,0.935735661,1
9,WhiteNH,Female,Age_75_,some_coll_,35.5276,176.5654566,1.281725284,43.94997704,0.381435008,139.7751161,0.67300328,0
10,WhiteNH,Female,Age_75_,some_coll_,0.00121871,255.4731952,3.02282153,44.20940831,0.811193754,117.0475146,1.06620154,0
11,WhiteNH,Female,Age_75_,some_coll_,58.81,261.7861866,2.192387706,73.79108858,1.351605009,141.4350916,0.977030313,0
12,WhiteNH,Female,Age_75_,some_coll_,1.15015,259.436382,4.743624161,72.71419241,2.376201276,147.9432872,2.851201647,1
13,WhiteNH,Female,Age_75_,some_coll_,2.75927,177.591514,1.942451462,42.81472432,0.530906231,140.5438304,0.885722639,1
14,WhiteNH,Female,Age_75_,some_coll_,0,261.8341391,3.684388774,43.22631734,1.08661923,116.2972616,1.198223134,1
15,WhiteNH,Female,Age_75_,some_coll_,10.0068,265.0297326,4.256715417,43.77525056,0.70075089,143.1471094,1.49987577,0
16,WhiteNH,Female,Age_75_,some_coll_,1.11035,267.8559565,4.323901853,43.46061461,1.084571933,145.2168832,3.332618314,1
1,BlackNH,Male,Age_35_44,HS_or_less,9.38249,182.9696242,1.597438503,63.1392677,0.563903802,110.7901782,0.578290162,0
2,BlackNH,Male,Age_35_44,HS_or_less,4.44854,183.4114066,2.574420213,63.32026667,1.147569501,111.3546498,0.715616642,1
3,BlackNH,Male,Age_35_44,HS_or_less,8.66007,188.2783285,1.429084361,62.16707459,0.563541525,135.9998668,0.537171805,0
4,BlackNH,Male,Age_35_44,HS_or_less,2.46673,254.7580938,2.077989452,66.27026514,1.457820949,111.6332038,0.559221365,0
5,BlackNH,Male,Age_35_44,HS_or_less,4.5903,170.6251734,1.749763781,39.53822585,0.54860778,112.3373036,0.55570882,0
6,BlackNH,Male,Age_35_44,HS_or_less,8.01195,185.6326543,2.03983574,64.89191782,1.019756878,138.0766963,0.827855832,1
7,BlackNH,Male,Age_35_44,HS_or_less,3.2099,253.7814822,3.547545657,65.28560485,2.125689134,110.9204676,1.109010287,1
8,BlackNH,Male,Age_35_44,HS_or_less,6.48953,175.6597449,2.276916341,37.81491588,0.529811206,111.6895655,0.743415691,1
9,BlackNH,Male,Age_35_44,HS_or_less,13.9539,177.6089375,1.567687321,38.72965663,0.524280947,135.6047028,0.637171391,0
10,BlackNH,Male,Age_35_44,HS_or_less,0.365594,256.5166762,2.681670111,38.9890879,0.864212212,112.8771013,1.014147893,0
11,BlackNH,Male,Age_35_44,HS_or_less,5.61702,262.8296676,2.478970908,68.57076818,1.399487092,137.2646783,0.802314475,0
12,BlackNH,Male,Age_35_44,HS_or_less,2.04122,260.4798629,4.553786174,67.493872,2.31557997,143.7728738,2.582322225,1
13,BlackNH,Male,Age_35_44,HS_or_less,7.90455,178.6349949,1.900837392,37.59440391,0.515074224,136.3734171,0.821768946,1
14,BlackNH,Male,Age_35_44,HS_or_less,0.985393,262.87762,3.494554266,38.00599694,1.214651335,112.1268483,1.083248482,1
15,BlackNH,Male,Age_35_44,HS_or_less,2.54469,266.0732136,3.787858643,38.55493016,0.659318544,138.976696,1.267627645,0
16,BlackNH,Male,Age_35_44,HS_or_less,2.41969,268.8994374,4.035098591,38.24029421,1.156729657,141.0464699,3.22798374,1
1,BlackNH,Male,Age_35_44,some_coll_,8.61751,183.2674816,1.535688162,64.93558864,0.558058763,109.6714489,0.560784782,0
2,BlackNH,Male,Age_35_44,some_coll_,2.55146,183.709264,2.517856825,65.11658761,1.132401242,110.2359206,0.789583289,1
3,BlackNH,Male,Age_35_44,some_coll_,18.3399,188.5761859,1.304028584,63.96339553,0.562938433,134.8811376,0.494594618,0
4,BlackNH,Male,Age_35_44,some_coll_,3.53327,255.0559512,2.144086502,68.06658608,1.502325179,110.5144746,0.633198956,0
5,BlackNH,Male,Age_35_44,some_coll_,7.4097,170.9230308,1.681801776,41.33454679,0.501141436,111.2185744,0.514336575,0
6,BlackNH,Male,Age_35_44,some_coll_,2.98805,185.9305117,2.006031545,66.68823876,1.047850257,136.9579671,0.744738488,1
7,BlackNH,Male,Age_35_44,some_coll_,2.2901,254.0793395,3.421323303,67.08192579,2.134227659,109.8017384,1.162173623,1
8,BlackNH,Male,Age_35_44,some_coll_,1.51047,175.9576023,2.277988563,39.61123682,0.518875019,110.5708363,0.809644662,1
9,BlackNH,Male,Age_35_44,some_coll_,21.3133,177.9067949,1.441920768,40.52597757,0.496243926,134.4859736,0.61523285,0
10,BlackNH,Male,Age_35_44,some_coll_,0.634406,256.8145335,2.759661725,40.78540884,0.852457501,111.7583721,1.004766248,0
11,BlackNH,Male,Age_35_44,some_coll_,10.383,263.127525,2.434099802,70.36708911,1.370243618,136.1459491,0.799835858,0
12,BlackNH,Male,Age_35_44,some_coll_,1.95878,260.7777203,4.555404614,69.29019294,2.331317882,142.6541446,2.599581608,1
13,BlackNH,Male,Age_35_44,some_coll_,3.09545,178.9328523,1.738939171,39.39072485,0.516474655,135.2546879,0.830584214,1
14,BlackNH,Male,Age_35_44,some_coll_,0.0146073,263.1754774,3.470627497,39.80231788,1.199809206,111.0081191,1.11679859,1
15,BlackNH,Male,Age_35_44,some_coll_,2.45531,266.371071,4.050691603,40.3512511,0.647335455,137.8579668,1.34571466,0
16,BlackNH,Male,Age_35_44,some_coll_,0.580312,269.1972948,4.079163603,40.03661515,1.214045627,139.9277407,3.249424211,1
1,BlackNH,Male,Age_45_54,HS_or_less,4.72458,186.7263027,1.697176154,63.86253212,0.60944302,111.532873,0.617015529,0
2,BlackNH,Male,Age_45_54,HS_or_less,3.97398,187.1680851,2.700874143,64.04353109,1.154706972,112.0973446,0.732599497,1
3,BlackNH,Male,Age_45_54,HS_or_less,13.0953,192.035007,1.547343229,62.89033901,0.675669574,136.7425616,0.577864194,0
4,BlackNH,Male,Age_45_54,HS_or_less,3.30784,258.5147723,2.307497761,66.99352957,1.421171752,112.3758986,0.610850177,0
5,BlackNH,Male,Age_45_54,HS_or_less,6.30905,174.3818519,1.803426887,40.26149027,0.566031124,113.0799984,0.557776433,0
6,BlackNH,Male,Age_45_54,HS_or_less,10.6231,189.3893328,2.043372364,65.61518224,1.069168385,138.8193911,0.707813491,1
7,BlackNH,Male,Age_45_54,HS_or_less,1.49089,257.5381607,3.605864915,66.00886927,2.04598423,111.6631625,1.04568463,1
8,BlackNH,Male,Age_45_54,HS_or_less,2.31078,179.4164234,2.37986844,38.5381803,0.509004996,112.4322603,0.7964689,1
9,BlackNH,Male,Age_45_54,HS_or_less,13.3755,181.365616,1.664855487,39.45292105,0.509768416,136.3473976,0.626479495,0
10,BlackNH,Male,Age_45_54,HS_or_less,0.000863669,260.2733547,2.881159412,39.71235232,0.842966736,113.6197961,1.056142972,0
11,BlackNH,Male,Age_45_54,HS_or_less,9.37855,266.5863461,2.66044576,69.2940326,1.409906841,138.0073731,0.831472001,0
12,BlackNH,Male,Age_45_54,HS_or_less,6.78008,264.2365414,4.636116063,68.21713642,2.375193557,144.5155687,2.611012866,1
13,BlackNH,Male,Age_45_54,HS_or_less,16.3776,182.3916735,2.176607798,38.31766834,0.468500407,137.1161119,0.836518842,1
14,BlackNH,Male,Age_45_54,HS_or_less,1.99262,266.6342985,3.265891938,38.72926136,1.187848951,112.8695431,1.029057759,1
15,BlackNH,Male,Age_45_54,HS_or_less,2.03575,269.8298921,4.073310853,39.27819458,0.700221311,139.7193908,1.310084893,0
16,BlackNH,Male,Age_45_54,HS_or_less,1.57948,272.6561159,4.178203815,38.96355863,1.09109836,141.7891647,3.164923806,1
1,BlackNH,Male,Age_45_54,some_coll_,9.27542,187.0241601,1.669729492,65.65885306,0.580732963,110.4141438,0.636937075,0
2,BlackNH,Male,Age_45_54,some_coll_,2.02602,187.4659425,2.666035636,65.83985203,1.127454168,110.9786154,0.832440526,1
3,BlackNH,Male,Age_45_54,some_coll_,13.9047,192.3328644,1.467494744,64.68665995,0.654398882,135.6238324,0.578720941,0
4,BlackNH,Male,Age_45_54,some_coll_,1.69216,258.8126297,2.388445939,68.7898505,1.457345556,111.2571694,0.711527185,0
5,BlackNH,Male,Age_45_54,some_coll_,11.6909,174.6797093,1.766407026,42.05781121,0.492900976,111.9612692,0.558359188,0
6,BlackNH,Male,Age_45_54,some_coll_,5.37686,189.6871902,2.034616586,67.41150318,1.083325898,137.7006619,0.644368441,1
7,BlackNH,Male,Age_45_54,some_coll_,0.709114,257.8360181,3.496240275,67.80519021,2.048124208,110.5444333,1.122105464,1
8,BlackNH,Male,Age_45_54,some_coll_,2.68922,179.7142808,2.402023934,40.33450124,0.469047282,111.3135311,0.884387308,1
9,BlackNH,Male,Age_45_54,some_coll_,20.884,181.6634734,1.579334378,41.24924199,0.451264065,135.2286684,0.640250927,0
10,BlackNH,Male,Age_45_54,some_coll_,0.999136,260.5712121,2.97094583,41.50867326,0.814126438,112.5010669,1.06837159,0
11,BlackNH,Male,Age_45_54,some_coll_,5.62145,266.8842035,2.637911682,71.09035354,1.370849608,136.8886439,0.855742476,0
12,BlackNH,Male,Age_45_54,some_coll_,1.21992,264.5343988,4.648588619,70.01345736,2.384756759,143.3968395,2.636616252,1
13,BlackNH,Male,Age_45_54,some_coll_,4.62237,182.6895309,2.061409584,40.11398927,0.439687548,135.9973827,0.871349713,1
14,BlackNH,Male,Age_45_54,some_coll_,0.00738454,266.9321559,3.255834328,40.5255823,1.16083474,111.7508139,1.085215325,1
15,BlackNH,Male,Age_45_54,some_coll_,1.96425,270.1277495,4.330490963,41.07451552,0.668610522,138.6006616,1.401895553,0
16,BlackNH,Male,Age_45_54,some_coll_,1.42052,272.9539733,4.232730029,40.75987957,1.139634508,140.6704355,3.193828735,1
1,BlackNH,Male,Age_55_64,HS_or_less,5.58519,183.9646271,1.556926355,64.99656227,0.671505291,113.5116802,0.651528399,0
2,BlackNH,Male,Age_55_64,HS_or_less,1.93472,184.4064095,2.421533839,65.17756124,1.194852399,114.0761519,0.787942704,1
3,BlackNH,Male,Age_55_64,HS_or_less,13.5166,189.2733314,1.465227236,64.02436916,0.69870045,138.7213689,0.627884599,0
4,BlackNH,Male,Age_55_64,HS_or_less,0.752994,255.7530966,2.155113295,68.12755972,1.522844312,114.3547059,0.594353031,0
5,BlackNH,Male,Age_55_64,HS_or_less,5.04264,171.6201763,1.710567703,41.39552042,0.633091229,115.0588057,0.647741671,0
6,BlackNH,Male,Age_55_64,HS_or_less,12.9602,186.6276572,2.11272851,66.7492124,1.02745649,140.7981984,0.855723994,1
7,BlackNH,Male,Age_55_64,HS_or_less,3.29922,254.776485,3.431916798,67.14289943,2.003728539,113.6419697,1.043493775,1
8,BlackNH,Male,Age_55_64,HS_or_less,3.99967,176.6547478,2.331557047,39.67221045,0.576622435,114.4110676,0.796614333,1
9,BlackNH,Male,Age_55_64,HS_or_less,16.2747,178.6039404,1.482335178,40.58695121,0.531270256,138.3262048,0.686735466,0
10,BlackNH,Male,Age_55_64,HS_or_less,0.633543,257.511679,2.795591497,40.84638248,0.908334342,115.5986034,1.015963526,0
11,BlackNH,Male,Age_55_64,HS_or_less,5.08065,263.8246705,2.384715004,70.42806275,1.525108467,139.9861803,0.858027051,0
12,BlackNH,Male,Age_55_64,HS_or_less,2.60906,261.4748658,4.233776537,69.35116658,2.390895356,146.4943759,2.658032704,1
13,BlackNH,Male,Age_55_64,HS_or_less,8.64448,179.6299978,1.907920612,39.45169849,0.614599822,139.0949191,0.88309154,1
14,BlackNH,Male,Age_55_64,HS_or_less,0.0219918,263.8726229,3.655470111,39.86329152,1.12199751,114.8483504,1.024518276,1
15,BlackNH,Male,Age_55_64,HS_or_less,1.66291,267.0682165,3.875000001,40.41222473,0.727890143,141.6981981,1.379407937,0
16,BlackNH,Male,Age_55_64,HS_or_less,0.000833231,269.8944403,3.823063588,40.09758879,1.064981771,143.7679719,3.233460713,1
1,BlackNH,Male,Age_55_64,some_coll_,5.41481,184.2624844,1.537857283,66.79288321,0.662523611,112.392951,0.664800215,0
2,BlackNH,Male,Age_55_64,some_coll_,1.06528,184.7042669,2.389612245,66.97388218,1.177992004,112.9574227,0.877267524,1
3,BlackNH,Male,Age_55_64,some_coll_,15.4834,189.5711888,1.392679532,65.8206901,0.694319121,137.6026397,0.622671156,0
4,BlackNH,Male,Age_55_64,some_coll_,2.24701,256.050954,2.249008019,69.92388066,1.56376786,113.2359767,0.692010057,0
5,BlackNH,Male,Age_55_64,some_coll_,4.95736,171.9180337,1.681452581,43.19184136,0.587837427,113.9400765,0.642424395,0
