Race,Gender,Education,Age,Rf,ll,ul
WhiteNH,Female,some_coll_,Age_75_,2,177.5637745,187.1720769
WhiteNH,Female,some_coll_,Age_75_,3,184.8977695,189.5719256
WhiteNH,Female,some_coll_,Age_75_,4,249.17806,258.2511657
WhiteNH,Female,some_coll_,Age_75_,5,166.3740293,172.7893556
WhiteNH,Female,some_coll_,Age_75_,6,180.4873435,188.6910033
WhiteNH,Female,some_coll_,Age_75_,7,246.0475941,259.4284083
WhiteNH,Female,some_coll_,Age_75_,8,169.1991309,180.0333969
WhiteNH,Female,some_coll_,Age_75_,9,174.004133,179.1267802
WhiteNH,Female,some_coll_,Age_75_,10,249.4325684,261.513822
WhiteNH,Female,some_coll_,Age_75_,11,257.4050494,266.1673239
WhiteNH,Female,some_coll_,Age_75_,12,249.9570055,268.9157585
WhiteNH,Female,some_coll_,Age_75_,13,173.7098345,181.4731935
WhiteNH,Female,some_coll_,Age_75_,14,254.4714756,269.1968025
WhiteNH,Female,some_coll_,Age_75_,15,256.5233656,273.5360996
WhiteNH,Female,some_coll_,Age_75_,16,259.2153281,276.4965848
WhiteNH,Male,HS_or_less,Age_35_44,1,184.6981415,189.6265233
WhiteNH,Male,HS_or_less,Age_35_44,2,182.9765855,192.2316442
WhiteNH,Male,HS_or_less,Age_35_44,3,190.0276366,194.914437
WhiteNH,Male,HS_or_less,Age_35_44,4,254.9777438,262.9238602
WhiteNH,Male,HS_or_less,Age_35_44,5,171.9990286,177.6367347
WhiteNH,Male,HS_or_less,Age_35_44,6,185.7331613,193.9175639
WhiteNH,Male,HS_or_less,Age_35_44,7,250.9829271,264.9654537
WhiteNH,Male,HS_or_less,Age_35_44,8,175.5898804,184.1150258
WhiteNH,Male,HS_or_less,Age_35_44,9,179.1859452,184.4173463
WhiteNH,Male,HS_or_less,Age_35_44,10,255.8596792,265.5590896
WhiteNH,Male,HS_or_less,Age_35_44,11,262.7249901,271.3197615
WhiteNH,Male,HS_or_less,Age_35_44,12,255.8717172,273.4734251
WhiteNH,Male,HS_or_less,Age_35_44,13,179.0627009,186.5927055
WhiteNH,Male,HS_or_less,Age_35_44,14,259.7228595,274.417797
WhiteNH,Male,HS_or_less,Age_35_44,15,262.6722393,277.8596044
WhiteNH,Male,HS_or_less,Age_35_44,16,265.5180111,280.6662802
WhiteNH,Male,some_coll_,Age_35_44,1,185.0262325,189.8941471
WhiteNH,Male,some_coll_,Age_35_44,2,183.3315995,192.4723451
WhiteNH,Male,some_coll_,Age_35_44,3,190.4820141,195.0557742
WhiteNH,Male,some_coll_,Age_35_44,4,255.0624772,263.4348416
WhiteNH,Male,some_coll_,Age_35_44,5,172.3518415,177.8796366
WhiteNH,Male,some_coll_,Age_35_44,6,186.0214564,194.2249835
WhiteNH,Male,some_coll_,Age_35_44,7,251.4904842,265.0536114
WhiteNH,Male,some_coll_,Age_35_44,8,175.8128524,184.4877687
WhiteNH,Male,some_coll_,Age_35_44,9,179.6592403,184.539766
WhiteNH,Male,some_coll_,Age_35_44,10,255.9240487,266.0904349
WhiteNH,Male,some_coll_,Age_35_44,11,263.0527186,271.5877478
WhiteNH,Male,some_coll_,Age_35_44,12,256.1308349,273.8100223
WhiteNH,Male,some_coll_,Age_35_44,13,179.5975905,186.6535306
WhiteNH,Male,some_coll_,Age_35_44,14,260.0235073,274.712864
WhiteNH,Male,some_coll_,Age_35_44,15,262.4080587,278.7194997
WhiteNH,Male,some_coll_,Age_35_44,16,265.6815741,281.098432
WhiteNH,Male,HS_or_less,Age_45_54,1,188.4482098,193.389812
WhiteNH,Male,HS_or_less,Age_45_54,2,186.5860325,196.1355543
WhiteNH,Male,HS_or_less,Age_45_54,3,193.7586592,198.6967714
WhiteNH,Male,HS_or_less,Age_45_54,4,258.4034185,267.0115425
WhiteNH,Male,HS_or_less,Age_45_54,5,175.8491645,181.2999558
WhiteNH,Male,HS_or_less,Age_45_54,6,189.641966,197.5221162
WhiteNH,Male,HS_or_less,Age_45_54,7,254.7120275,268.7497103
WhiteNH,Male,HS_or_less,Age_45_54,8,179.2727206,187.9455427
WhiteNH,Male,HS_or_less,Age_45_54,9,182.9474586,188.16919
WhiteNH,Male,HS_or_less,Age_45_54,10,259.3016084,269.6305174
WhiteNH,Male,HS_or_less,Age_45_54,11,266.2060413,275.3520673
WhiteNH,Male,HS_or_less,Age_45_54,12,259.5299892,277.3285102
WhiteNH,Male,HS_or_less,Age_45_54,13,182.4147355,190.7540279
WhiteNH,Male,HS_or_less,Age_45_54,14,264.0055311,277.6484824
WhiteNH,Male,HS_or_less,Age_45_54,15,265.9389445,282.1062562
WhiteNH,Male,HS_or_less,Age_45_54,16,269.052569,284.6450794
WhiteNH,Male,some_coll_,Age_45_54,1,188.6948961,193.7388406
WhiteNH,Male,some_coll_,Age_45_54,2,186.8966978,196.4206038
WhiteNH,Male,some_coll_,Age_45_54,3,194.1256917,198.9254536
WhiteNH,Male,some_coll_,Age_45_54,4,258.4591908,267.5514851
WhiteNH,Male,some_coll_,Age_45_54,5,176.1293256,181.6155095
WhiteNH,Male,some_coll_,Age_45_54,6,189.8791337,197.8806633
WhiteNH,Male,some_coll_,Age_45_54,7,255.1891685,268.8682842
WhiteNH,Male,some_coll_,Age_45_54,8,179.4514248,188.3625533
WhiteNH,Male,some_coll_,Age_45_54,9,183.3395991,188.3727642
WhiteNH,Male,some_coll_,Age_45_54,10,259.3422622,270.1855784
WhiteNH,Male,some_coll_,Age_45_54,11,266.4877746,275.6660489
WhiteNH,Male,some_coll_,Age_45_54,12,259.7669844,277.6872298
WhiteNH,Male,some_coll_,Age_45_54,13,182.8746395,190.8898387
WhiteNH,Male,some_coll_,Age_45_54,14,264.2768639,277.9728644
WhiteNH,Male,some_coll_,Age_45_54,15,265.6832806,282.9576349
WhiteNH,Male,some_coll_,Age_45_54,16,269.1944786,285.0988845
WhiteNH,Male,HS_or_less,Age_55_64,1,185.3848739,190.9297967
WhiteNH,Male,HS_or_less,Age_55_64,2,184.0726997,193.1255359
WhiteNH,Male,HS_or_less,Age_55_64,3,190.5484099,196.3836694
WhiteNH,Male,HS_or_less,Age_55_64,4,255.5624801,264.3291297
WhiteNH,Male,HS_or_less,Age_55_64,5,172.7259889,178.8997801
WhiteNH,Male,HS_or_less,Age_55_64,6,186.3393512,195.3013797
WhiteNH,Male,HS_or_less,Age_55_64,7,252.0569124,265.8814741
WhiteNH,Male,HS_or_less,Age_55_64,8,176.2322947,185.4626173
WhiteNH,Male,HS_or_less,Age_55_64,9,179.9811681,185.6121292
WhiteNH,Male,HS_or_less,Age_55_64,10,256.4000469,267.0087277
WhiteNH,Male,HS_or_less,Age_55_64,11,263.6859287,272.3488287
WhiteNH,Male,HS_or_less,Age_55_64,12,257.400175,273.9349731
WhiteNH,Male,HS_or_less,Age_55_64,13,179.7720772,187.8733349
WhiteNH,Male,HS_or_less,Age_55_64,14,260.2740225,275.8566398
WhiteNH,Male,HS_or_less,Age_55_64,15,263.3580639,279.1637856
WhiteNH,Male,HS_or_less,Age_55_64,16,266.8181482,281.3561489
WhiteNH,Male,some_coll_,Age_55_64,1,185.6134697,191.2969157
WhiteNH,Male,some_coll_,Age_55_64,2,184.3693183,193.424632
WhiteNH,Male,some_coll_,Age_55_64,3,190.8813435,196.6464506
WhiteNH,Male,some_coll_,Age_55_64,4,255.607996,264.8793285
WhiteNH,Male,some_coll_,Age_55_64,5,172.9867929,179.234691
WhiteNH,Male,some_coll_,Age_55_64,6,186.5690716,195.6673741
WhiteNH,Male,some_coll_,Age_55_64,7,252.526991,266.0071104
WhiteNH,Male,some_coll_,Age_55_64,8,176.4039352,185.8866916
WhiteNH,Male,some_coll_,Age_55_64,9,180.3418964,185.8471158
WhiteNH,Male,some_coll_,Age_55_64,10,256.4351831,267.5693063
WhiteNH,Male,some_coll_,Age_55_64,11,263.9514588,272.6790134
WhiteNH,Male,some_coll_,Age_55_64,12,257.6245556,274.3063073
WhiteNH,Male,some_coll_,Age_55_64,13,180.2198122,188.0213148
WhiteNH,Male,some_coll_,Age_55_64,14,260.5401182,276.1862588
WhiteNH,Male,some_coll_,Age_55_64,15,263.0827036,280.0348607
WhiteNH,Male,some_coll_,Age_55_64,16,266.9400302,281.8299817
WhiteNH,Male,HS_or_less,Age_65_74,1,178.0166839,183.5774101
WhiteNH,Male,HS_or_less,Age_65_74,2,176.2027687,186.2748902
WhiteNH,Male,HS_or_less,Age_65_74,3,183.4557079,188.7557947
WhiteNH,Male,HS_or_less,Age_65_74,4,248.0855606,257.0854726
WhiteNH,Male,HS_or_less,Age_65_74,5,165.5784122,171.3267802
WhiteNH,Male,HS_or_less,Age_65_74,6,179.1177278,187.8024265
WhiteNH,Male,HS_or_less,Age_65_74,7,244.0971072,259.1207027
WhiteNH,Male,HS_or_less,Age_65_74,8,168.4340073,178.5403281
WhiteNH,Male,HS_or_less,Age_65_74,9,172.617965,178.2547557
WhiteNH,Male,HS_or_less,Age_65_74,10,248.9714408,259.7167571
WhiteNH,Male,HS_or_less,Age_65_74,11,256.3319009,264.9822798
WhiteNH,Male,HS_or_less,Age_65_74,12,249.00592,267.6086515
WhiteNH,Male,HS_or_less,Age_65_74,13,172.3258882,180.5989473
WhiteNH,Male,HS_or_less,Age_65_74,14,253.7354787,267.674607
WhiteNH,Male,HS_or_less,Age_65_74,15,255.5350444,272.2662284
WhiteNH,Male,HS_or_less,Age_65_74,16,258.428388,275.0253325
WhiteNH,Male,some_coll_,Age_65_74,1,178.1927752,183.9970335
WhiteNH,Male,some_coll_,Age_65_74,2,176.4695169,186.6038567
WhiteNH,Male,some_coll_,Age_65_74,3,183.734832,189.0723854
WhiteNH,Male,some_coll_,Age_65_74,4,248.1054501,257.6612979
WhiteNH,Male,some_coll_,Age_65_74,5,165.7849596,171.7159475
WhiteNH,Male,some_coll_,Age_65_74,6,179.3110959,188.2047732
WhiteNH,Male,some_coll_,Age_65_74,7,244.5325525,259.2809723
WhiteNH,Male,some_coll_,Age_65_74,8,168.5870956,178.9829545
WhiteNH,Male,some_coll_,Age_65_74,9,172.9241698,178.5442656
